source_id,ra,dec,parallax,phot_g_mean_mag,Teff,dist_pc,radius_sun,mass_sun,mh_gspphot,logg_gspphot,sep_arcsec,is_target
4684205617804114688,7.41827571541355,-76.31078408680098,1.4667758052738853,10.59292984008789,4525.9004,654.809,8.3607,1.1814626,-0.05689999833703041,2.564500093460083,79.85930900953232,False
4684201700794648576,7.7359217999468886,-76.36427126352267,3.070904072148731,11.250353813171387,5500.8994,325.8743,1.8253,1.061188,0.13809999823570251,3.949399948120117,408.39318364512303,False
4684182042728558080,6.980366887806791,-76.37253694565693,0.8807711446513429,12.074004173278809,5303.1836,1259.8695,6.0357,2.0472546,-0.10029999911785126,3.1768999099731445,385.5196901135534,False
4684201838232896896,7.593414894105883,-76.37068566137981,2.630149705168442,12.167414665222168,5988.6177,370.374,1.1409,1.0488304,-0.41449999809265137,4.255799770355225,328.77289307199493,False
4684203173967651968,7.733290031844987,-76.27418165900671,0.14916840682430416,12.20480728149414,4490.0,,,,,,361.3791976385593,False
4684201799578119168,7.7797758529097365,-76.34389065549317,1.1397441846755088,12.596614837646484,5415.0,,2.9217675,1.4330674,,,409.61980203541356,False
4684202319269234560,7.405330232763472,-76.36297406627796,1.5491600518711905,12.795884132385254,5654.146,636.1318,1.587,1.0264101,-0.38769999146461487,4.155099868774414,221.80763437286507,False
4684183146535267968,6.9545578954861424,-76.31676159249396,1.0488578327416043,13.6646728515625,5519.224,879.8114,1.6975,1.0545051,-0.6478000283241272,4.100100040435791,322.25066670672754,False
4684205892682020736,7.384843412055025,-76.29091615696095,1.2987056391829743,14.103922843933105,5200.663,749.6674,1.2814,,-0.15729999542236328,4.2845001220703125,67.15538709249596,False
4684206373718350592,7.694346838509166,-76.24317717629943,1.1306002311173924,14.250594139099121,6121.09,871.6913,1.0105,1.1255347,-0.670199990272522,4.394800186157227,381.38831893901545,False
4684218915022855552,7.2739109668233395,-76.21510960536567,1.1320524699194117,14.270466804504395,5652.7803,840.6974,1.0683,0.93165284,-0.6309000253677368,4.357600212097168,323.6692544998379,False
4684195138083911168,7.152401265060844,-76.25956336464945,1.2158485995560222,14.469881057739258,5750.717,753.5427,0.899,1.0121115,-0.4343999922275543,4.424900054931641,219.96511051155974,False
4684204380853530112,7.845369128399698,-76.28911876171546,0.6779883566065956,14.541925430297852,5250.0,,,,,,443.670997146282,False
4684205892682020608,7.3729433966293545,-76.28794330430972,1.8016506515914639,14.647109985351562,4654.7236,541.4789,0.9534,,0.06539999693632126,4.441100120544434,69.09080022786435,False
4684218949382593664,7.239098698326092,-76.21041961029786,2.5358728340335603,14.873022079467773,4444.099,396.3921,0.751,,0.03440000116825104,4.560400009155273,345.76170499087357,False
4684206373718350720,7.697253137981843,-76.2443207877135,1.135107168705549,14.88901424407959,5592.633,808.441,0.8508,0.96677834,-0.3068999946117401,4.473499774932861,381.0735619374664,False
4684205652164556672,7.512288541003938,-76.29677501658227,0.4493322379497929,14.927079200744629,5500.0,,,,,,158.48263182603068,False
4684218640144952448,7.295752800772577,-76.24256578834834,0.655724106886954,14.938758850097656,5738.5723,1476.2102,1.4241,1.0026463,-0.5458999872207642,4.201900005340576,223.19575443016365,False
4684202491067969024,7.364383353700893,-76.33820803165897,1.0743139532055288,14.989468574523926,5150.7637,849.7418,0.9864,,-1.496399998664856,4.3460001945495605,126.57051097219433,False
4684205411645687040,7.284736718107127,-76.3442118556978,1.2318499141553483,15.061473846435547,5072.512,817.1056,0.9442,,-0.024700000882148743,4.450399875640869,149.36361973072547,False
4684195687839771264,6.851697522801194,-76.26280577183944,0.5706313913599138,15.155354499816895,6110.0376,1688.2594,1.3278,1.0070891,-0.7085999846458435,4.223599910736084,433.63828285123697,False
