source_id,ra,dec,parallax,phot_g_mean_mag,Teff,dist_pc,sep_arcsec
646124645103549312,142.76788056216546,26.54352031921352,4.507413371672983,10.035855293273926,5969.5273,214.9012,79.62039958193638
646218825146471424,142.86091710563446,26.598634386136048,3.7448647202755123,10.607396125793457,5681.6084,226.565,432.8647816272203
646120277121865088,142.8727457858181,26.476747506853815,2.447034388313995,10.667381286621094,6435.7544,418.5591,475.00938556732456
646122377360822400,142.6846987201159,26.453789344028323,3.408275205596173,11.509767532348633,5721.0,,364.0247775712436
694161822789510016,142.60557483719825,26.491707933431638,1.5838302205142503,11.619101524353027,6156.2085,629.7402,477.15303912305063
646125744615177856,142.71829140577924,26.58472917343188,1.2386387000899641,12.713014602661133,5870.4097,752.5315,179.71696451503644
646124778247590912,142.6804579575304,26.498035805921326,4.637789724409431,12.777787208557129,3775.0,,253.31407259302478
646123403858056448,142.61306650600966,26.484521039880185,1.6140549029177225,13.046680450439453,6000.0,,465.32635232877766
646218447189351296,142.79853387208462,26.55827950257295,1.0571887148741899,13.178175926208496,5500.0,,189.01501738703075
646123854829568384,142.75221997541175,26.49471773994255,2.1327194222027996,13.368755340576172,4927.1626,304.907,166.03366080107168
646123648671138688,142.7508200630751,26.45975225635638,1.4065507654170917,14.264985084533691,5249.703,676.7342,290.45889872037765
646124060987998720,142.7430623179601,26.508723940744645,0.929146086932895,14.636604309082031,5441.0474,997.0925,113.19388739614905
646215389172634880,142.86859889160047,26.553884253984418,0.9674047116404308,14.667679786682129,5632.4937,827.7599,406.06774023300477
646120899892065792,142.83002602633644,26.46849335687811,1.9733115942740775,14.901637077331543,4665.6064,520.6645,379.97049593859794
646123408152975232,142.6179619187883,26.486589561188215,0.8698591423564968,14.97532844543457,5676.994,880.6145,447.88327570320723
646124679463286400,142.7795456931086,26.562961368848303,0.8325037945414492,15.107621192932129,5648.58,1070.8466,142.30558137873095
646218271095607296,142.82346651358802,26.5626244653932,4.92702615383515,15.173240661621094,4005.8967,215.5428,270.08353406971327
646124885621719680,142.72822310679754,26.521529828982477,0.3588005789302451,15.191590309143066,6640.4414,2152.6667,83.09101665148262
694163854309586560,142.6295314945559,26.57918977304961,1.2157165336299276,15.32755184173584,5399.2056,931.4634,392.7935989214172
646219477981501952,142.79840534180005,26.611294263937967,0.49674596819833905,15.3973970413208,5962.872,1451.3336,311.2596270515441
646215144359411712,142.85047169372075,26.51377108775318,0.5524938117860427,15.42460823059082,5686.0703,1346.7804,357.59041993143353
646215247438628096,142.8386167864339,26.53209582341712,3.2768044511294105,15.847808837890625,3692.734,304.3035,307.89965833367546
646124851261982080,142.71672201087324,26.512591738395127,6.607854084792209,15.955717086791992,,,131.38428759053494
646218825146941696,142.85917320872298,26.599151337029692,4.040563239716827,16.082067489624023,3524.5286,253.2672,428.8846949778214
646121380928402560,142.81753379626886,26.512340238821473,3.1693776968207668,16.204891204833984,,,258.81384669024453
694162136322669312,142.59070453445665,26.533657338915702,0.5471562766865105,16.21253204345703,5085.31,1694.9513,492.4912125422623
694163746935187840,142.62116852756566,26.553883305044096,3.54545817254798,16.283855438232422,3659.7449,254.7887,396.8675964824579
646218378469873664,142.83482168789908,26.566583578601247,1.3133644959041726,16.332660675048828,4424.3257,679.7632,309.2471577889382
646122269986802176,142.682242887003,26.43968963919642,0.9455438991875879,16.410139083862305,4344.27,923.1827,411.9710725917756
646125401017792896,142.76371061783593,26.559980870618805,0.6857976327412902,16.42654037475586,5276.365,1617.3264,96.68769308022996
646218378469873792,142.8322012531108,26.568025899890987,1.4073146636249887,16.475133895874023,4396.2715,635.9227,302.9065901030377
646120075258344704,142.85264681567566,26.44494339405232,0.7048055015447996,16.476829528808594,5163.677,1508.865,491.22924424156946
646124782542506624,142.68430320489702,26.50277498131513,0.7572197514192928,16.487300872802734,4990.477,1319.1179,233.25879141770676
646120865532327680,142.82581471988777,26.459559180597417,4.371975870086554,16.531709671020508,3556.5757,224.2613,393.2302419947056
646123305073757696,142.67340451691052,26.49948445340942,0.4152080492941326,16.562360763549805,5768.8413,4259.754,268.9771404890504
694164816382260736,142.6223926898198,26.621869566243838,1.3177294553679182,16.62727165222168,4413.3174,701.3082,488.2642489193828
694258304935366016,142.72163391175982,26.642532659830024,0.20162569995541585,16.679677963256836,5845.3325,1967.2681,375.1531220937482
646123163340002816,142.65180596264452,26.47059782029335,1.077192565319279,16.69538116455078,4556.427,952.1736,387.1405732986564
646122308641346432,142.65888304686592,26.439978379616807,2.1247051510489157,16.78847885131836,3719.0842,707.9476,452.015867827944
646219065664640384,142.8334825336888,26.61678196626329,2.960296025975346,16.79646110534668,,,400.1372125595977
646219061369537024,142.83375586433075,26.60912784703281,0.7038198962460854,16.81143569946289,4663.6504,1387.8226,382.34178867410344
646219821578884736,142.82389151167754,26.615492101024383,1.3061212494223982,16.902206420898438,4236.882,700.692,374.9953667578129
646219439326658944,142.8077068796135,26.608443651109848,0.24042203664422682,16.92776870727539,6688.9053,3137.3345,321.29252341952656
646123339433497728,142.6319148300508,26.47630791530192,15.576000672644968,16.95977210998535,,,426.5452665789144
694163712575458176,142.67481472405262,26.58034124187078,0.5262279889756111,17.025894165039062,5108.9688,1923.7017,264.11564198572916
646214869481503872,142.867568902129,26.50285639748198,0.9679366623280051,17.03095245361328,4973.0723,3500.8691,421.7808808870202
694161861444761984,142.61329484956653,26.512869940251306,0.34195289172521603,17.04486083984375,6147.4883,2659.1755,430.57643378862315
646124026628260608,142.73181487337055,26.50010788457582,0.5716520781764104,17.061586380004883,5588.0107,1876.3043,148.99134113912712
646219611125352448,142.7501000767348,26.61227682026105,0.46309694256423767,17.148134231567383,5076.195,1900.5004,260.48607016988854
646220126521435008,142.8176462349108,26.652471291310846,0.10696233956526237,17.233312606811523,5673.6978,2170.2722,469.5904218997
646120247057035904,142.85247942754117,26.456945524404752,5.5233344768085,17.239084243774414,,,461.6904157966405
646120453215469440,142.80040024937702,26.42463231149009,1.5275464749315868,17.42159080505371,4342.0835,842.7051,454.6084717885163
646125504097007488,142.75731813584144,26.58614850580975,2.221811942677681,17.434864044189453,3453.108,593.1695,171.46309598730463
646120964316748160,142.81961814539346,26.47985117245358,-0.03998887588407608,17.48804473876953,7088.432,4318.2856,327.6620772122486
694162239401884160,142.5983827831505,26.53773787482752,1.085925234138809,17.491064071655273,3612.336,665.2548,467.27753916058185
646124640808758784,142.7774101725912,26.5469961315404,0.5878037484006925,17.61296844482422,5034.8394,1781.9714,112.11841691576939
694165190043873920,142.63768957628164,26.623464075252294,-0.2869296794753682,17.62748908996582,4677.1855,1007.5582,453.7059391606828
646120384495993856,142.77093149015496,26.421204254790446,1.7453745906410023,17.733924865722656,3739.7996,466.4216,437.32127956374944
646120929957007616,142.80633357867902,26.460390276681647,0.710101791019039,17.786453247070312,4502.7236,1182.7343,351.46744274935946
694258648532751104,142.75724635138025,26.673012225537224,-0.027351040259433072,17.816349029541016,5945.825,2925.5017,480.309544828905
694164434129630336,142.6874026724299,26.62548549383453,0.9344620351590205,17.81983184814453,4234.424,1304.0055,356.22504146703454
694258373654843008,142.70207836654617,26.649338328068744,0.9548612879423412,17.860313415527344,4241.939,1424.5078,414.9703046427835
646125534161956608,142.7083443616333,26.55318900285774,1.6942947725284685,17.889755249023438,3590.968,463.8846,122.37658396821429
646125156204833920,142.69818791778798,26.544486047266503,0.2552094805247066,17.9295654296875,5768.693,2898.9849,146.57992104523169
646124434650326784,142.75602184218184,26.52243815622015,1.1318788848151298,17.987703323364258,3782.3433,674.7076,75.58818485310097
646123339433498624,142.625430679397,26.472011275685144,1.2577126920243167,18.022153854370117,3559.3904,880.7373,452.4866298807859
646124984406140544,142.6685763973142,26.521520030944394,1.0090168046406116,18.075279235839844,3567.5813,594.6367,250.30963122240797
646123472577649920,142.65038241577645,26.48936799686868,1.6555323397557353,18.137248992919922,3555.4475,463.4784,351.1582995851039
646214942496506880,142.8629567633225,26.504424197227355,1.0332935081327337,18.1772403717041,3684.917,637.173,405.898507799746
646219920363002624,142.82897535043614,26.639472141810913,1.6828181997235407,18.2147159576416,3583.898,566.642,451.24873235461325
694258579813273600,142.7759185494976,26.6639647184989,0.35359122955740935,18.22287940979004,4563.511,1366.9772,457.7739529759897
646123717390615680,142.73877030287284,26.479266794581967,0.5691003332329827,18.23479461669922,4430.205,2057.9636,219.74942141653997
694163819949484544,142.60567143438993,26.56645093829553,4.408887887352884,18.266786575317383,,,453.6455870415323
646124846967186560,142.7156708371904,26.516003685253246,0.6427062157468296,18.299448013305664,4402.8003,1565.4397,124.77297534266911
646122235627063296,142.66717220516483,26.430640105992055,-0.12309937522043751,18.3043155670166,5429.72,2691.658,464.6104907159128
646124812607447680,142.69148109311894,26.50998377630097,0.4430147609855501,18.33053207397461,4950.551,2098.0356,199.55024590090122
694164193611458432,142.73363037316923,26.610719343993793,0.5958196534047909,18.361888885498047,3559.1716,725.5725,255.9541388121293
646123270714020224,142.65736367825843,26.48350153997324,4.156428645914329,18.37776756286621,,,344.2501378583796
646219508046140032,142.79880715317472,26.62922637777472,0.8219129963321248,18.65090560913086,3854.2542,775.9133,366.8317229290101
646120551999884672,142.80202132942316,26.455175857175156,0.3781003979053877,18.661113739013672,4876.331,2147.3105,359.4839445274886
646122411720560000,142.69800990905603,26.457407056899996,0.5287302253439958,18.67694091796875,3969.025,1927.9434,331.9464344350547
694165327482831744,142.65409072773895,26.652293330375965,0.6354312485572594,18.78462791442871,4748.606,2081.104,495.6585498326136
646125259284047872,142.72668587499055,26.534481617232977,0.7052447993289139,18.800466537475586,3519.7776,687.0272,57.722190436037316
646218717772206976,142.86202796527994,26.579995222608325,1.457884245001753,18.81159782409668,3695.6948,577.5661,407.8829536080291
646120517640146048,142.78867336656876,26.45195694985151,-0.09735614664692752,18.81186294555664,5053.3394,2489.6099,349.387786927135
694164709007875712,142.62860096349414,26.593610875616417,1.7801415798017133,18.813114166259766,3364.9731,629.5166,416.84455360580034
646219439326660224,142.8034091751816,26.613021918719568,0.11640291591249614,18.86720085144043,5571.644,3631.709,325.6794573122729
694164331050756608,142.67665007412484,26.604527013187184,0.8313420599764171,18.996826171875,3314.632,476.5309,316.1289104650157
646125259284048768,142.73215576197975,26.542068619083206,0.02783962166508861,19.014318466186523,,,36.996803844828236
646124743887970432,142.7005535377187,26.5023748675034,1.6283821860434828,19.03861427307129,,,193.89630845000585
694164571568915840,142.59793584235854,26.574297356491037,-0.16161868536119414,19.046335220336914,,,484.4045935102547
694162338185917056,142.60707495038488,26.559752037700886,-0.47456190070439463,19.069629669189453,,,444.7841351633104
646214147926997632,142.88739431257895,26.498387569648926,1.900035245025452,19.090238571166992,,,487.4754145801562
694164571568918656,142.60742542587397,26.584305340500404,1.6557199852036788,19.165393829345703,,,465.9191186081281
