source_id,right_ascension,declination,parallax,gaia_magnitude,effective_temperature,distance,radius,mass,metallicity,surface_gravity,sep_arcsec
1340494859707662976,260.11628201537917,38.15003918553369,1.466244416099269,9.205077171325684,4275.0,,23.341461,,,,331.7680995632566
1340510076774924160,260.07652769637826,38.30813043399491,5.888756737762214,9.266070365905762,6515.771,169.2792,1.6519,1.3506848,-0.2045000046491623,4.099400043487549,262.459604299849
1340496646414068736,260.2007941922075,38.204997843987215,3.318674080559845,10.377074241638184,5920.5264,297.0996,2.0982,1.2642609,0.07450000196695328,4.002799987792969,274.27740767125675
1340510562108105472,260.0034406988568,38.285894680423795,3.7936562347776595,10.443309783935547,6281.4917,262.514,1.5894,1.2753031,-0.4097999930381775,4.048099994659424,355.3289320660826
1340504098180448000,260.20576033353393,38.315930332982354,2.280342169757276,11.614830017089844,5763.248,432.9466,1.94,1.1864755,-0.5482000112533569,4.031599998474121,366.8459346987862
1340511249302814464,260.062988056307,38.35433381962235,1.588837122099296,12.098435401916504,6283.0,,1.7665048,1.3328427,,,430.7370896108336
1340495787420483840,260.0375778285863,38.15434508291727,0.3404697821647685,12.302164077758789,4720.0,,18.36336,,,,386.58752764082936
1340510287230198016,260.0249427521828,38.272741146716015,0.7014222246241403,12.97863483428955,4737.0,,5.062525,1.1513681,,,280.321324702343
1340497333608834048,260.1387663115101,38.22308175775268,1.360462916160553,13.318244934082031,6124.112,727.6911,1.2978,1.1076428,-0.7247999906539917,4.236800193786621,93.92770710783589
1340511180583339264,260.0415092694611,38.350680219627144,0.24650004733335026,13.399831771850586,4750.0,,,,,,443.85188471164395
1340507675890075520,260.05181532541485,38.192842517558674,6.55834315543708,13.563474655151367,4309.4497,151.8839,0.6507,0.67641383,0.27469998598098755,4.6641998291015625,254.34042677503837
1340504102477224064,260.20446206030755,38.31764600338266,1.083798326188723,13.807268142700195,5557.665,892.6309,1.5103,0.9800811,-0.5072000026702881,4.1757001876831055,368.8454443831772
1340508260005516800,259.9657516850284,38.20296552683688,0.9420683473552792,14.014498710632324,6072.7183,995.3986,1.3798,1.0721194,0.12960000336170197,4.207900047302246,448.21587232985405
1340499670070965376,260.2611096722411,38.21189627334335,1.010080583672899,14.247809410095215,6101.597,881.9241,1.0414,1.0961903,-0.397599995136261,4.393899917602539,424.19067459701023
1340507641530336128,260.0212866824658,38.20064369242811,2.371767727090019,14.365135192871094,4721.9087,418.2247,0.7997,,0.034299999475479126,4.53439998626709,307.2048417110072
1340495684341384960,260.09022621766167,38.173343720964986,2.4134288321044877,14.379900932312012,4771.856,405.7883,0.7521,0.7487119,-0.07069999724626541,4.562900066375732,258.49903445824634
1340497058730854528,260.20667671003997,38.24109753371143,1.415356861893407,14.498214721679688,5250.0,,,,,,255.9663177065036
1340496886932234752,260.1645322320026,38.209364006631674,2.047232239260413,14.532845497131348,4959.9766,484.5002,0.7736,0.7995743,-0.16200000047683716,4.546999931335449,180.79296351223908
1340509187718566400,260.06172166138595,38.22052480621436,0.9622900552723834,14.562786102294922,5885.9316,911.0016,0.9908,1.0240841,-0.4672999978065491,4.351200103759766,172.5834683059347
1340509565675691648,260.04937927014936,38.25815279909396,0.6620457593162008,14.567384719848633,5370.342,1384.7725,1.7557,1.0402658,-0.09480000287294388,4.124800205230713,197.3401305017552
