source_id,ra,dec,parallax,phot_g_mean_mag,Teff,dist_pc,radius_sun,mass_sun,mh_gspphot,logg_gspphot,sep_arcsec,is_target
3402983608883878016,83.91883273030244,21.403216892388098,0.5456454172073251,7.496801853179932,7773.0,,,,,,430.2276021662802,False
3402874039976178688,83.8557420447313,21.205505660194316,2.0779315335246524,7.892509937286377,4963.4497,436.6142,17.3966,3.7004824,-0.09780000150203705,2.4119999408721924,321.62530404112545,False
3402983063426207488,83.88854542104497,21.362288963480495,2.2084634296278267,10.01665210723877,7157.991,490.2104,3.3734,1.9639493,-0.275299996137619,3.6433000564575195,256.1040527781359,False
3402874039976178560,83.85524658686198,21.206296540827292,2.0415550489435113,11.104817390441895,,,,,,,318.9768903123476,False
3402980722665859712,83.88254738335024,21.315613525936094,0.7540595177108571,11.825063705444336,10500.0,,,,,,94.72087586337263,False
3402983613182014720,83.91605289957432,21.403116080108887,0.57079027849031,11.98460865020752,4577.4897,2578.0757,30.9144,3.3021743,0.33899998664855957,2.0576000213623047,426.13563109039285,False
3402985086352628224,83.80851192913758,21.398997618261994,0.8584030054055265,12.078514099121094,7750.0,,,,,,423.10358061878617,False
3402967459806851968,83.97075729146223,21.231038924299803,3.0085746152586683,12.184057235717773,5908.0327,319.9772,1.0631,1.0365515,-0.4772999882698059,4.296000003814697,419.07093196896983,False
3402886130306127872,83.81519590887743,21.246716104771853,3.8199346226520525,12.266221046447754,5271.0,,1.0986388,0.9358037,,,241.57890439018797,False
3402982994706731520,83.89422387066038,21.35020079885075,0.5131285840934631,12.439351081848145,8000.0,,,,,,222.36200662674236,False
3402983029067640448,83.90277152657345,21.369537269574632,3.5695639097720138,12.475799560546875,5500.0,,,,,,297.5699265785318,False
3402984403456022400,83.75628182982082,21.34274209003227,1.1180181306296468,12.491561889648438,7760.8496,835.6708,1.738,1.7478117,-0.29789999127388,4.135499954223633,406.9131772480628,False
3402980142848780032,83.85649189206774,21.28121902896235,0.9606676087472759,12.503225326538086,,,,,,,56.861117020340586,False
3402890257772506624,83.74765137954903,21.30648890436267,1.1727263198762445,12.68483829498291,6987.0,,1.8227274,1.5200275,,,399.1138871355964,False
3402966944410777088,83.9487173294009,21.203615289019485,1.557988833640366,12.893990516662598,6750.0,,,,,,428.7589955947138,False
3402979833611368832,83.87670293248195,21.253167010993504,1.4715212106236557,12.960104942321777,5879.5244,615.3509,1.6916,1.139723,-0.27129998803138733,3.977400064468384,152.5668527388021,False
3402885825366443776,83.8289858815785,21.20992029232488,0.6781581767758944,12.9826078414917,6538.668,1083.2668,2.626,1.8527126,-0.29100000858306885,3.765899896621704,328.2156287097794,False
3402983029063538432,83.90302486523821,21.369627010061624,,13.061731338500977,5500.0,,,,,,298.2172180326497,False
3402980314647467008,83.87100812744725,21.28276956742065,1.8559514674856694,13.074660301208496,6297.5684,523.071,1.1434,1.2080979,-0.4074000120162964,4.312399864196777,45.00450552270735,False
3402981929555143168,83.95019804505634,21.31874227082892,1.3751809007262807,13.09579849243164,6766.2866,683.5945,1.374,1.3590521,-0.3847000002861023,4.230400085449219,295.9728709197083,False
3402982307512258176,83.94575349660367,21.35178250554542,4.861514806120888,13.250328063964844,4262.7695,203.6608,1.0274,,0.15399999916553497,4.358500003814697,338.26850611554363,False
3402983200865157632,83.90412666698286,21.38278447461948,1.000110563113161,13.279227256774902,6200.8286,952.6081,2.1196,1.4323801,-0.7594000101089478,3.8013999462127686,343.19743436747166,False
3402982788548293632,83.94150250471047,21.382437547751927,0.821770541015391,13.291828155517578,6425.4004,1091.029,2.2919,1.5836627,-0.48910000920295715,3.807300090789795,405.96079587496604,False
3402980864402975616,83.79377826262083,21.281164194504576,0.9519527413071412,13.313274383544922,,,,,,,246.62248089776497,False
3402980830043232768,83.82107609391518,21.285465799187158,1.4849740580937456,13.348016738891602,6063.7104,650.5434,1.3367,1.1370422,-0.25859999656677246,4.240900039672852,153.80347064407667,False
3402980795683498240,83.81255703128234,21.27140206206986,0.991488827869086,13.380176544189453,7106.238,856.1506,1.4919,1.6300771,-0.06970000267028809,4.238999843597412,197.15937567886238,False
3402874104397700480,83.84406894904544,21.205892552701368,0.41420133291674216,13.387967109680176,4919.7085,1762.8384,7.5991,2.801779,-0.15970000624656677,2.865799903869629,326.74922952356917,False
3402967429745573376,83.952631625548,21.233645258152418,0.620770337210339,13.395191192626953,6000.0,,,,,,363.8063492029564,False
3402982788548292992,83.94395866310143,21.384489716415636,0.3938189776695938,13.453500747680664,4250.0,,,,,,416.8764715871982,False
3402886787438939008,83.761823858912,21.227620655754254,0.9577304439628245,13.478551864624023,6498.9414,979.1597,1.8545,1.4313285,-0.47099998593330383,4.029699802398682,423.8864410089617,False
3402980039769255680,83.81097260001226,21.258436547906502,0.6583140061661956,13.510088920593262,4500.0,,,,,,225.1522089928766,False
3402886134604084480,83.81842119498772,21.23624457905785,1.381977825508008,13.59581470489502,6347.257,709.537,1.2802,1.210994,-0.8738999962806702,4.240099906921387,262.9515475272033,False
3402983510102800768,83.89409543957154,21.40810297002874,3.025382903675142,13.616631507873535,5095.907,324.764,0.7831,0.8429497,-0.1509999930858612,4.546000003814697,420.2942659754054,False
3402982238792795520,83.90195361922072,21.337754742062774,0.3127867813554436,13.657791137695312,4625.897,3239.198,14.3694,2.8030443,0.026100000366568565,2.3687000274658203,197.54616962149694,False
3402980688306120576,83.90603341291536,21.326724227674426,3.019319747652942,13.679816246032715,5046.0376,333.7848,0.7904,0.83358,-0.5335000157356262,4.515399932861328,177.99840043841365,False
3402984953212137856,83.79677387402226,21.37567107266497,0.7190578567613936,13.725434303283691,7230.765,1396.5707,2.2157,1.6526765,-0.3043999969959259,3.9296998977661133,373.49966836593944,False
3402984369096289280,83.73714359036519,21.327053055895142,0.2224090473734564,13.743424415588379,4534.3086,4138.866,17.25,3.2023342,0.0,2.194999933242798,447.69110629861905,False
3402885653567574528,83.76794565019694,21.210366265015992,0.6216842956659503,13.768452644348145,5355.015,2019.1003,5.4383,1.7501695,-0.14830000698566437,3.1963999271392822,446.6149466363965,False
3402968529257199616,83.91512130711806,21.27047336871084,1.519688113894856,13.770562171936035,5968.2754,596.3035,1.0857,1.057839,-0.5577999949455261,4.27400016784668,186.04570554769734,False
3402983819340444800,83.9114632746311,21.407062855233356,0.9323828757772509,13.83309555053711,6254.463,1016.2324,1.7208,1.3218491,-0.3912000060081482,4.079899787902832,433.57208984561856,False
3402981620317207680,83.82680813429334,21.331285346049963,,13.852750778198242,6250.0,,,,,,186.82473472883177,False
3402970075445410944,83.95928668418287,21.297084737163047,0.6816109129337031,13.866683959960938,7871.545,1204.8457,1.4133,1.6568109,-1.1542999744415283,4.202099800109863,313.2970111221904,False
3402874005616444928,83.85009946648557,21.19260930763433,0.11068573401851867,13.877894401550293,6000.0,,,,,,370.06227249377076,False
3402968009562665472,83.89709548943515,21.234625653916492,0.6755588965481908,13.897239685058594,8075.933,1404.9766,1.6719,1.7359372,-0.5268999934196472,4.1545000076293945,239.0530971747733,False
3402983063426207360,83.88252521712381,21.367700559281698,0.20925504722801427,13.90526294708252,5776.257,2984.5037,8.4282,3.0749755,-0.23180000483989716,2.905600070953369,269.8981008453557,False
3402968082580620032,83.87929990956252,21.238216359687364,3.6422257713667965,13.910675048828125,4647.995,275.9004,0.7431,0.73195267,0.01119999960064888,4.570799827575684,206.96581620420358,False
3402967601544292736,83.89696712819693,21.19199562129018,1.1409020831550414,13.925501823425293,6145.784,707.9884,1.2058,1.1898632,-0.9086999893188477,4.172100067138672,382.87710841826004,False
3402984227359172736,83.77985195452109,21.326543202821703,0.2662661931102636,13.945281028747559,10027.63,2385.2134,2.2052,2.7381258,-0.4528000056743622,4.0696001052856445,311.09545961315234,False
3402967429745570304,83.96724576178399,21.231835173696346,1.3302195925735405,13.961222648620605,5568.9624,706.6802,1.244,0.9252241,-0.6765999794006348,4.270999908447266,407.64416218435736,False
3402874039976180352,83.85465434394791,21.197457010003948,1.631980905580889,13.96895980834961,5959.7695,455.5264,0.821,1.0145019,-0.8672000169754028,4.482900142669678,350.8247375766398,False
