source_id,ra,dec,parallax,phot_g_mean_mag,Teff,dist_pc,radius_sun,mass_sun,mh_gspphot,logg_gspphot,sep_arcsec,is_target
4233018169487818368,310.3364827644384,3.615123962097391,1.6475274040363403,9.532795906066895,4632.0,,11.008001,,,,181.09818307557282,False
4233029336402825856,310.3102814698951,3.759779573850024,1.4627196588959808,10.478797912597656,4753.0,,7.8101473,,,,440.90628751777945,False
4233021429372256512,310.29268210924,3.639792898005955,11.819222904887914,10.962688446044922,4965.1177,95.6214,0.7804,,0.5153999924659729,4.604899883270264,4.802223233745829,False
4233017787234134016,310.27461306923834,3.567553801620463,0.6337397460824026,12.14217472076416,4779.0,,7.6825166,1.7137419,,,263.518460858631,False
4233069983973340160,310.22589598549996,3.741805715469859,1.9144046798802883,12.20473861694336,6162.444,512.3895,1.4139,1.1893002,-0.31610000133514404,4.133399963378906,440.60263297692603,False
4233019475157914880,310.1913368957206,3.5824071545777763,1.1380981310487441,12.270258903503418,6375.0,,2.0891323,1.466162,,,414.3670671243382,False
4233021124425346560,310.2463596533684,3.6179758383930753,0.13450777770182967,12.730866432189941,4250.0,,107.95293,6.4043655,,,179.94066937504365,False
4233017031319889792,310.3731125495041,3.568681685436169,1.6729348114855582,12.738478660583496,6192.154,589.5679,1.272,1.1592659,-0.20069999992847443,4.275899887084961,385.41844005901953,False
4233024388600463104,310.3622393615213,3.6542450669755397,3.3619055183219797,12.928317070007324,5268.192,294.1249,0.8389,0.864688,-0.18639999628067017,4.509200096130371,258.6897173231687,False
4233022155218936448,310.2255654263265,3.6670506406055376,2.2705818110076925,13.064496994018555,5500.0,,,,,,259.43001461148583,False
4233028889726230912,310.28017255421304,3.7367579918334584,0.9401763896722498,13.1911039352417,5582.743,1091.0015,2.4259,1.2645433,-0.39899998903274536,3.7142999172210693,355.6036024596414,False
4233017718514655360,310.3147906426115,3.5812046725487163,0.17826462698152018,13.281010627746582,4250.0,,,,,,222.59858165877273,False
4233017551012526976,310.30502175085996,3.5633410712178,1.0733662677101257,13.310894012451172,6329.3403,882.5906,1.4479,1.2478173,-0.23070000112056732,4.1529998779296875,275.2606970576856,False
4233021532445609984,310.3303220103698,3.665324075425537,2.6164626013116363,13.312454223632812,5248.856,376.4365,0.8923,0.8317648,0.0406000018119812,4.48769998550415,167.95961042500096,False
4233021055705865728,310.2692564567724,3.6311999891243056,0.26727586878596865,13.325443267822266,4740.4844,4498.6294,14.6504,2.6034775,-0.2587999999523163,2.358099937438965,85.84652764505674,False
4233022430095429760,310.21553283016556,3.6846788875393637,1.3128954845026755,13.329840660095215,6248.186,667.3782,1.1267,1.158851,-0.12280000001192093,4.366700172424316,320.598869448406,False
4233024148082285312,310.38769400995403,3.640302902560297,,13.488125801086426,,,,,,,344.0517834045859,False
4233018130831514880,310.33540585145533,3.598651317827513,0.20435437227567832,13.51550006866455,4250.0,,,,,,212.48120135416454,False
4233019578237125760,310.2074662742872,3.586031779236817,0.22684722709579724,13.569890022277832,5000.0,,,,,,357.8361188623037,False
4233016039184258688,310.2831193352647,3.5401010959693675,0.8464983307655394,13.814264297485352,5825.7104,1032.4064,1.6216,1.1095562,-0.28029999136924744,3.998199939727783,356.2988855872539,False
4233017482293037440,310.3921058850472,3.614945756411101,1.4146198593351185,13.92273235321045,5919.6978,757.9172,1.1328,0.95817405,-0.5386000275611877,4.327700138092041,369.86279078938543,False
4233016142263269632,310.2388489220762,3.539445214837653,0.5561129849881321,13.955177307128906,5250.0,,,,,,404.9914748170785,False
