source_id,ra,dec,parallax,phot_g_mean_mag,Teff,dist_pc,radius_sun,mass_sun,mh_gspphot,logg_gspphot,sep_arcsec,is_target
2033122726379618176,294.67083788871696,31.179938192392843,3.926382255115349,10.179093360900879,6477.858,254.1641,1.611,1.3280549,-0.2379000037908554,4.129300117492676,144.39656712142954,False
2033151004451026944,294.6945551811943,31.324840343350587,2.7864919379424733,10.641759872436523,6230.4844,358.7835,2.0171,1.4003578,-0.3840000033378601,3.9872000217437744,393.65945113396907,False
2033122795099056512,294.71167353254873,31.189845617657433,0.2910872315122706,10.679502487182617,3769.0,,85.533066,,,,187.49444488707417,False
2033124135128884096,294.72021798579686,31.250636924994776,2.700438219186658,11.184003829956055,6355.385,368.8542,1.5252,1.2648885,-0.10679999738931656,4.152299880981445,213.47028655291052,False
2033126196713378816,294.52523748110576,31.222412606960088,0.3905762101329394,11.237671852111816,4333.0,,33.543644,,,,419.34134343910296,False
2033125509518569088,294.57105900662333,31.227498221755443,0.1965408136764949,11.411870002746582,3763.0,,,,,,279.69885369546546,False
2033120596075847680,294.61807807028447,31.10642167716217,0.29220765586236763,11.48923110961914,4250.0,,60.21064,1.6070573,,,427.4620378680637,False
2033122034854060416,294.63030483788657,31.184944397732092,0.2318770680679434,11.492530822753906,3471.0955,3609.3071,111.1435,1.8155993,0.1412000060081482,0.5623999834060669,156.1982723142319,False
2033121077112195456,294.6298315437424,31.139676990227915,2.433549447905488,11.708941459655762,6392.809,400.2832,1.2911,1.2280143,-0.3564000129699707,4.23390007019043,302.4322321650062,False
2033124719244569088,294.55201543808664,31.166634700969375,0.12136154779827818,11.72855281829834,3724.0,,133.1409,6.6058273,,,386.40749449515914,False
2033126810857688960,294.6049242792227,31.23236552361101,2.2197098469013072,11.735603332519531,6037.1313,440.7446,1.6096,1.2140808,-0.31700000166893005,4.13100004196167,180.168310329755,False
2033124100769177984,294.6925327559344,31.24936559398053,0.3549924624326295,11.795485496520996,4656.0015,2401.2686,30.2119,4.800744,0.14090000092983246,2.046299934387207,144.76825306672978,False
2033122279703114752,294.5984251239838,31.200452468820938,0.7506881379230237,11.822051048278809,4616.11,1290.7949,9.054,1.2116085,0.45190000534057617,2.7535998821258545,205.33181764528177,False
2033127394973236992,294.65293314152655,31.288751584220794,1.8111909954812213,11.837143898010254,6626.5376,538.5798,1.5717,1.3542422,-0.3637000024318695,4.1234002113342285,251.64027823179538,False
2033123581042285056,294.6772488314545,31.203091716755626,3.557460621711016,11.854652404785156,5928.905,278.9796,0.9909,1.0967335,-0.597000002861023,4.404799938201904,75.87018293513124,False
2033146602067034880,294.76704708473414,31.236573920158516,1.4914142797864551,11.930647850036621,6289.207,655.0776,1.9936,1.4096338,-0.19629999995231628,4.001299858093262,331.17545998589895,False
2033124440035738880,294.7068269971327,31.27185644584464,0.5811910866871715,11.980696678161621,4486.0,,10.965598,1.315291,,,235.47574715014844,False
2033111284585651584,294.77065525596134,31.19201063377963,1.6239477397871174,12.203831672668457,6025.2446,601.5954,1.7932,1.2016783,-0.24609999358654022,4.0725998878479,350.3981812906819,False
2033125303360131712,294.57204074561974,31.215020904586716,0.39674137845458335,12.224878311157227,4752.283,2644.43,16.6962,3.3013968,-0.22020000219345093,2.330699920654297,275.5215639896707,False
2033125028482263296,294.51862560789766,31.19285386137791,0.21750792460013982,12.240653038024902,3853.0,,113.49711,6.4138455,,,449.74442363983616,False
2033121833026448256,294.6237476969989,31.141035589913578,0.15526962071578984,12.250718116760254,3700.0,,,,,,304.43752184193517,False
2033124100769169024,294.69952472842425,31.2504343987901,0.48041919360383173,12.259642601013184,5112.302,1946.826,9.9225,3.001335,-0.17100000381469727,2.8124001026153564,162.46919237869676,False
2033122279703101952,294.6047651713865,31.189263246995484,1.5772555998415418,12.297989845275879,6192.878,616.8147,1.6057,1.2679687,-0.23499999940395355,4.055099964141846,205.0455224044979,False
2033128498815826176,294.6166874868182,31.33025895538994,1.1294353402694564,12.339787483215332,6474.935,843.9964,1.9791,1.4712772,-0.2605000138282776,3.964900016784668,422.724801959444,False
2033121386349880448,294.5831883294663,31.11981758469002,0.36112973979102814,12.41484546661377,4924.0,,13.328573,,,,431.4037307096168,False
2033110730500140672,294.73900693907444,31.14605677190829,0.14676947877258045,12.550444602966309,4393.0,,45.86214,4.7000594,,,355.6985678365891,False
2033151034473228800,294.6960304984646,31.33406657238914,0.5936070730519516,12.584744453430176,7393.685,1918.1359,3.4172,1.9831883,-0.1054999977350235,3.6700000762939453,426.93506339891997,False
2033111215866146560,294.7901516710612,31.18371571243087,0.5637500349455492,12.627254486083984,4464.0,,10.14118,1.2812865,,,416.57156239096645,False
2033128395736604032,294.61114545524646,31.312452129162605,0.2582180131535602,12.660579681396484,4537.0,,22.705229,,,,369.5204492715999,False
2033123581044886528,294.6778092412418,31.204229387204318,3.085659654747764,12.677938461303711,5117.033,204.962,0.7294,0.8840048,-0.20489999651908875,4.587900161743164,73.95021670815731,False
2033123551019118848,294.65745003442686,31.206972043749463,7.1222743984518,12.696919441223145,5500.0,,,,,,45.76065022115832,False
2033127223189153536,294.59386348607165,31.276487027094593,0.6192326178402029,12.752013206481934,6000.0,,,,,,292.7354298903253,False
2033122520221124864,294.72895500815525,31.16795399873432,0.3462683710494741,12.802303314208984,4571.1465,3047.2673,13.8518,3.202675,-0.5724999904632568,2.143399953842163,278.12644052783094,False
2033111215866150656,294.78719128755915,31.18628352063254,0.5762185618861875,12.882293701171875,4399.0,,9.71092,1.3714653,,,405.09815623022155,False
2033121729947303296,294.5637073963181,31.147626615687436,0.24278926217179095,12.893485069274902,4491.0,,21.655376,,,,396.1853251372221,False
