source_id,right_ascension,declination,parallax,gaia_magnitude,effective_temperature,distance,radius,mass,metallicity,surface_gravity,sep_arcsec
651940992898196864,125.72170997300195,13.79888982888855,1.9299361486725837,9.920581817626953,6500.0,,,,,,430.23061124177826
651945287864859520,125.62513579883264,13.858502770504723,0.3201285111987535,10.35837173461914,3915.0,,99.250206,5.415999,,,444.2648934944607
651189511058314752,125.73555901777405,13.722947570242004,0.4564072355883199,12.384786605834961,5433.4536,2066.8208,8.6772,2.4042113,0.01269999984651804,2.9142000675201416,415.19613243551044
651181264721119872,125.6122118088151,13.615956468001714,1.5568869952277735,12.771897315979004,5160.0806,632.3957,2.036,1.0369512,-0.09679999947547913,3.801100015640259,430.10139184891835
651933468114996480,125.60950025728306,13.65080501114973,1.5566599371122265,12.840335845947266,5926.1846,622.6245,1.3752,1.0622436,-0.37929999828338623,4.223199844360352,305.53592326323974
651183360665155072,125.64284108137474,13.671130199589514,0.308595717070007,13.288677215576172,5304.0425,2454.137,7.0609,2.6029773,0.012199999764561653,3.054500102996826,247.46529688126031
651938347197729792,125.50635123761637,13.7759587420882,1.3861376147172864,13.418257713317871,5710.7935,721.4714,1.3267,0.97532845,-0.17419999837875366,4.141499996185303,415.34910646689804
651940924178216064,125.70226315342042,13.784780486612464,0.5073674568539082,13.714249610900879,4939.3257,1716.8435,4.0295,1.3713686,-0.23770000040531158,3.2263998985290527,345.7078650937711
651941130336648832,125.64276119976718,13.751992776510168,0.747009463986155,13.761160850524902,5725.994,1146.6278,1.9342,1.2364905,-0.5389999747276306,4.035299777984619,106.74701648454236
651183326305415296,125.66351376595465,13.668613522271144,0.7633332458266306,13.929540634155273,6026.022,1153.3356,1.5095,1.1604642,-0.3727000057697296,4.165900230407715,289.0382064058144
651945665821989504,125.56956566735137,13.846485599667687,0.71471008627325,13.955315589904785,5665.7607,1216.345,1.7658,1.1421605,-0.3862000107765198,4.097499847412109,433.90374993476576
651940679362822528,125.71898132887473,13.774838847249097,1.7034293766969195,13.994879722595215,5439.6675,565.858,0.8803,0.89938456,-0.41200000047683716,4.473800182342529,382.25177889162535
651938244118516736,125.5129330965684,13.75271952804256,0.8073502280824851,14.17076301574707,5491.3887,1119.6174,1.6379,1.0231729,-0.18700000643730164,4.154300212860107,371.0570123339438
651189579777790848,125.73735831928622,13.73620364541134,0.5965713967102835,14.361466407775879,6061.9595,1268.8966,1.3521,1.1832942,-0.15639999508857727,4.180300235748291,419.0937246249004
651932265524155392,125.53821797991523,13.655945487378652,1.2680647826485383,14.404860496520996,5500.404,753.548,0.9564,0.8879019,-0.7599999904632568,4.4120001792907715,398.22172468679264
651934911223898496,125.52091549283644,13.71732513339504,0.681113731632448,14.427258491516113,5901.148,1745.0262,1.882,1.0743968,-0.32409998774528503,3.9065001010894775,343.9954318094922
651935083022698240,125.60416379825774,13.716528175916482,1.541105715696818,14.472214698791504,5325.8735,653.0607,0.8766,0.86205566,-0.6122000217437744,4.461400032043457,82.20142155671724
651933468114996352,125.60900525293535,13.651039560670377,1.8341045453615914,14.557615280151367,5500.0,,,,,,304.8593750727722
651941542653508096,125.64421653445542,13.793338877820695,0.10061922964425266,14.630960464477539,5188.1274,2747.981,4.077,1.7003014,-0.10209999978542328,3.3915998935699463,228.786688635634
651934086590285056,125.63875487383912,13.70138607423821,1.3829662030716618,14.729413986206055,5327.2534,619.8633,0.7612,0.8698526,-0.09109999984502792,4.605299949645996,142.95835935531662
651189545418053248,125.72290969411415,13.731337518092158,0.5699363671324201,14.869852066040039,6269.799,1421.089,1.2031,1.2055959,-0.6097000241279602,4.232100009918213,368.83636633790536
651932299883892992,125.55804678905616,13.657025159451077,1.1264413668464621,14.912856101989746,5455.5356,800.2359,0.8322,0.9099992,-0.1551000028848648,4.507900238037109,350.30123743764557
651935392260227840,125.57943406010142,13.743966681593056,1.1244796345167731,14.9451904296875,5120.13,838.1324,0.9819,0.8835111,-0.9370999932289124,4.374100208282471,136.7754408873707
651934327108454528,125.60603844712001,13.704767012200575,0.6538411125700155,15.034039497375488,6068.0195,1036.4788,0.8496,1.0998226,-0.4422999918460846,4.552299976348877,117.08278120284263
651938896953536512,125.55515926630723,13.812675200403346,1.0674189517347354,15.044257164001465,5689.0835,847.5888,0.8128,1.0387409,-0.414000004529953,4.537300109863281,353.690260815074
651939652868351872,125.53835029564434,13.824965092009966,2.9890897850547686,15.099822044372559,,,,,,,425.1780793767013
651935151742175104,125.58856444047672,13.723551814108584,0.8159203151041843,15.137397766113281,5647.8296,875.9164,0.7535,0.9463009,-0.7414000034332275,4.535200119018555,109.7620118309103
651939721587257088,125.53495015222613,13.830051609375449,4.245146330337609,15.215296745300293,3631.8247,230.9766,0.6589,0.63914335,-0.5997999906539917,4.44350004196167,446.8243475603151
651189407979102336,125.6929837760167,13.70779842366674,1.1686849729186572,15.359739303588867,5038.9565,739.093,0.7279,0.81261325,-0.508899986743927,4.561299800872803,281.8995964661619
651182948348296448,125.63541357760697,13.6474943482896,0.32979566621945283,15.488004684448242,6106.6206,1605.4178,1.0665,1.1379496,-0.7434999942779541,4.286799907684326,322.29959508123335
651944463231147648,125.60997691870294,13.808414392206192,1.5164425704568287,15.53205394744873,4803.293,594.6993,0.6865,0.78903145,0.026499999687075615,4.651400089263916,264.46627188955904
651939652867780480,125.54094836532246,13.825375731434292,13.405214594473945,15.534902572631836,3400.0,,,,,,420.4595628417557
651934945583634176,125.55655864997043,13.71311027178865,0.8377701124730884,15.597540855407715,5422.693,981.9573,0.7489,0.8971046,-0.3296000063419342,4.580399990081787,227.69030145490748
651183463744366336,125.68640267470649,13.686861624552398,8.61629469672219,15.654858589172363,3463.8865,116.4832,0.3918,,-0.1404999941587448,4.860899925231934,297.4373129433681
651938244118516480,125.51063878250656,13.75734679172788,0.4792025015692655,15.665587425231934,6333.1953,1492.0514,0.8786,1.1958779,-0.8288999795913696,4.500999927520752,382.0707976014494
651189133101195904,125.71229023219975,13.687744235564256,0.6457928747876137,15.697712898254395,5590.401,1144.4205,0.7775,0.9228478,-0.4478999972343445,4.540800094604492,373.0840445718988
651940855458760448,125.70509034820157,13.77206930621244,0.5551720329156515,15.746753692626953,5512.635,1119.6635,0.777,0.88314235,-0.3677999973297119,4.544600009918213,333.5758021933333
651935083022698496,125.59066345261094,13.718861590911319,0.407096640161342,15.8068265914917,5546.436,1522.2076,1.004,0.8952525,-1.0613000392913818,4.374100208282471,111.04341308679264
651941714452198016,125.69239994969911,13.79960626742624,0.5891827466475373,15.93161678314209,5640.827,1427.5634,0.8955,0.89764595,-0.23430000245571136,4.446700096130371,349.45113969885335
651944428871412352,125.59301672768034,13.796056385009548,0.6949377431924246,15.945091247558594,5458.256,1185.1691,0.7599,0.90734637,-0.34060001373291016,4.5625,234.8452412040966
651934430187681664,125.64393125845164,13.727892258619,1.0317326332211798,15.998879432678223,4908.23,863.2498,0.6998,0.80136025,-0.16040000319480896,4.606900215148926,96.15516805808005
651934911223897344,125.53430494764734,13.715463846358672,0.8283616082780221,16.06947898864746,4920.54,1114.3469,0.8644,,-0.557200014591217,4.4583001136779785,299.66633073969535
651941645732596864,125.64365763418134,13.81728799582019,0.6227262540399449,16.129104614257812,5231.423,1119.583,0.7186,0.8617784,-0.6998000144958496,4.571499824523926,308.9208278824579
651940580580832640,125.72314841238872,13.753226806050076,0.34030097877653565,16.213096618652344,5452.206,1347.5332,0.7582,,-0.6852999925613403,4.549900054931641,374.95998938576304
651934189669499776,125.64711494258678,13.71180853225427,0.2825034653733643,16.216121673583984,5970.366,1774.5288,0.8212,,-0.7134000062942505,4.512700080871582,133.69892038234073
651940133904235648,125.68351350851985,13.737520407284089,3.028483264620498,16.223690032958984,3778.7776,315.7091,0.5892,0.5829172,-0.0027000000700354576,4.64709997177124,230.91946344501358
651182261153526528,125.69481985665276,13.640739832042032,0.5074433798999181,16.290348052978516,5903.426,1782.4235,0.8175,1.055181,-0.6987000107765198,4.524499893188477,434.7769003696718
651941061617167616,125.72075831971442,13.806638778577266,0.37662010276335267,16.303211212158203,5605.3486,1276.8802,0.6568,,-1.2015999555587769,4.624599933624268,442.9756890384311
651933914791594624,125.59022575144114,13.688428432551165,0.3836706781365202,16.33458709716797,5877.385,1730.745,0.7845,,-0.6988000273704529,4.544899940490723,193.92264612410594
651934773785053696,125.57310110491726,13.712898201309345,1.194438819628154,16.338592529296875,4421.5796,821.5053,0.7631,0.7109732,0.030300000682473183,4.550300121307373,175.05689869878483
651934597688767488,125.54106773056205,13.692266066840629,0.415162685907914,16.345792770385742,5532.5356,1412.6077,0.7216,,-0.5532000064849854,4.594200134277344,309.0515225894437
651932265524169088,125.53547893006927,13.646650699813534,1.3155307570957182,16.360960006713867,4633.3257,588.3105,0.5066,,-1.034999966621399,4.771500110626221,429.22272936182674
651941748811937024,125.67255088340202,13.800108328189618,0.6258923690309561,16.370250701904297,4978.6284,1053.4092,0.7008,,-0.02759999968111515,4.6392998695373535,302.37324873150567
651932162444940928,125.53335624300928,13.641642572069994,0.6278955321022937,16.378725051879883,5223.9756,1545.9634,0.8937,0.85493135,-0.20720000565052032,4.472099781036377,447.6439494972554
651939481069094016,125.51285931639791,13.791485815837177,0.24934883188323084,16.379150390625,5524.705,1162.5734,0.678,,-0.9138000011444092,4.605299949645996,418.1055372892363
651933777352642560,125.5607003909658,13.662381315702124,0.7253085368568835,16.396678924560547,5057.3247,1167.4534,0.71,0.8327929,-0.04340000078082085,4.6417999267578125,329.2980971919502
651940060887189120,125.70279044355661,13.729807550685019,0.5022553590294553,16.418907165527344,5457.746,1385.418,0.7077,0.8922128,-0.5982999801635742,4.592899799346924,298.85932415825215
651933296316201088,125.51088237659368,13.678589390429767,0.47666237183729476,16.467857360839844,5173.145,1130.639,0.6438,0.8412876,-0.5070000290870667,4.6793999671936035,425.2130648798643
651934876864162304,125.51805844635247,13.702802101993225,0.4002447624073986,16.488811492919922,5564.2314,1668.4132,0.7858,,-0.5460000038146973,4.53980016708374,367.0121673091659
