source_id,ra,dec,parallax,phot_g_mean_mag,Teff,dist_pc,sep_arcsec
4707584567904923520,4.718745983331366,-66.43184155193205,4.1278355836004215,10.508560180664062,6190.8657,240.2937,472.22095272401356
4707639165529176576,4.469457859004112,-66.24163641635963,0.2618223378470612,11.117023468017578,4918.79,2476.8635,423.48047626752754
4707586766928272512,4.352141242108787,-66.43186562540733,2.105967163044192,12.42194652557373,6200.3555,465.9727,295.7629949421409
4707635454677443328,4.400808262215805,-66.33684068310018,3.3425551847917934,12.776935577392578,5239.844,301.6877,103.24181235318082
4707563402306098944,4.201605553766693,-66.45510972945011,1.2170923902600133,12.942094802856445,5730.349,807.0118,494.38946116313883
4707616110145283328,4.170962574870823,-66.2776497832451,2.392431751374022,13.283166885375977,5500.0,,494.2350944830701
4707636554189060096,4.744417101554716,-66.2916119971529,2.091472558365511,13.291142463684082,5421.586,470.806,494.1596700119574
4707638615773370368,4.31250135530719,-66.29072366717395,0.18403558755467253,13.512271881103516,4837.565,3489.2588,312.65602943904156
4707616110143555968,4.170155668005252,-66.27746771967796,2.43404200588799,13.730013847351074,5500.0,,495.56465445801274
4707635798274824960,4.377587337412807,-66.30991409790136,8.063427419776962,13.972360610961914,4649.2227,122.5362,202.52010503358636
4707640677357661696,4.544349594052911,-66.22680815276253,1.8934672138510042,14.047800064086914,5038.0576,527.3423,496.2087403860405
4707636004433253888,4.58661045461712,-66.34025585696628,1.2621017214465338,14.364222526550293,5510.8677,790.5233,213.23405044703617
4707587351043733760,4.4073909119314045,-66.40380453008319,0.6504342605291119,14.611120223999023,5742.789,1320.6033,171.17841467391725
4707635076720322816,4.358498310975535,-66.35152785542383,0.6693514411769107,14.760251998901367,5666.01,1302.4359,129.76185104497807
4707638718852580736,4.352410859400439,-66.26051052788213,11.037714143106173,14.870660781860352,3501.9185,91.1536,379.45333396713835
4707588175677447168,4.744349565165415,-66.3860339838131,1.4378823593960561,14.919147491455078,5273.811,623.7545,440.75063493799195
4707640471199233408,4.533585290772361,-66.24104713871867,1.774806679354903,14.996150970458984,4669.376,550.9706,442.6236553874392
4707634664403460992,4.4354867731000835,-66.34744960954325,1.5291245137892981,15.002347946166992,4917.613,726.0953,44.18750071349782
4707634526964505984,4.538254865174822,-66.35104293008963,0.508764650382546,15.163141250610352,5593.0903,1658.6917,135.51567070478185
4707585907934729856,4.315830291298164,-66.47688211537928,0.7411677401209816,15.201757431030273,5419.6396,1237.001,464.521626292977
4707635317238491136,4.318258006318102,-66.33575537009388,0.8232256156541917,15.252882957458496,5703.578,1306.2711,203.06408700267477
4707587144885304192,4.424887037068134,-66.41539171206352,0.614656797905533,15.447535514831543,5582.654,1472.5929,205.71468070226786
4707636313671442048,4.5954630195453054,-66.30145603132104,5.955153392109565,15.514687538146973,5500.0,,298.57262524423675
4707588450555350016,4.762305316780268,-66.35319454837278,0.6134410018259516,15.613180160522461,5603.712,1433.7727,456.4642152520904
4707614804474688768,4.171513550888798,-66.34206062017194,0.3583866263738377,15.668776512145996,5833.4106,1537.2751,401.6681818772352
4707636038792989312,4.627911806879465,-66.32564894567646,1.1322665478855483,15.71655559539795,5211.238,764.6155,288.1594450965914
4707586217172368000,4.540902110605013,-66.4342280034834,0.5671168841372494,15.76713752746582,5949.113,1563.5674,303.4068923755354
4707635935713773440,4.462209277423878,-66.28378071637353,0.3656642448102939,15.859100341796875,5801.6523,2195.6975,271.4082440165295
4707584464825710976,4.677244882942353,-66.46057661858926,1.6930698467834675,16.004600524902344,4409.2295,499.7303,494.47649211497287
4707614976273379840,4.146033322887163,-66.3313543052717,0.5947685778565371,16.033830642700195,5384.021,1410.7222,445.14346888816283
4707635626476127744,4.541840835037771,-66.29805393732882,0.48880587996556923,16.17460060119629,5851.8345,3585.73,258.83093835177897
4707588450555350656,4.752362543072148,-66.35639202450334,0.7672237664317783,16.188899993896484,,,441.7102426983807
4707634385229504000,4.426834126783452,-66.3774755794631,2.951618392226813,16.22552490234375,,,72.60581271959198
4707638925011008640,4.509403946293465,-66.25984406667732,0.523942651612617,16.275341033935547,5772.9634,1302.0891,368.06007211310003
4707587797720326144,4.723510233925778,-66.39228660882958,0.9645483505621271,16.288021087646484,4763.8936,1061.1816,417.3518286775345
4707634080287917568,4.227230880432096,-66.41476054442447,0.9084944570376239,16.30876350402832,4811.2734,1134.5095,374.66999823412715
4707639749644730112,4.3387380802210656,-66.23638206121831,0.3608431755541969,16.329864501953125,5822.788,1507.5717,467.82832287318405
4707638272176535936,4.215227407250095,-66.32409748654256,,16.3618106842041,,,356.78615434773883
4707638684492846336,4.2990396696721955,-66.28375901332302,0.28653517813146817,16.362281799316406,5750.07,1557.6824,344.4118864498732
4707586629489233024,4.2820271975535364,-66.45112283270488,0.6565555939841996,16.415491104125977,4902.954,1978.5548,407.86919619505335
4707634320806080640,4.345405562995545,-66.36297985394935,0.04106944916351233,16.48630142211914,5322.2373,2418.5852,146.61966067083154
