source_id,ra,dec,parallax,phot_g_mean_mag,teff_gspphot,radius_gspphot,mass_flame,mh_gspphot,logg_gspphot,distance_gspphot
3080104155304205440,130.52740448765184,3.713824215533219,0.6357596338641066,14.320868492126465,5971.828125,1.9248000383377075,1.1353566646575928,-0.7063000202178955,3.8477001190185547,1710.223876953125
3080103914785149312,130.53290490760992,3.6951396692390976,0.46927338585231226,15.649275779724121,5688.10009765625,0.9143999814987183,0.9643922448158264,-0.2851000130176544,4.423900127410889,1387.227783203125
3080104842498086912,130.48587747572725,3.711291044502041,0.494800781134027,15.885398864746094,5775.6484375,0.8416000008583069,0.9888573884963989,-0.5956000089645386,4.502600193023682,1461.61767578125
3080105220455208576,130.4770004377454,3.739889198870791,0.9086070464267506,16.135068893432617,5109.142578125,0.7264000177383423,0.8564555644989014,0.0006000000284984708,4.631899833679199,1071.0428466796875
3080104803842768000,130.47669782310527,3.7108291561992903,0.2496597368165256,16.317420959472656,5106.947265625,1.1202000379562378,,-0.1257999986410141,4.354599952697754,1641.9544677734375
3080103738690859520,130.53230910230087,3.6795095251383985,0.1003262859053389,17.194904327392578,5939.3134765625,0.7706000208854675,,-0.7008000016212463,4.57859992980957,2594.300537109375
3080104151007741696,130.52616394324284,3.7117024873257383,0.8141508447139895,17.296876907348633,4751.28125,0.6784999966621399,,-0.021700000390410423,4.64709997177124,1379.5186767578125
3080104013568774400,130.50425353324835,3.691888884506884,0.21263751899152938,17.459789276123047,5979.7607421875,0.7247999906539917,,-0.8277999758720398,4.6356000900268555,2796.80810546875
3080105048656515584,130.4960025267703,3.7510134841735345,0.9739531245325151,17.542560577392578,3903.374267578125,0.5806999802589417,0.5825127363204956,-0.8583999872207642,4.5883002281188965,820.802978515625
3080104185367484672,130.5061565863072,3.72246706575142,0.4090944139930938,17.66387367248535,4850.32421875,0.7942000031471252,0.7935084700584412,-0.37959998846054077,4.512800216674805,2077.076171875
3080103738690860928,130.5272453249779,3.6812938542203653,0.19721795184100854,17.680891036987305,5363.94189453125,0.6790000200271606,,-0.5475000143051147,4.64169979095459,2303.61083984375
3080103979209030400,130.49440934552916,3.683486801477749,1.8045463929319083,17.73309898376465,3630.32958984375,0.7469000220298767,0.532667338848114,-0.5503000020980835,4.375100135803223,728.4984741210938
3080104116647996160,130.51532890344075,3.702772108699906,0.8783326918705513,18.260234832763672,4003.55322265625,0.4429999887943268,,-0.7664999961853027,4.817699909210205,916.5859985351562
3080102501740277760,130.49217978083996,3.678809838944538,0.2505157531577781,18.30695343017578,4767.3759765625,0.49959999322891235,,-1.23989999294281,4.78249979019165,1708.9014892578125
3080103910489563648,130.52702016973737,3.69786824275368,2.4257451195581337,18.52407455444336,3311.84375,0.3100999891757965,,-0.1826000064611435,4.947500228881836,343.1875915527344
3080104116647996800,130.5267327117666,3.704010642780225,1.2297296285038475,18.8327579498291,3280.488525390625,0.26579999923706055,,-1.1031999588012695,4.607900142669678,386.58441162109375
3080103910489561856,130.53549367979534,3.6957068184799127,0.35628155541559525,18.976083755493164,4539.50927734375,0.46309998631477356,,-1.0995999574661255,4.821100234985352,1911.832275390625
3080105044360951680,130.50196758176682,3.740523203591529,-0.18333908741018945,19.35619354248047,,,,,,
3080105250519384832,130.48813386659393,3.7473487351171313,-0.06606113643880063,19.441465377807617,,,,,,
3080105353598599296,130.52134125027575,3.746067295774591,1.1135222776747504,19.522377014160156,,,,,,
3080104906921991552,130.46910559695473,3.7240005971849506,0.3472776583165965,19.668664932250977,,,,,,
3080103841770076160,130.535832893661,3.6820958804212456,1.0966408549654394,19.726970672607422,,,,,,
3080105044360953088,130.49626757768777,3.74401925492127,0.6131104627728564,19.828027725219727,,,,,,
3080104047928511232,130.48475610330024,3.689697707126361,-0.1052786183193483,19.960853576660156,,,,,,
3080104082288259328,130.48815532260156,3.705526645417086,0.827872094230055,20.015544891357422,,,,,,
3080102570459758848,130.47180626406703,3.6870334499193396,1.2776601732718176,20.04569435119629,,,,,,
3080103807410341888,130.50987467172254,3.688737637255238,1.3371446266183322,20.318044662475586,,,,,,
3080104528964867712,130.5418287806032,3.722037942768924,-0.6199592346618222,20.405942916870117,,,,,,
3080103811705285248,130.52627753566753,3.6874987428470503,1.0250500016286823,20.42991828918457,,,,,,
3080104906921990016,130.48058153088948,3.722349920186437,-1.9883847474308305,20.614648818969727,,,,,,
3080104941281732224,130.49450262021386,3.7303229336211765,1.6494604464978837,20.687578201293945,,,,,,
3080103914786037376,130.5232915678828,3.6945167538355372,0.5927110468547444,20.718582153320312,,,,,,
3080103704331116032,130.52061836829697,3.6736517978079095,-2.3202002408348226,20.76081085205078,,,,,,
3080104189663057408,130.50393723615755,3.710235552634513,,20.82406997680664,,,,,,
3080102501742907776,130.4894647481632,3.6731526252286777,-2.305700269285901,20.849618911743164,,,,,,
3080104086583697920,130.499247451936,3.703724088626234,,21.035764694213867,,,,,,
3080103777345929984,130.5046003093733,3.6777846553033298,,21.16207504272461,,,,,,
3080105014297242496,130.4849766471403,3.736212529701673,,21.260120391845703,,,,,,
3080103914786094720,130.52309269401732,3.697988908387587,,21.710521697998047,,,,,,
