TIC,RAJ2000,DEJ2000,GAIA,Bmag,Vmag,Teff,logg,[M/H],Rad,Mass,LClass,Dist
115829701,272.94580381589,-21.45150871213,4093826354004454784,14.285,10.709,3470.0,,,170.472,,"GIANT",1536.53
118508387,273.5476281778,-21.14590123017,4093920254835314176,13.187,11.104,3454.0,,,109.251,,"GIANT",1566.84
117075202,273.16558885537,-19.26489272614,4094720252619814272,13.416,11.499,3493.0,,,100.434,,"GIANT",1670.4
244392321,274.21993483049,-19.03715039486,4094785471743245440,12.039,11.301,3474.0,,,212.797,,"GIANT",2931.95
118132696,273.44449900469,-18.46883236976,4095623540098622080,11.72,10.62,3515.0,,,81.817,,"GIANT",1226.36
132440009,276.16550067013,-18.44324483161,4096189685580500096,12.604,10.762,3549.0,,,100.866,,"GIANT",1512.73
312022624,285.18739897206,-14.8678618483,4101194451963880576,12.296,11.074,3504.0,,,45.315,,"GIANT",764.3
310090059,284.44368738719,-13.17111988952,4102454668417580160,12.561,11.037,3533.0,,,70.805,,"GIANT",1189.29
310585420,284.49893162952,-12.61891176645,4102688623878126080,12.796,11.267,3518.0,,,82.459,,"GIANT",1482.79
186031210,278.05328871344,-16.16385825128,4102881416439320192,12.929,11.133,3515.0,,,67.744,,"GIANT",1388.4
432335787,277.23513317649,-14.56582905446,4104134683504996736,12.444,10.922,3497.0,,,57.764,,"GIANT",634.422
426293598,281.1327572443,-12.69038637705,4105533438431516416,13.226,10.546,3519.0,,,86.989,,"GIANT",849.289
146568472,282.20052143737,-11.26322504403,4106118649150130048,12.767,11.208,3543.0,,,97.165,,"GIANT",2246.05
79574872,258.86411798225,-28.87442420747,4107405288292342016,13.169,11.395,3474.0,,,57.688,,"GIANT",1257.5
77081705,260.8153702056,-23.06395832548,4111618651214077184,12.926,10.892,3537.0,,,63.31,,"GIANT",1071.79
198098374,254.47763000024,-23.84446520255,4113444695135680128,12.886,11.035,3501.0,,,50.991,,"GIANT",1025.15
99558579,256.35624120226,-23.72092833048,4113544273980731136,12.128,10.918,3486.0,,,58.012,,"GIANT",1319.05
75452096,260.09627773651,-23.12259262385,4114607398664695936,13.004,11.343,3488.0,,,92.747,,"GIANT",1481.18
74454651,259.58529861328,-20.66471173891,4115928427507451008,12.904,10.962,3467.0,,,58.999,,"GIANT",1074.35
230654324,262.99660734389,-22.46029852368,4117528354395394560,12.425,10.896,3506.0,,,103.192,,"GIANT",1358.4
168733002,266.86616060991,-20.75236436412,4118873091507051264,13.607,11.191,3539.0,,,64.503,,"GIANT",1347.56
239689770,266.36743266068,-20.44308932758,4118949812404986112,12.211,10.755,3467.0,,,89.006,,"GIANT",970.122
222680828,268.37905076999,-19.16509797379,4119549669091900672,13.343,10.583,3542.0,,,98.082,,"GIANT",1179.32
232926662,263.88517534436,-19.04075973401,4121620118218865408,13.503,10.767,3545.0,,,66.06,,"GIANT",1327.77
73859450,259.2325626791,-19.66622637871,4122274155786174080,13.178,10.764,3467.0,,,81.98,,"GIANT",1084.85
417286144,265.08881528818,-16.58134671732,4124022271866600960,12.728,11.231,3490.0,,,59.475,,"GIANT",1031.15
198376504,255.0241264818,-21.96685995323,4126087846211266048,12.454,10.688,3506.0,,,48.431,,"GIANT",755.013
198445067,255.17529801331,-20.10961238296,4128721996879381248,12.96,11.105,3544.0,,,80.937,,"GIANT",1661.84
198048920,254.39289534953,-19.21996295426,4129115798140565760,12.485,11.335,3542.0,,,79.751,,"GIANT",1620.5
78321856,258.79623321571,-19.195433355,4134317995666340736,12.928,11.092,3524.0,,,109.785,,"GIANT",2455.04
430186239,261.27717785791,-17.06320909315,4135047560322536064,,11.342,3516.0,,,54.154,,"GIANT",1842.46
430269887,261.40996972336,-15.19054345016,4137058257839077888,12.105,10.856,3453.0,,,79.305,,"GIANT",1115.87
