2500	2.53e-19
2600	3.06e-19
2700	1.02e-18
2800	2.90e-19
2900	2.12e-18
3000	1.35e-18
3100	1.70e-18
3200	2.66e-18
3300	3.38e-18
3400	3.50e-18
3500	3.61e-18
3600	3.80e-18
3700	4.54e-18
3800	4.35e-18
3900	4.86e-18
4000	7.01e-18
4250	7.03e-18
4500	8.44e-18
4750	8.25e-18
5000	7.77e-18
5250	8.04e-18
5500	7.92e-18
5750	7.94e-18
6000	7.67e-18
6250	7.28e-18
6500	7.09e-18
6750	6.87e-18
7000	6.48e-18
