##############################################################################
# Effective Area File
# Telescope: WALTZER
# Units: Wavelength [Angstrom], Reflectivity , Dichroic_Eff ,
#        GratingEff , CCD_QE , EffectiveArea 
# Pixel scale: 0.90354
# Secondary obstruction : 15 %
# Notes: Reflectivity based on Pollux and HWO reflectivity
# Grating efficiency based on datasheets
# CCD QE based on datasheets
# Effective area = Telescope_area * Rprim * Rsec * Sec_obstr * R_fold * R_d1 
                *R_d2 * R_visgr * vis_geff * vis_detQE
# Generated on: 2026-02-19
##############################################################################
Wavelength	Reflectivity	Dichroic1_Eff	Dichroic2_Eff	GratingEff	CCD_QE	EffectiveArea_cm2 
6311.5995	0.8988	0.8000	0.8000	0.7175	0.9337	254.5724
6312.5031	0.8987	0.8000	0.8000	0.7175	0.9336	254.5298
6313.4066	0.8987	0.8000	0.8000	0.7175	0.9336	254.4873
6314.3101	0.8987	0.8000	0.8000	0.7174	0.9335	254.4447
6315.2137	0.8987	0.8000	0.8000	0.7174	0.9335	254.4021
6316.1172	0.8987	0.8000	0.8000	0.7173	0.9335	254.3596
6317.0208	0.8987	0.8000	0.8000	0.7166	0.9334	254.0899
6317.9243	0.8986	0.8000	0.8000	0.7159	0.9334	253.7971
6318.8278	0.8986	0.8000	0.8000	0.7152	0.9333	253.5043
6319.7314	0.8986	0.8000	0.8000	0.7144	0.9333	253.2116
6320.6349	0.8986	0.8000	0.8000	0.7137	0.9332	252.9190
6321.5385	0.8986	0.8000	0.8000	0.7129	0.9332	252.6264
6322.4420	0.8986	0.8000	0.8000	0.7122	0.9331	252.3339
6323.3455	0.8985	0.8000	0.8000	0.7114	0.9331	252.0415
6324.2491	0.8985	0.8000	0.8000	0.7107	0.9330	251.7491
6325.1526	0.8985	0.8000	0.8000	0.7099	0.9330	251.4567
6326.0562	0.8985	0.8000	0.8000	0.7092	0.9329	251.1645
6326.9597	0.8985	0.8000	0.8000	0.7084	0.9329	250.8723
6327.8632	0.8984	0.8000	0.8000	0.7077	0.9328	250.5801
6328.7668	0.8984	0.8000	0.8000	0.7069	0.9328	250.2880
6329.6703	0.8984	0.8000	0.8000	0.7062	0.9327	249.9960
6330.5739	0.8984	0.8000	0.8000	0.7055	0.9327	249.7040
6331.4774	0.8984	0.8000	0.8000	0.7047	0.9326	249.4121
6332.3810	0.8984	0.8000	0.8000	0.7040	0.9326	249.1203
6333.2845	0.8983	0.8000	0.8000	0.7032	0.9325	248.8285
6334.1880	0.8983	0.8000	0.8000	0.7025	0.9325	248.5368
6335.0916	0.8983	0.8000	0.8000	0.7017	0.9325	248.2451
6335.9951	0.8983	0.8000	0.8000	0.7010	0.9324	247.9535
6336.8987	0.8983	0.8000	0.8000	0.7002	0.9324	247.6620
6337.8022	0.8982	0.8000	0.8000	0.6995	0.9323	247.3705
6338.7057	0.8982	0.8000	0.8000	0.6987	0.9323	247.0791
6339.6093	0.8982	0.8000	0.8000	0.6980	0.9322	246.7877
6340.5128	0.8982	0.8000	0.8000	0.6972	0.9322	246.4964
6341.4164	0.8982	0.8000	0.8000	0.6965	0.9321	246.2052
6342.3199	0.8982	0.8000	0.8000	0.6958	0.9321	245.9140
6343.2234	0.8981	0.8000	0.8000	0.6950	0.9320	245.6229
6344.1270	0.8981	0.8000	0.8000	0.6943	0.9320	245.3319
6345.0305	0.8981	0.8000	0.8000	0.6935	0.9319	245.0409
6345.9341	0.8981	0.8000	0.8000	0.6928	0.9319	244.7564
6346.8376	0.8981	0.8000	0.8000	0.6921	0.9318	244.4753
6347.7411	0.8980	0.8000	0.8000	0.6914	0.9318	244.1943
6348.6447	0.8980	0.8000	0.8000	0.6906	0.9317	243.9133
6349.5482	0.8980	0.8000	0.8000	0.6899	0.9317	243.6324
6350.4518	0.8980	0.8000	0.8000	0.6892	0.9316	243.3589
6351.3553	0.8980	0.8000	0.8000	0.6885	0.9316	243.0928
6352.2589	0.8980	0.8000	0.8000	0.6878	0.9315	242.8267
6353.1624	0.8980	0.8000	0.8000	0.6870	0.9315	242.5606
6354.0659	0.8980	0.8000	0.8000	0.6863	0.9315	242.2945
6354.9695	0.8980	0.8000	0.8000	0.6856	0.9314	242.0285
6355.8730	0.8980	0.8000	0.8000	0.6849	0.9314	241.7625
6356.7766	0.8980	0.8000	0.8000	0.6842	0.9313	241.4965
6357.6801	0.8980	0.8000	0.8000	0.6834	0.9313	241.2306
6358.5836	0.8980	0.8000	0.8000	0.6827	0.9312	240.9647
6359.4872	0.8980	0.8000	0.8000	0.6820	0.9312	240.6988
6360.3907	0.8980	0.8000	0.8000	0.6813	0.9311	240.4329
6361.2943	0.8980	0.8000	0.8000	0.6806	0.9311	240.1671
6362.1978	0.8980	0.8000	0.8000	0.6799	0.9310	239.9012
6363.1013	0.8980	0.8000	0.8000	0.6791	0.9310	239.6354
6364.0049	0.8980	0.8000	0.8000	0.6784	0.9309	239.3697
6364.9084	0.8980	0.8000	0.8000	0.6777	0.9309	239.1039
6365.8120	0.8980	0.8000	0.8000	0.6770	0.9308	238.8382
6366.7155	0.8980	0.8000	0.8000	0.6763	0.9308	238.5725
6367.6190	0.8980	0.8000	0.8000	0.6755	0.9307	238.3069
6368.5226	0.8980	0.8000	0.8000	0.6748	0.9307	238.0412
6369.4261	0.8980	0.8000	0.8000	0.6741	0.9306	237.7756
6370.3297	0.8980	0.8000	0.8000	0.6734	0.9306	237.5100
6371.2332	0.8980	0.8000	0.8000	0.6727	0.9305	237.2445
6372.1368	0.8980	0.8000	0.8000	0.6720	0.9305	236.9789
6373.0403	0.8980	0.8000	0.8000	0.6712	0.9305	236.7134
6373.9438	0.8980	0.8000	0.8000	0.6705	0.9304	236.4479
6374.8474	0.8980	0.8000	0.8000	0.6700	0.9304	236.2458
6375.7509	0.8980	0.8000	0.8000	0.6697	0.9303	236.1315
6376.6545	0.8980	0.8000	0.8000	0.6694	0.9303	236.0172
6377.5580	0.8980	0.8000	0.8000	0.6691	0.9302	235.9029
6378.4615	0.8980	0.8000	0.8000	0.6688	0.9302	235.7886
6379.3651	0.8980	0.8000	0.8000	0.6685	0.9301	235.6744
6380.2686	0.8980	0.8000	0.8000	0.6682	0.9301	235.5601
6381.1722	0.8980	0.8000	0.8000	0.6679	0.9300	235.4459
6382.0757	0.8980	0.8000	0.8000	0.6677	0.9300	235.3316
6382.9792	0.8980	0.8000	0.8000	0.6674	0.9299	235.2174
6383.8828	0.8980	0.8000	0.8000	0.6671	0.9299	235.1032
6384.7863	0.8980	0.8000	0.8000	0.6668	0.9298	234.9890
6385.6899	0.8980	0.8000	0.8000	0.6665	0.9298	234.8748
6386.5934	0.8980	0.8000	0.8000	0.6662	0.9297	234.7606
6387.4969	0.8980	0.8000	0.8000	0.6659	0.9297	234.6465
6388.4005	0.8980	0.8000	0.8000	0.6656	0.9296	234.5323
6389.3040	0.8980	0.8000	0.8000	0.6653	0.9296	234.4182
6390.2076	0.8980	0.8000	0.8000	0.6650	0.9295	234.3040
6391.1111	0.8980	0.8000	0.8000	0.6648	0.9295	234.1899
6392.0147	0.8980	0.8000	0.8000	0.6645	0.9295	234.0758
6392.9182	0.8980	0.8000	0.8000	0.6642	0.9294	233.9617
6393.8217	0.8980	0.8000	0.8000	0.6639	0.9294	233.8476
6394.7253	0.8980	0.8000	0.8000	0.6636	0.9293	233.7335
6395.6288	0.8980	0.8000	0.8000	0.6633	0.9293	233.6194
6396.5324	0.8980	0.8000	0.8000	0.6630	0.9292	233.5054
6397.4359	0.8980	0.8000	0.8000	0.6627	0.9292	233.3913
6398.3394	0.8980	0.8000	0.8000	0.6624	0.9291	233.2773
6399.2430	0.8980	0.8000	0.8000	0.6622	0.9291	233.1633
6400.1465	0.8980	0.8000	0.8000	0.6619	0.9290	233.0469
6401.0501	0.8980	0.8000	0.8000	0.6616	0.9290	232.9189
6401.9536	0.8980	0.8000	0.8000	0.6613	0.9289	232.7908
6402.8571	0.8979	0.8000	0.8000	0.6610	0.9289	232.6628
6403.7607	0.8979	0.8000	0.8000	0.6607	0.9288	232.5348
6404.6642	0.8979	0.8000	0.8000	0.6604	0.9288	232.4068
6405.5678	0.8979	0.8000	0.8000	0.6601	0.9287	232.2789
6406.4713	0.8979	0.8000	0.8000	0.6598	0.9287	232.1510
6407.3748	0.8979	0.8000	0.8000	0.6595	0.9286	232.0231
6408.2784	0.8978	0.8000	0.8000	0.6593	0.9286	231.8952
6409.1819	0.8978	0.8000	0.8000	0.6590	0.9285	231.7673
6410.0855	0.8978	0.8000	0.8000	0.6587	0.9285	231.6395
6410.9890	0.8978	0.8000	0.8000	0.6584	0.9285	231.5117
6411.8926	0.8978	0.8000	0.8000	0.6581	0.9284	231.3839
6412.7961	0.8977	0.8000	0.8000	0.6578	0.9284	231.2562
6413.6996	0.8977	0.8000	0.8000	0.6575	0.9283	231.1285
6414.6032	0.8977	0.8000	0.8000	0.6572	0.9283	231.0008
6415.5067	0.8977	0.8000	0.8000	0.6569	0.9282	230.8731
6416.4103	0.8977	0.8000	0.8000	0.6566	0.9282	230.7454
6417.3138	0.8977	0.8000	0.8000	0.6564	0.9281	230.6178
6418.2173	0.8976	0.8000	0.8000	0.6561	0.9281	230.4902
6419.1209	0.8976	0.8000	0.8000	0.6558	0.9280	230.3626
6420.0244	0.8976	0.8000	0.8000	0.6555	0.9280	230.2351
6420.9280	0.8976	0.8000	0.8000	0.6552	0.9279	230.1076
6421.8315	0.8976	0.8000	0.8000	0.6549	0.9279	229.9801
6422.7350	0.8975	0.8000	0.8000	0.6546	0.9278	229.8526
6423.6386	0.8975	0.8000	0.8000	0.6543	0.9278	229.7251
6424.5421	0.8975	0.8000	0.8000	0.6540	0.9277	229.5977
6425.4457	0.8975	0.8000	0.8000	0.6537	0.9277	229.4703
6426.3492	0.8975	0.8000	0.8000	0.6535	0.9276	229.3429
6427.2527	0.8975	0.8000	0.8000	0.6532	0.9276	229.2156
6428.1563	0.8974	0.8000	0.8000	0.6529	0.9275	229.0882
6429.0598	0.8974	0.8000	0.8000	0.6526	0.9275	228.9609
6429.9634	0.8974	0.8000	0.8000	0.6523	0.9275	228.8337
6430.8669	0.8974	0.8000	0.8000	0.6520	0.9274	228.7064
6431.7705	0.8974	0.8000	0.8000	0.6517	0.9274	228.5792
6432.6740	0.8973	0.8000	0.8000	0.6514	0.9273	228.4520
6433.5775	0.8973	0.8000	0.8000	0.6515	0.9273	228.4372
6434.4811	0.8973	0.8000	0.8000	0.6515	0.9272	228.4398
6435.3846	0.8973	0.8000	0.8000	0.6516	0.9272	228.4424
6436.2882	0.8973	0.8000	0.8000	0.6517	0.9271	228.4450
6437.1917	0.8973	0.8000	0.8000	0.6518	0.9271	228.4476
6438.0952	0.8972	0.8000	0.8000	0.6519	0.9270	228.4502
6438.9988	0.8972	0.8000	0.8000	0.6519	0.9270	228.4528
6439.9023	0.8972	0.8000	0.8000	0.6520	0.9269	228.4554
6440.8059	0.8972	0.8000	0.8000	0.6521	0.9269	228.4580
6441.7094	0.8972	0.8000	0.8000	0.6522	0.9268	228.4605
6442.6129	0.8971	0.8000	0.8000	0.6523	0.9268	228.4631
6443.5165	0.8971	0.8000	0.8000	0.6523	0.9267	228.4657
6444.4200	0.8971	0.8000	0.8000	0.6524	0.9267	228.4682
6445.3236	0.8971	0.8000	0.8000	0.6525	0.9266	228.4708
6446.2271	0.8971	0.8000	0.8000	0.6526	0.9266	228.4733
6447.1306	0.8971	0.8000	0.8000	0.6527	0.9265	228.4759
6448.0342	0.8970	0.8000	0.8000	0.6527	0.9265	228.4784
6448.9377	0.8970	0.8000	0.8000	0.6528	0.9265	228.4810
6449.8413	0.8970	0.8000	0.8000	0.6529	0.9264	228.4835
6450.7448	0.8970	0.8000	0.8000	0.6530	0.9264	228.4860
6451.6484	0.8970	0.8000	0.8000	0.6531	0.9263	228.4885
6452.5519	0.8969	0.8000	0.8000	0.6531	0.9263	228.4911
6453.4554	0.8969	0.8000	0.8000	0.6532	0.9262	228.4936
6454.3590	0.8969	0.8000	0.8000	0.6533	0.9262	228.4961
6455.2625	0.8969	0.8000	0.8000	0.6534	0.9261	228.4986
6456.1661	0.8969	0.8000	0.8000	0.6535	0.9261	228.5011
6457.0696	0.8969	0.8000	0.8000	0.6535	0.9260	228.5036
6457.9731	0.8968	0.8000	0.8000	0.6536	0.9260	228.5061
6458.8767	0.8968	0.8000	0.8000	0.6537	0.9259	228.5086
6459.7802	0.8968	0.8000	0.8000	0.6538	0.9259	228.5111
6460.6838	0.8968	0.8000	0.8000	0.6539	0.9258	228.5136
6461.5873	0.8968	0.8000	0.8000	0.6539	0.9258	228.5160
6462.4908	0.8968	0.8000	0.8000	0.6540	0.9257	228.5185
6463.3944	0.8967	0.8000	0.8000	0.6541	0.9257	228.5210
6464.2979	0.8967	0.8000	0.8000	0.6542	0.9256	228.5234
6465.2015	0.8967	0.8000	0.8000	0.6543	0.9256	228.5259
6466.1050	0.8967	0.8000	0.8000	0.6543	0.9255	228.5284
6467.0085	0.8967	0.8000	0.8000	0.6544	0.9255	228.5308
6467.9121	0.8966	0.8000	0.8000	0.6545	0.9255	228.5333
6468.8156	0.8966	0.8000	0.8000	0.6546	0.9254	228.5357
6469.7192	0.8966	0.8000	0.8000	0.6547	0.9254	228.5381
6470.6227	0.8966	0.8000	0.8000	0.6547	0.9253	228.5406
6471.5263	0.8966	0.8000	0.8000	0.6548	0.9253	228.5430
6472.4298	0.8966	0.8000	0.8000	0.6549	0.9252	228.5454
6473.3333	0.8965	0.8000	0.8000	0.6550	0.9252	228.5478
6474.2369	0.8965	0.8000	0.8000	0.6551	0.9251	228.5503
6475.1404	0.8965	0.8000	0.8000	0.6551	0.9251	228.5527
6476.0440	0.8965	0.8000	0.8000	0.6552	0.9250	228.5551
6476.9475	0.8965	0.8000	0.8000	0.6553	0.9250	228.5575
6477.8510	0.8964	0.8000	0.8000	0.6554	0.9249	228.5599
6478.7546	0.8964	0.8000	0.8000	0.6555	0.9249	228.5623
6479.6581	0.8964	0.8000	0.8000	0.6555	0.9248	228.5647
6480.5617	0.8964	0.8000	0.8000	0.6556	0.9248	228.5671
6481.4652	0.8964	0.8000	0.8000	0.6557	0.9247	228.5694
6482.3687	0.8964	0.8000	0.8000	0.6558	0.9247	228.5718
6483.2723	0.8963	0.8000	0.8000	0.6559	0.9246	228.5742
6484.1758	0.8963	0.8000	0.8000	0.6559	0.9246	228.5766
6485.0794	0.8963	0.8000	0.8000	0.6560	0.9245	228.5789
6485.9829	0.8963	0.8000	0.8000	0.6561	0.9245	228.5813
6486.8864	0.8963	0.8000	0.8000	0.6562	0.9245	228.5837
6487.7900	0.8962	0.8000	0.8000	0.6563	0.9244	228.5860
6488.6935	0.8962	0.8000	0.8000	0.6564	0.9244	228.5884
6489.5971	0.8962	0.8000	0.8000	0.6564	0.9243	228.5907
6490.5006	0.8962	0.8000	0.8000	0.6565	0.9243	228.5930
6491.4042	0.8962	0.8000	0.8000	0.6566	0.9242	228.5954
6492.3077	0.8962	0.8000	0.8000	0.6567	0.9242	228.5977
6493.2112	0.8961	0.8000	0.8000	0.6568	0.9241	228.6000
6494.1148	0.8961	0.8000	0.8000	0.6568	0.9240	228.5957
6495.0183	0.8961	0.8000	0.8000	0.6569	0.9240	228.5913
6495.9219	0.8961	0.8000	0.8000	0.6570	0.9239	228.5868
6496.8254	0.8961	0.8000	0.8000	0.6571	0.9238	228.5823
6497.7289	0.8960	0.8000	0.8000	0.6572	0.9237	228.5779
6498.6325	0.8960	0.8000	0.8000	0.6572	0.9237	228.5734
6499.5360	0.8960	0.8000	0.8000	0.6573	0.9236	228.5689
6500.4396	0.8960	0.8000	0.8000	0.6574	0.9235	228.5644
6501.3431	0.8960	0.8000	0.8000	0.6575	0.9234	228.5599
6502.2466	0.8960	0.8000	0.8000	0.6576	0.9234	228.5554
6503.1502	0.8959	0.8000	0.8000	0.6576	0.9233	228.5509
6504.0537	0.8959	0.8000	0.8000	0.6577	0.9232	228.5464
6504.9573	0.8959	0.8000	0.8000	0.6578	0.9231	228.5419
6505.8608	0.8959	0.8000	0.8000	0.6579	0.9231	228.5373
6506.7643	0.8959	0.8000	0.8000	0.6580	0.9230	228.5328
6507.6679	0.8958	0.8000	0.8000	0.6580	0.9229	228.5283
6508.5714	0.8958	0.8000	0.8000	0.6581	0.9228	228.5237
6509.4750	0.8958	0.8000	0.8000	0.6582	0.9228	228.5192
6510.3785	0.8958	0.8000	0.8000	0.6583	0.9227	228.5147
6511.2821	0.8958	0.8000	0.8000	0.6584	0.9226	228.5101
6512.1856	0.8958	0.8000	0.8000	0.6584	0.9225	228.5055
6513.0891	0.8957	0.8000	0.8000	0.6585	0.9225	228.5017
6513.9927	0.8957	0.8000	0.8000	0.6587	0.9224	228.5204
6514.8962	0.8957	0.8000	0.8000	0.6588	0.9223	228.5390
6515.7998	0.8957	0.8000	0.8000	0.6590	0.9222	228.5576
6516.7033	0.8957	0.8000	0.8000	0.6591	0.9222	228.5762
6517.6068	0.8956	0.8000	0.8000	0.6593	0.9221	228.5947
6518.5104	0.8956	0.8000	0.8000	0.6594	0.9220	228.6133
6519.4139	0.8956	0.8000	0.8000	0.6595	0.9219	228.6319
6520.3175	0.8956	0.8000	0.8000	0.6597	0.9219	228.6504
6521.2210	0.8956	0.8000	0.8000	0.6598	0.9218	228.6689
6522.1245	0.8956	0.8000	0.8000	0.6600	0.9217	228.6875
6523.0281	0.8955	0.8000	0.8000	0.6601	0.9216	228.7060
6523.9316	0.8955	0.8000	0.8000	0.6603	0.9216	228.7245
6524.8352	0.8955	0.8000	0.8000	0.6604	0.9215	228.7430
6525.7387	0.8955	0.8000	0.8000	0.6606	0.9214	228.7614
6526.6422	0.8955	0.8000	0.8000	0.6607	0.9213	228.7799
6527.5458	0.8954	0.8000	0.8000	0.6609	0.9213	228.7983
6528.4493	0.8954	0.8000	0.8000	0.6610	0.9212	228.8168
6529.3529	0.8954	0.8000	0.8000	0.6612	0.9211	228.8352
6530.2564	0.8954	0.8000	0.8000	0.6613	0.9210	228.8536
6531.1600	0.8954	0.8000	0.8000	0.6615	0.9210	228.8720
6532.0635	0.8954	0.8000	0.8000	0.6616	0.9209	228.8904
6532.9670	0.8953	0.8000	0.8000	0.6618	0.9208	228.9088
6533.8706	0.8953	0.8000	0.8000	0.6619	0.9207	228.9272
6534.7741	0.8953	0.8000	0.8000	0.6621	0.9207	228.9455
6535.6777	0.8953	0.8000	0.8000	0.6622	0.9206	228.9639
6536.5812	0.8953	0.8000	0.8000	0.6623	0.9205	228.9822
6537.4847	0.8953	0.8000	0.8000	0.6625	0.9204	229.0005
6538.3883	0.8952	0.8000	0.8000	0.6626	0.9204	229.0188
6539.2918	0.8952	0.8000	0.8000	0.6628	0.9203	229.0371
6540.1954	0.8952	0.8000	0.8000	0.6629	0.9202	229.0554
6541.0989	0.8952	0.8000	0.8000	0.6631	0.9201	229.0737
6542.0024	0.8952	0.8000	0.8000	0.6632	0.9201	229.0920
6542.9060	0.8951	0.8000	0.8000	0.6634	0.9200	229.1102
6543.8095	0.8951	0.8000	0.8000	0.6635	0.9199	229.1284
6544.7131	0.8951	0.8000	0.8000	0.6637	0.9198	229.1467
6545.6166	0.8951	0.8000	0.8000	0.6638	0.9198	229.1649
6546.5201	0.8951	0.8000	0.8000	0.6640	0.9197	229.1831
6547.4237	0.8951	0.8000	0.8000	0.6641	0.9196	229.2013
6548.3272	0.8950	0.8000	0.8000	0.6643	0.9195	229.2195
6549.2308	0.8950	0.8000	0.8000	0.6644	0.9195	229.2376
6550.1343	0.8950	0.8000	0.8000	0.6646	0.9194	229.2579
6551.0379	0.8950	0.8000	0.8000	0.6647	0.9193	229.2899
6551.9414	0.8950	0.8000	0.8000	0.6648	0.9192	229.3219
6552.8449	0.8950	0.8000	0.8000	0.6650	0.9192	229.3540
6553.7485	0.8950	0.8000	0.8000	0.6651	0.9191	229.3860
6554.6520	0.8950	0.8000	0.8000	0.6653	0.9190	229.4180
6555.5556	0.8950	0.8000	0.8000	0.6654	0.9189	229.4500
6556.4591	0.8950	0.8000	0.8000	0.6656	0.9189	229.4819
6557.3626	0.8950	0.8000	0.8000	0.6657	0.9188	229.5139
6558.2662	0.8950	0.8000	0.8000	0.6659	0.9187	229.5459
6559.1697	0.8950	0.8000	0.8000	0.6660	0.9186	229.5779
6560.0733	0.8950	0.8000	0.8000	0.6662	0.9186	229.6098
6560.9768	0.8950	0.8000	0.8000	0.6663	0.9185	229.6418
6561.8803	0.8950	0.8000	0.8000	0.6665	0.9184	229.6737
6562.7839	0.8950	0.8000	0.8000	0.6666	0.9183	229.7056
6563.6874	0.8950	0.8000	0.8000	0.6668	0.9183	229.7375
6564.5910	0.8950	0.8000	0.8000	0.6669	0.9182	229.7695
6565.4945	0.8950	0.8000	0.8000	0.6671	0.9181	229.8014
6566.3980	0.8950	0.8000	0.8000	0.6672	0.9180	229.8333
6567.3016	0.8950	0.8000	0.8000	0.6673	0.9180	229.8651
6568.2051	0.8950	0.8000	0.8000	0.6675	0.9179	229.8970
6569.1087	0.8950	0.8000	0.8000	0.6676	0.9178	229.9289
6570.0122	0.8950	0.8000	0.8000	0.6678	0.9177	229.9608
6570.9158	0.8950	0.8000	0.8000	0.6679	0.9177	229.9926
6571.8193	0.8950	0.8000	0.8000	0.6681	0.9176	230.0245
6572.7228	0.8950	0.8000	0.8000	0.6682	0.9175	230.0563
6573.6264	0.8950	0.8000	0.8000	0.6684	0.9174	230.0881
6574.5299	0.8950	0.8000	0.8000	0.6685	0.9174	230.1199
6575.4335	0.8950	0.8000	0.8000	0.6687	0.9173	230.1518
6576.3370	0.8950	0.8000	0.8000	0.6688	0.9172	230.1836
6577.2405	0.8950	0.8000	0.8000	0.6690	0.9171	230.2154
6578.1441	0.8950	0.8000	0.8000	0.6691	0.9171	230.2471
6579.0476	0.8950	0.8000	0.8000	0.6692	0.9170	230.2710
6579.9512	0.8950	0.8000	0.8000	0.6693	0.9169	230.2795
6580.8547	0.8950	0.8000	0.8000	0.6694	0.9168	230.2880
6581.7582	0.8950	0.8000	0.8000	0.6695	0.9168	230.2965
6582.6618	0.8950	0.8000	0.8000	0.6696	0.9167	230.3050
6583.5653	0.8950	0.8000	0.8000	0.6696	0.9166	230.3134
6584.4689	0.8950	0.8000	0.8000	0.6697	0.9165	230.3219
6585.3724	0.8950	0.8000	0.8000	0.6698	0.9165	230.3304
6586.2759	0.8950	0.8000	0.8000	0.6699	0.9164	230.3388
6587.1795	0.8950	0.8000	0.8000	0.6699	0.9163	230.3473
6588.0830	0.8950	0.8000	0.8000	0.6700	0.9162	230.3558
6588.9866	0.8950	0.8000	0.8000	0.6701	0.9162	230.3642
6589.8901	0.8950	0.8000	0.8000	0.6702	0.9161	230.3726
6590.7937	0.8950	0.8000	0.8000	0.6703	0.9160	230.3811
6591.6972	0.8950	0.8000	0.8000	0.6703	0.9159	230.3895
6592.6007	0.8950	0.8000	0.8000	0.6704	0.9159	230.3980
6593.5043	0.8950	0.8000	0.8000	0.6705	0.9158	230.4064
6594.4078	0.8950	0.8000	0.8000	0.6706	0.9157	230.4148
6595.3114	0.8950	0.8000	0.8000	0.6707	0.9156	230.4232
6596.2149	0.8950	0.8000	0.8000	0.6707	0.9156	230.4316
6597.1184	0.8950	0.8000	0.8000	0.6708	0.9155	230.4401
6598.0220	0.8950	0.8000	0.8000	0.6709	0.9154	230.4485
6598.9255	0.8950	0.8000	0.8000	0.6710	0.9153	230.4569
6599.8291	0.8950	0.8000	0.8000	0.6711	0.9153	230.4653
6600.7326	0.8950	0.8000	0.8000	0.6711	0.9152	230.4623
6601.6361	0.8950	0.8000	0.8000	0.6712	0.9151	230.4568
6602.5397	0.8949	0.8000	0.8000	0.6713	0.9150	230.4512
6603.4432	0.8949	0.8000	0.8000	0.6714	0.9150	230.4456
6604.3468	0.8949	0.8000	0.8000	0.6715	0.9149	230.4400
6605.2503	0.8949	0.8000	0.8000	0.6715	0.9148	230.4344
6606.1538	0.8949	0.8000	0.8000	0.6716	0.9147	230.4288
6607.0574	0.8949	0.8000	0.8000	0.6717	0.9147	230.4232
6607.9609	0.8948	0.8000	0.8000	0.6718	0.9146	230.4176
6608.8645	0.8948	0.8000	0.8000	0.6719	0.9145	230.4120
6609.7680	0.8948	0.8000	0.8000	0.6719	0.9144	230.4064
6610.6716	0.8948	0.8000	0.8000	0.6720	0.9144	230.4008
6611.5751	0.8948	0.8000	0.8000	0.6721	0.9143	230.3951
6612.4786	0.8948	0.8000	0.8000	0.6722	0.9142	230.3895
6613.3822	0.8947	0.8000	0.8000	0.6723	0.9141	230.3839
6614.2857	0.8947	0.8000	0.8000	0.6723	0.9141	230.3782
6615.1893	0.8947	0.8000	0.8000	0.6724	0.9140	230.3726
6616.0928	0.8947	0.8000	0.8000	0.6725	0.9139	230.3669
6616.9963	0.8947	0.8000	0.8000	0.6726	0.9138	230.3613
6617.8999	0.8946	0.8000	0.8000	0.6727	0.9138	230.3556
6618.8034	0.8946	0.8000	0.8000	0.6727	0.9137	230.3500
6619.7070	0.8946	0.8000	0.8000	0.6728	0.9136	230.3443
6620.6105	0.8946	0.8000	0.8000	0.6729	0.9135	230.3386
6621.5140	0.8946	0.8000	0.8000	0.6730	0.9135	230.3329
6622.4176	0.8946	0.8000	0.8000	0.6730	0.9134	230.3272
6623.3211	0.8945	0.8000	0.8000	0.6731	0.9133	230.3215
6624.2247	0.8945	0.8000	0.8000	0.6732	0.9132	230.3159
6625.1282	0.8945	0.8000	0.8000	0.6733	0.9132	230.3102
6626.0317	0.8945	0.8000	0.8000	0.6734	0.9131	230.3044
6626.9353	0.8945	0.8000	0.8000	0.6734	0.9130	230.2987
6627.8388	0.8944	0.8000	0.8000	0.6735	0.9129	230.2930
6628.7424	0.8944	0.8000	0.8000	0.6736	0.9129	230.2873
6629.6459	0.8944	0.8000	0.8000	0.6737	0.9128	230.2816
6630.5495	0.8944	0.8000	0.8000	0.6738	0.9127	230.2758
6631.4530	0.8944	0.8000	0.8000	0.6738	0.9126	230.2701
6632.3565	0.8944	0.8000	0.8000	0.6739	0.9126	230.2644
6633.2601	0.8943	0.8000	0.8000	0.6740	0.9125	230.2586
6634.1636	0.8943	0.8000	0.8000	0.6741	0.9124	230.2529
6635.0672	0.8943	0.8000	0.8000	0.6742	0.9123	230.2471
6635.9707	0.8943	0.8000	0.8000	0.6742	0.9123	230.2414
6636.8742	0.8943	0.8000	0.8000	0.6743	0.9122	230.2356
6637.7778	0.8942	0.8000	0.8000	0.6744	0.9121	230.2298
6638.6813	0.8942	0.8000	0.8000	0.6745	0.9120	230.2241
6639.5849	0.8942	0.8000	0.8000	0.6746	0.9120	230.2183
6640.4884	0.8942	0.8000	0.8000	0.6746	0.9119	230.2125
6641.3919	0.8942	0.8000	0.8000	0.6747	0.9118	230.2067
6642.2955	0.8942	0.8000	0.8000	0.6748	0.9117	230.2009
6643.1990	0.8941	0.8000	0.8000	0.6749	0.9117	230.1951
6644.1026	0.8941	0.8000	0.8000	0.6750	0.9116	230.1893
6645.0061	0.8941	0.8000	0.8000	0.6750	0.9115	230.1835
6645.9096	0.8941	0.8000	0.8000	0.6751	0.9114	230.1777
6646.8132	0.8941	0.8000	0.8000	0.6752	0.9114	230.1719
6647.7167	0.8940	0.8000	0.8000	0.6753	0.9113	230.1661
6648.6203	0.8940	0.8000	0.8000	0.6754	0.9112	230.1602
6649.5238	0.8940	0.8000	0.8000	0.6754	0.9111	230.1544
6650.4274	0.8940	0.8000	0.8000	0.6755	0.9111	230.1486
6651.3309	0.8940	0.8000	0.8000	0.6756	0.9110	230.1427
6652.2344	0.8940	0.8000	0.8000	0.6757	0.9109	230.1369
6653.1380	0.8939	0.8000	0.8000	0.6757	0.9108	230.1310
