##############################################################################
# Effective Area File
# Telescope: WALTZER
# Units: Wavelength [Angstrom], Reflectivity , Dichroic_Eff ,
#        GratingEff , CCD_QE , EffectiveArea 
# Pixel scale: 0.90354
# Secondary obstruction : 15 %
# Notes: Reflectivity based on Pollux and HWO reflectivity
# Grating efficiency based on datasheets
# CCD QE based on datasheets
# Effective area = Telescope_area * Rprim * Rsec * Sec_obstr * R_fold * R_d1 
                *R_d2 * R_visgr * vis_geff * vis_detQE
# Generated on: 2026-02-19
##############################################################################
Wavelength	Reflectivity	Dichroic1_Eff	Dichroic2_Eff	GratingEff	CCD_QE	EffectiveArea_cm2 
5339.3895	0.9060	0.8000	0.8000	0.6772	0.9447	249.0069
5340.2930	0.9060	0.8000	0.8000	0.6774	0.9447	249.0924
5341.1966	0.9060	0.8000	0.8000	0.6776	0.9448	249.1780
5342.1001	0.9060	0.8000	0.8000	0.6778	0.9448	249.2636
5343.0037	0.9060	0.8000	0.8000	0.6780	0.9448	249.3491
5343.9072	0.9060	0.8000	0.8000	0.6782	0.9449	249.4347
5344.8107	0.9060	0.8000	0.8000	0.6784	0.9449	249.5203
5345.7143	0.9060	0.8000	0.8000	0.6786	0.9449	249.6059
5346.6178	0.9060	0.8000	0.8000	0.6788	0.9450	249.6915
5347.5214	0.9060	0.8000	0.8000	0.6791	0.9450	249.7771
5348.4249	0.9060	0.8000	0.8000	0.6793	0.9450	249.8627
5349.3284	0.9060	0.8000	0.8000	0.6795	0.9451	249.9483
5350.2320	0.9060	0.8000	0.8000	0.6797	0.9451	250.0340
5351.1355	0.9060	0.8000	0.8000	0.6799	0.9452	250.1196
5352.0391	0.9060	0.8000	0.8000	0.6801	0.9452	250.2052
5352.9426	0.9060	0.8000	0.8000	0.6803	0.9452	250.2909
5353.8462	0.9060	0.8000	0.8000	0.6805	0.9453	250.3765
5354.7497	0.9060	0.8000	0.8000	0.6807	0.9453	250.4622
5355.6532	0.9060	0.8000	0.8000	0.6809	0.9453	250.5478
5356.5568	0.9060	0.8000	0.8000	0.6811	0.9454	250.6335
5357.4603	0.9060	0.8000	0.8000	0.6813	0.9454	250.7191
5358.3639	0.9060	0.8000	0.8000	0.6816	0.9454	250.8048
5359.2674	0.9060	0.8000	0.8000	0.6818	0.9455	250.8905
5360.1709	0.9060	0.8000	0.8000	0.6820	0.9455	250.9762
5361.0745	0.9060	0.8000	0.8000	0.6822	0.9455	251.0619
5361.9780	0.9060	0.8000	0.8000	0.6824	0.9456	251.1476
5362.8816	0.9060	0.8000	0.8000	0.6826	0.9456	251.2333
5363.7851	0.9060	0.8000	0.8000	0.6828	0.9456	251.3190
5364.6886	0.9060	0.8000	0.8000	0.6830	0.9457	251.4047
5365.5922	0.9060	0.8000	0.8000	0.6832	0.9457	251.4904
5366.4957	0.9060	0.8000	0.8000	0.6834	0.9457	251.5761
5367.3993	0.9060	0.8000	0.8000	0.6836	0.9458	251.6618
5368.3028	0.9060	0.8000	0.8000	0.6838	0.9458	251.7476
5369.2063	0.9060	0.8000	0.8000	0.6841	0.9458	251.8333
5370.1099	0.9060	0.8000	0.8000	0.6843	0.9459	251.9190
5371.0134	0.9060	0.8000	0.8000	0.6845	0.9459	252.0048
5371.9170	0.9060	0.8000	0.8000	0.6847	0.9459	252.0906
5372.8205	0.9060	0.8000	0.8000	0.6849	0.9460	252.1763
5373.7241	0.9060	0.8000	0.8000	0.6851	0.9460	252.2621
5374.6276	0.9060	0.8000	0.8000	0.6853	0.9460	252.3478
5375.5311	0.9060	0.8000	0.8000	0.6855	0.9461	252.4336
5376.4347	0.9060	0.8000	0.8000	0.6857	0.9461	252.5194
5377.3382	0.9060	0.8000	0.8000	0.6859	0.9461	252.6052
5378.2418	0.9060	0.8000	0.8000	0.6861	0.9462	252.6910
5379.1453	0.9060	0.8000	0.8000	0.6863	0.9462	252.7768
5380.0488	0.9060	0.8000	0.8000	0.6866	0.9462	252.8626
5380.9524	0.9060	0.8000	0.8000	0.6868	0.9463	252.9484
5381.8559	0.9060	0.8000	0.8000	0.6870	0.9463	253.0342
5382.7595	0.9060	0.8000	0.8000	0.6872	0.9463	253.1200
5383.6630	0.9060	0.8000	0.8000	0.6874	0.9464	253.2059
5384.5665	0.9060	0.8000	0.8000	0.6876	0.9464	253.2917
5385.4701	0.9060	0.8000	0.8000	0.6878	0.9464	253.3775
5386.3736	0.9060	0.8000	0.8000	0.6880	0.9465	253.4634
5387.2772	0.9060	0.8000	0.8000	0.6882	0.9465	253.5492
5388.1807	0.9060	0.8000	0.8000	0.6884	0.9465	253.6351
5389.0842	0.9060	0.8000	0.8000	0.6886	0.9466	253.7209
5389.9878	0.9060	0.8000	0.8000	0.6888	0.9466	253.8068
5390.8913	0.9060	0.8000	0.8000	0.6891	0.9466	253.8927
5391.7949	0.9060	0.8000	0.8000	0.6893	0.9467	253.9785
5392.6984	0.9060	0.8000	0.8000	0.6895	0.9467	254.0644
5393.6020	0.9060	0.8000	0.8000	0.6897	0.9467	254.1503
5394.5055	0.9060	0.8000	0.8000	0.6899	0.9468	254.2362
5395.4090	0.9060	0.8000	0.8000	0.6901	0.9468	254.3221
5396.3126	0.9060	0.8000	0.8000	0.6903	0.9468	254.4080
5397.2161	0.9060	0.8000	0.8000	0.6905	0.9469	254.4939
5398.1197	0.9060	0.8000	0.8000	0.6907	0.9469	254.5798
5399.0232	0.9060	0.8000	0.8000	0.6909	0.9469	254.6657
5399.9267	0.9060	0.8000	0.8000	0.6911	0.9470	254.7517
5400.8303	0.9060	0.8000	0.8000	0.6913	0.9470	254.8236
5401.7338	0.9060	0.8000	0.8000	0.6916	0.9471	254.8943
5402.6374	0.9059	0.8000	0.8000	0.6918	0.9471	254.9649
5403.5409	0.9059	0.8000	0.8000	0.6920	0.9471	255.0356
5404.4444	0.9059	0.8000	0.8000	0.6922	0.9472	255.1063
5405.3480	0.9059	0.8000	0.8000	0.6924	0.9472	255.1769
5406.2515	0.9059	0.8000	0.8000	0.6926	0.9472	255.2476
5407.1551	0.9059	0.8000	0.8000	0.6928	0.9473	255.3182
5408.0586	0.9058	0.8000	0.8000	0.6930	0.9473	255.3889
5408.9621	0.9058	0.8000	0.8000	0.6932	0.9473	255.4595
5409.8657	0.9058	0.8000	0.8000	0.6934	0.9474	255.5302
5410.7692	0.9058	0.8000	0.8000	0.6936	0.9474	255.6008
5411.6728	0.9058	0.8000	0.8000	0.6938	0.9474	255.6714
5412.5763	0.9057	0.8000	0.8000	0.6941	0.9475	255.7421
5413.4799	0.9057	0.8000	0.8000	0.6943	0.9475	255.8127
5414.3834	0.9057	0.8000	0.8000	0.6945	0.9475	255.8833
5415.2869	0.9057	0.8000	0.8000	0.6947	0.9476	255.9539
5416.1905	0.9057	0.8000	0.8000	0.6949	0.9476	256.0245
5417.0940	0.9057	0.8000	0.8000	0.6951	0.9476	256.0951
5417.9976	0.9056	0.8000	0.8000	0.6953	0.9477	256.1658
5418.9011	0.9056	0.8000	0.8000	0.6955	0.9477	256.2363
5419.8046	0.9056	0.8000	0.8000	0.6957	0.9477	256.3069
5420.7082	0.9056	0.8000	0.8000	0.6959	0.9478	256.3775
5421.6117	0.9056	0.8000	0.8000	0.6961	0.9478	256.4481
5422.5153	0.9055	0.8000	0.8000	0.6963	0.9478	256.5187
5423.4188	0.9055	0.8000	0.8000	0.6966	0.9479	256.5893
5424.3223	0.9055	0.8000	0.8000	0.6968	0.9479	256.6599
5425.2259	0.9055	0.8000	0.8000	0.6970	0.9479	256.7304
5426.1294	0.9055	0.8000	0.8000	0.6972	0.9480	256.8010
5427.0330	0.9055	0.8000	0.8000	0.6974	0.9480	256.8715
5427.9365	0.9054	0.8000	0.8000	0.6976	0.9480	256.9421
5428.8400	0.9054	0.8000	0.8000	0.6978	0.9481	257.0127
5429.7436	0.9054	0.8000	0.8000	0.6980	0.9481	257.0832
5430.6471	0.9054	0.8000	0.8000	0.6982	0.9481	257.1538
5431.5507	0.9054	0.8000	0.8000	0.6984	0.9482	257.2243
5432.4542	0.9054	0.8000	0.8000	0.6986	0.9482	257.2948
5433.3578	0.9053	0.8000	0.8000	0.6988	0.9482	257.3654
5434.2613	0.9053	0.8000	0.8000	0.6991	0.9483	257.4359
5435.1648	0.9053	0.8000	0.8000	0.6993	0.9483	257.5064
5436.0684	0.9053	0.8000	0.8000	0.6995	0.9483	257.5769
5436.9719	0.9053	0.8000	0.8000	0.6997	0.9484	257.6474
5437.8755	0.9052	0.8000	0.8000	0.6999	0.9484	257.7180
5438.7790	0.9052	0.8000	0.8000	0.7001	0.9484	257.7885
5439.6825	0.9052	0.8000	0.8000	0.7003	0.9485	257.8590
5440.5861	0.9052	0.8000	0.8000	0.7005	0.9485	257.9295
5441.4896	0.9052	0.8000	0.8000	0.7007	0.9485	258.0000
5442.3932	0.9052	0.8000	0.8000	0.7009	0.9486	258.0704
5443.2967	0.9051	0.8000	0.8000	0.7011	0.9486	258.1409
5444.2002	0.9051	0.8000	0.8000	0.7013	0.9486	258.2114
5445.1038	0.9051	0.8000	0.8000	0.7016	0.9487	258.2819
5446.0073	0.9051	0.8000	0.8000	0.7018	0.9487	258.3524
5446.9109	0.9051	0.8000	0.8000	0.7020	0.9487	258.4228
5447.8144	0.9050	0.8000	0.8000	0.7022	0.9488	258.4933
5448.7179	0.9050	0.8000	0.8000	0.7024	0.9488	258.5638
5449.6215	0.9050	0.8000	0.8000	0.7026	0.9488	258.6342
5450.5250	0.9050	0.8000	0.8000	0.7028	0.9489	258.7137
5451.4286	0.9050	0.8000	0.8000	0.7030	0.9489	258.7996
5452.3321	0.9050	0.8000	0.8000	0.7031	0.9489	258.8546
5453.2357	0.9050	0.8000	0.8000	0.7032	0.9490	258.8990
5454.1392	0.9050	0.8000	0.8000	0.7033	0.9490	258.9434
5455.0427	0.9050	0.8000	0.8000	0.7034	0.9491	258.9878
5455.9463	0.9050	0.8000	0.8000	0.7035	0.9491	259.0322
5456.8498	0.9050	0.8000	0.8000	0.7036	0.9491	259.0766
5457.7534	0.9050	0.8000	0.8000	0.7037	0.9492	259.1210
5458.6569	0.9050	0.8000	0.8000	0.7038	0.9492	259.1654
5459.5604	0.9050	0.8000	0.8000	0.7039	0.9492	259.2098
5460.4640	0.9050	0.8000	0.8000	0.7040	0.9493	259.2542
5461.3675	0.9050	0.8000	0.8000	0.7041	0.9493	259.2986
5462.2711	0.9050	0.8000	0.8000	0.7042	0.9493	259.3430
5463.1746	0.9050	0.8000	0.8000	0.7043	0.9494	259.3874
5464.0781	0.9050	0.8000	0.8000	0.7044	0.9494	259.4318
5464.9817	0.9050	0.8000	0.8000	0.7045	0.9494	259.4763
5465.8852	0.9050	0.8000	0.8000	0.7046	0.9495	259.5207
5466.7888	0.9050	0.8000	0.8000	0.7047	0.9495	259.5651
5467.6923	0.9050	0.8000	0.8000	0.7048	0.9495	259.6095
5468.5958	0.9050	0.8000	0.8000	0.7049	0.9496	259.6539
5469.4994	0.9050	0.8000	0.8000	0.7050	0.9496	259.6984
5470.4029	0.9050	0.8000	0.8000	0.7050	0.9496	259.7428
5471.3065	0.9050	0.8000	0.8000	0.7051	0.9497	259.7872
5472.2100	0.9050	0.8000	0.8000	0.7052	0.9497	259.8317
5473.1136	0.9050	0.8000	0.8000	0.7053	0.9497	259.8761
5474.0171	0.9050	0.8000	0.8000	0.7054	0.9498	259.9206
5474.9206	0.9050	0.8000	0.8000	0.7055	0.9498	259.9650
5475.8242	0.9050	0.8000	0.8000	0.7056	0.9498	260.0095
5476.7277	0.9050	0.8000	0.8000	0.7057	0.9499	260.0539
5477.6313	0.9050	0.8000	0.8000	0.7058	0.9499	260.0984
5478.5348	0.9050	0.8000	0.8000	0.7059	0.9499	260.1428
5479.4383	0.9050	0.8000	0.8000	0.7060	0.9500	260.1873
5480.3419	0.9050	0.8000	0.8000	0.7061	0.9500	260.2317
5481.2454	0.9050	0.8000	0.8000	0.7062	0.9500	260.2762
5482.1490	0.9050	0.8000	0.8000	0.7063	0.9501	260.3207
5483.0525	0.9050	0.8000	0.8000	0.7064	0.9501	260.3651
5483.9560	0.9050	0.8000	0.8000	0.7065	0.9501	260.4096
5484.8596	0.9050	0.8000	0.8000	0.7066	0.9502	260.4541
5485.7631	0.9050	0.8000	0.8000	0.7067	0.9502	260.4986
5486.6667	0.9050	0.8000	0.8000	0.7068	0.9502	260.5430
5487.5702	0.9050	0.8000	0.8000	0.7069	0.9503	260.5875
5488.4737	0.9050	0.8000	0.8000	0.7070	0.9503	260.6320
5489.3773	0.9050	0.8000	0.8000	0.7071	0.9503	260.6765
5490.2808	0.9050	0.8000	0.8000	0.7071	0.9504	260.7210
5491.1844	0.9050	0.8000	0.8000	0.7072	0.9504	260.7655
5492.0879	0.9050	0.8000	0.8000	0.7073	0.9504	260.8100
5492.9915	0.9050	0.8000	0.8000	0.7074	0.9505	260.8545
5493.8950	0.9050	0.8000	0.8000	0.7075	0.9505	260.8990
5494.7985	0.9050	0.8000	0.8000	0.7076	0.9505	260.9435
5495.7021	0.9050	0.8000	0.8000	0.7077	0.9506	260.9880
5496.6056	0.9050	0.8000	0.8000	0.7078	0.9506	261.0325
5497.5092	0.9050	0.8000	0.8000	0.7079	0.9506	261.0770
5498.4127	0.9050	0.8000	0.8000	0.7080	0.9507	261.1215
5499.3162	0.9050	0.8000	0.8000	0.7081	0.9507	261.1660
5500.2198	0.9050	0.8000	0.8000	0.7082	0.9507	261.2105
5501.1233	0.9050	0.8000	0.8000	0.7083	0.9508	261.2550
5502.0269	0.9050	0.8000	0.8000	0.7084	0.9508	261.2996
5502.9304	0.9050	0.8000	0.8000	0.7085	0.9508	261.3441
5503.8339	0.9050	0.8000	0.8000	0.7086	0.9509	261.3886
5504.7375	0.9050	0.8000	0.8000	0.7087	0.9509	261.4331
5505.6410	0.9050	0.8000	0.8000	0.7088	0.9510	261.4777
5506.5446	0.9050	0.8000	0.8000	0.7089	0.9510	261.5222
5507.4481	0.9050	0.8000	0.8000	0.7090	0.9510	261.5667
5508.3516	0.9050	0.8000	0.8000	0.7091	0.9511	261.6113
5509.2552	0.9050	0.8000	0.8000	0.7092	0.9511	261.6558
5510.1587	0.9050	0.8000	0.8000	0.7092	0.9511	261.7004
5511.0623	0.9050	0.8000	0.8000	0.7093	0.9512	261.7449
5511.9658	0.9050	0.8000	0.8000	0.7094	0.9512	261.7895
5512.8694	0.9050	0.8000	0.8000	0.7095	0.9512	261.8340
5513.7729	0.9050	0.8000	0.8000	0.7096	0.9513	261.8786
5514.6764	0.9050	0.8000	0.8000	0.7097	0.9513	261.9231
5515.5800	0.9050	0.8000	0.8000	0.7098	0.9513	261.9677
5516.4835	0.9050	0.8000	0.8000	0.7099	0.9514	262.0122
5517.3871	0.9050	0.8000	0.8000	0.7100	0.9514	262.0568
5518.2906	0.9050	0.8000	0.8000	0.7101	0.9514	262.1014
5519.1941	0.9050	0.8000	0.8000	0.7102	0.9515	262.1459
5520.0977	0.9050	0.8000	0.8000	0.7103	0.9515	262.1905
5521.0012	0.9050	0.8000	0.8000	0.7104	0.9515	262.2351
5521.9048	0.9050	0.8000	0.8000	0.7105	0.9516	262.2797
5522.8083	0.9050	0.8000	0.8000	0.7106	0.9516	262.3242
5523.7118	0.9050	0.8000	0.8000	0.7107	0.9516	262.3688
5524.6154	0.9050	0.8000	0.8000	0.7108	0.9517	262.4134
5525.5189	0.9050	0.8000	0.8000	0.7109	0.9517	262.4580
5526.4225	0.9050	0.8000	0.8000	0.7110	0.9517	262.5026
5527.3260	0.9050	0.8000	0.8000	0.7111	0.9518	262.5472
5528.2295	0.9050	0.8000	0.8000	0.7112	0.9518	262.5918
5529.1331	0.9050	0.8000	0.8000	0.7113	0.9518	262.6364
5530.0366	0.9050	0.8000	0.8000	0.7113	0.9519	262.6810
5530.9402	0.9050	0.8000	0.8000	0.7114	0.9519	262.7256
5531.8437	0.9050	0.8000	0.8000	0.7115	0.9519	262.7702
5532.7473	0.9050	0.8000	0.8000	0.7116	0.9520	262.8148
5533.6508	0.9050	0.8000	0.8000	0.7117	0.9520	262.8594
5534.5543	0.9050	0.8000	0.8000	0.7118	0.9520	262.9040
5535.4579	0.9050	0.8000	0.8000	0.7119	0.9521	262.9486
5536.3614	0.9050	0.8000	0.8000	0.7120	0.9521	262.9932
5537.2650	0.9050	0.8000	0.8000	0.7121	0.9521	263.0329
5538.1685	0.9050	0.8000	0.8000	0.7122	0.9521	263.0670
5539.0720	0.9050	0.8000	0.8000	0.7123	0.9521	263.1010
5539.9756	0.9050	0.8000	0.8000	0.7124	0.9521	263.1351
5540.8791	0.9050	0.8000	0.8000	0.7125	0.9521	263.1691
5541.7827	0.9050	0.8000	0.8000	0.7126	0.9521	263.2032
5542.6862	0.9050	0.8000	0.8000	0.7127	0.9521	263.2372
5543.5897	0.9050	0.8000	0.8000	0.7128	0.9521	263.2713
5544.4933	0.9050	0.8000	0.8000	0.7129	0.9521	263.3054
5545.3968	0.9050	0.8000	0.8000	0.7130	0.9521	263.3394
5546.3004	0.9050	0.8000	0.8000	0.7131	0.9521	263.3735
5547.2039	0.9050	0.8000	0.8000	0.7132	0.9521	263.4075
5548.1074	0.9050	0.8000	0.8000	0.7133	0.9521	263.4416
5549.0110	0.9050	0.8000	0.8000	0.7134	0.9521	263.4756
5549.9145	0.9050	0.8000	0.8000	0.7134	0.9521	263.5097
5550.8181	0.9050	0.8000	0.8000	0.7135	0.9521	263.5294
5551.7216	0.9050	0.8000	0.8000	0.7136	0.9521	263.5477
5552.6252	0.9049	0.8000	0.8000	0.7137	0.9520	263.5660
5553.5287	0.9049	0.8000	0.8000	0.7138	0.9520	263.5842
5554.4322	0.9049	0.8000	0.8000	0.7139	0.9520	263.6025
5555.3358	0.9049	0.8000	0.8000	0.7140	0.9520	263.6207
5556.2393	0.9049	0.8000	0.8000	0.7141	0.9520	263.6390
5557.1429	0.9049	0.8000	0.8000	0.7142	0.9520	263.6572
5558.0464	0.9048	0.8000	0.8000	0.7143	0.9520	263.6754
5558.9499	0.9048	0.8000	0.8000	0.7144	0.9520	263.6937
5559.8535	0.9048	0.8000	0.8000	0.7145	0.9520	263.7119
5560.7570	0.9048	0.8000	0.8000	0.7146	0.9520	263.7301
5561.6606	0.9048	0.8000	0.8000	0.7147	0.9520	263.7483
5562.5641	0.9047	0.8000	0.8000	0.7148	0.9520	263.7666
5563.4676	0.9047	0.8000	0.8000	0.7149	0.9520	263.7848
5564.3712	0.9047	0.8000	0.8000	0.7150	0.9520	263.8030
5565.2747	0.9047	0.8000	0.8000	0.7151	0.9520	263.8212
5566.1783	0.9047	0.8000	0.8000	0.7152	0.9520	263.8394
5567.0818	0.9047	0.8000	0.8000	0.7153	0.9520	263.8576
5567.9853	0.9046	0.8000	0.8000	0.7154	0.9520	263.8758
5568.8889	0.9046	0.8000	0.8000	0.7155	0.9520	263.8940
5569.7924	0.9046	0.8000	0.8000	0.7155	0.9520	263.9122
5570.6960	0.9046	0.8000	0.8000	0.7156	0.9520	263.9303
5571.5995	0.9046	0.8000	0.8000	0.7157	0.9520	263.9485
5572.5031	0.9045	0.8000	0.8000	0.7158	0.9520	263.9667
5573.4066	0.9045	0.8000	0.8000	0.7159	0.9519	263.9849
5574.3101	0.9045	0.8000	0.8000	0.7160	0.9519	264.0030
5575.2137	0.9045	0.8000	0.8000	0.7161	0.9519	264.0212
5576.1172	0.9045	0.8000	0.8000	0.7162	0.9519	264.0394
5577.0208	0.9045	0.8000	0.8000	0.7163	0.9519	264.0575
5577.9243	0.9044	0.8000	0.8000	0.7164	0.9519	264.0757
5578.8278	0.9044	0.8000	0.8000	0.7165	0.9519	264.0938
5579.7314	0.9044	0.8000	0.8000	0.7166	0.9519	264.1120
5580.6349	0.9044	0.8000	0.8000	0.7167	0.9519	264.1301
5581.5385	0.9044	0.8000	0.8000	0.7168	0.9519	264.1483
5582.4420	0.9044	0.8000	0.8000	0.7169	0.9519	264.1664
5583.3455	0.9043	0.8000	0.8000	0.7170	0.9519	264.1845
5584.2491	0.9043	0.8000	0.8000	0.7171	0.9519	264.2027
5585.1526	0.9043	0.8000	0.8000	0.7172	0.9519	264.2208
5586.0562	0.9043	0.8000	0.8000	0.7173	0.9519	264.2389
5586.9597	0.9043	0.8000	0.8000	0.7174	0.9519	264.2543
5587.8632	0.9042	0.8000	0.8000	0.7174	0.9519	264.2643
5588.7668	0.9042	0.8000	0.8000	0.7175	0.9519	264.2744
5589.6703	0.9042	0.8000	0.8000	0.7176	0.9519	264.2845
5590.5739	0.9042	0.8000	0.8000	0.7176	0.9519	264.2945
5591.4774	0.9042	0.8000	0.8000	0.7177	0.9519	264.3046
5592.3810	0.9042	0.8000	0.8000	0.7178	0.9519	264.3146
5593.2845	0.9041	0.8000	0.8000	0.7179	0.9519	264.3246
5594.1880	0.9041	0.8000	0.8000	0.7179	0.9518	264.3347
5595.0916	0.9041	0.8000	0.8000	0.7180	0.9518	264.3447
5595.9951	0.9041	0.8000	0.8000	0.7181	0.9518	264.3548
5596.8987	0.9041	0.8000	0.8000	0.7182	0.9518	264.3648
5597.8022	0.9040	0.8000	0.8000	0.7182	0.9518	264.3748
5598.7057	0.9040	0.8000	0.8000	0.7183	0.9518	264.3848
5599.6093	0.9040	0.8000	0.8000	0.7184	0.9518	264.3949
5600.5128	0.9040	0.8000	0.8000	0.7185	0.9518	264.4229
5601.4164	0.9040	0.8000	0.8000	0.7185	0.9518	264.4646
5602.3199	0.9040	0.8000	0.8000	0.7186	0.9518	264.5064
5603.2234	0.9041	0.8000	0.8000	0.7187	0.9518	264.5481
5604.1270	0.9041	0.8000	0.8000	0.7187	0.9518	264.5898
5605.0305	0.9041	0.8000	0.8000	0.7188	0.9518	264.6316
5605.9341	0.9041	0.8000	0.8000	0.7189	0.9518	264.6734
5606.8376	0.9041	0.8000	0.8000	0.7190	0.9518	264.7151
5607.7411	0.9042	0.8000	0.8000	0.7190	0.9518	264.7569
5608.6447	0.9042	0.8000	0.8000	0.7191	0.9518	264.7986
5609.5482	0.9042	0.8000	0.8000	0.7192	0.9518	264.8404
5610.4518	0.9042	0.8000	0.8000	0.7193	0.9518	264.8822
5611.3553	0.9042	0.8000	0.8000	0.7193	0.9518	264.9239
5612.2589	0.9042	0.8000	0.8000	0.7194	0.9518	264.9657
5613.1624	0.9043	0.8000	0.8000	0.7195	0.9518	265.0075
5614.0659	0.9043	0.8000	0.8000	0.7196	0.9518	265.0493
5614.9695	0.9043	0.8000	0.8000	0.7196	0.9518	265.0911
5615.8730	0.9043	0.8000	0.8000	0.7197	0.9517	265.1329
5616.7766	0.9043	0.8000	0.8000	0.7198	0.9517	265.1747
5617.6801	0.9044	0.8000	0.8000	0.7199	0.9517	265.2165
5618.5836	0.9044	0.8000	0.8000	0.7199	0.9517	265.2583
5619.4872	0.9044	0.8000	0.8000	0.7200	0.9517	265.3001
5620.3907	0.9044	0.8000	0.8000	0.7201	0.9517	265.3419
5621.2943	0.9044	0.8000	0.8000	0.7201	0.9517	265.3837
5622.1978	0.9044	0.8000	0.8000	0.7202	0.9517	265.4255
5623.1013	0.9045	0.8000	0.8000	0.7203	0.9517	265.4673
5624.0049	0.9045	0.8000	0.8000	0.7204	0.9517	265.5092
5624.9084	0.9045	0.8000	0.8000	0.7204	0.9517	265.5510
5625.8120	0.9045	0.8000	0.8000	0.7205	0.9517	265.5928
5626.7155	0.9045	0.8000	0.8000	0.7206	0.9517	265.6346
5627.6190	0.9046	0.8000	0.8000	0.7207	0.9517	265.6765
5628.5226	0.9046	0.8000	0.8000	0.7207	0.9517	265.7183
5629.4261	0.9046	0.8000	0.8000	0.7208	0.9517	265.7602
5630.3297	0.9046	0.8000	0.8000	0.7209	0.9517	265.8020
5631.2332	0.9046	0.8000	0.8000	0.7210	0.9517	265.8439
5632.1368	0.9046	0.8000	0.8000	0.7210	0.9517	265.8857
5633.0403	0.9047	0.8000	0.8000	0.7211	0.9517	265.9276
5633.9438	0.9047	0.8000	0.8000	0.7212	0.9517	265.9694
5634.8474	0.9047	0.8000	0.8000	0.7213	0.9517	266.0113
5635.7509	0.9047	0.8000	0.8000	0.7213	0.9517	266.0532
5636.6545	0.9047	0.8000	0.8000	0.7214	0.9516	266.0951
5637.5580	0.9048	0.8000	0.8000	0.7215	0.9516	266.1369
5638.4615	0.9048	0.8000	0.8000	0.7215	0.9516	266.1788
5639.3651	0.9048	0.8000	0.8000	0.7216	0.9516	266.2207
5640.2686	0.9048	0.8000	0.8000	0.7217	0.9516	266.2626
5641.1722	0.9048	0.8000	0.8000	0.7218	0.9516	266.3045
5642.0757	0.9048	0.8000	0.8000	0.7218	0.9516	266.3464
5642.9792	0.9049	0.8000	0.8000	0.7219	0.9516	266.3883
5643.8828	0.9049	0.8000	0.8000	0.7220	0.9516	266.4302
5644.7863	0.9049	0.8000	0.8000	0.7221	0.9516	266.4721
5645.6899	0.9049	0.8000	0.8000	0.7221	0.9516	266.5140
5646.5934	0.9049	0.8000	0.8000	0.7222	0.9516	266.5559
5647.4969	0.9049	0.8000	0.8000	0.7223	0.9516	266.5978
5648.4005	0.9050	0.8000	0.8000	0.7224	0.9516	266.6397
5649.3040	0.9050	0.8000	0.8000	0.7224	0.9516	266.6816
5650.2076	0.9050	0.8000	0.8000	0.7225	0.9516	266.7162
5651.1111	0.9050	0.8000	0.8000	0.7226	0.9516	266.7262
5652.0147	0.9050	0.8000	0.8000	0.7226	0.9516	266.7362
5652.9182	0.9049	0.8000	0.8000	0.7227	0.9516	266.7461
5653.8217	0.9049	0.8000	0.8000	0.7228	0.9516	266.7561
5654.7253	0.9049	0.8000	0.8000	0.7229	0.9516	266.7660
5655.6288	0.9049	0.8000	0.8000	0.7229	0.9516	266.7760
5656.5324	0.9049	0.8000	0.8000	0.7230	0.9516	266.7860
5657.4359	0.9049	0.8000	0.8000	0.7231	0.9515	266.7959
5658.3394	0.9048	0.8000	0.8000	0.7232	0.9515	266.8059
5659.2430	0.9048	0.8000	0.8000	0.7232	0.9515	266.8158
5660.1465	0.9048	0.8000	0.8000	0.7233	0.9515	266.8257
5661.0501	0.9048	0.8000	0.8000	0.7234	0.9515	266.8357
5661.9536	0.9048	0.8000	0.8000	0.7235	0.9515	266.8456
5662.8571	0.9047	0.8000	0.8000	0.7235	0.9515	266.8556
5663.7607	0.9047	0.8000	0.8000	0.7236	0.9515	266.8655
5664.6642	0.9047	0.8000	0.8000	0.7237	0.9515	266.8754
5665.5678	0.9047	0.8000	0.8000	0.7238	0.9515	266.8853
5666.4713	0.9047	0.8000	0.8000	0.7238	0.9515	266.8953
5667.3748	0.9047	0.8000	0.8000	0.7239	0.9515	266.9052
5668.2784	0.9046	0.8000	0.8000	0.7240	0.9515	266.9151
5669.1819	0.9046	0.8000	0.8000	0.7240	0.9515	266.9250
5670.0855	0.9046	0.8000	0.8000	0.7241	0.9515	266.9349
5670.9890	0.9046	0.8000	0.8000	0.7242	0.9515	266.9448
5671.8926	0.9046	0.8000	0.8000	0.7243	0.9515	266.9547
5672.7961	0.9045	0.8000	0.8000	0.7243	0.9515	266.9647
5673.6996	0.9045	0.8000	0.8000	0.7244	0.9515	266.9746
5674.6032	0.9045	0.8000	0.8000	0.7245	0.9515	266.9845
5675.5067	0.9045	0.8000	0.8000	0.7246	0.9515	266.9944
5676.4103	0.9045	0.8000	0.8000	0.7246	0.9515	267.0042
5677.3138	0.9045	0.8000	0.8000	0.7247	0.9515	267.0141
5678.2173	0.9044	0.8000	0.8000	0.7248	0.9514	267.0240
5679.1209	0.9044	0.8000	0.8000	0.7249	0.9514	267.0339
5680.0244	0.9044	0.8000	0.8000	0.7249	0.9514	267.0438
5680.9280	0.9044	0.8000	0.8000	0.7250	0.9514	267.0537
