###############################################################
#Effective Area File
# Telescope: WALTZER
# Units: Wavelength [Angstrom], Reflectivity , Dichroic_Eff ,
#        GratingEff , CCD_QE , Throughput, EffectiveArea [cm2]
# Pixel scale: 0.417684
# Secondary obstruction : 15 %
# Notes: Reflectivity based on Pollux and HWO reflectivity
# Grating efficiency based on CUTE
# CCD QE based on datasheet and CUTE
# Effective area = Telescope_area * Rprim * Rsec * Sec_obstr * R_fold * R_d1
                *R_uvgr * Uv_geff *R_fold2 * Uv_detQE
# Generated on: 2026-02-19
###############################################################################
Wavelength	Reflectivity	Dichroic_Eff	GratingEff	CCD_QE	Throughput	EffectiveArea_cm2
2540.2658	0.9259	0.8000	0.6285	0.6261	0.1821	175.1954
2540.6834	0.9259	0.8000	0.6284	0.6263	0.1821	175.2072
2541.1011	0.9259	0.8000	0.6283	0.6264	0.1821	175.2162
2541.5188	0.9259	0.8000	0.6281	0.6266	0.1821	175.2163
2541.9365	0.9259	0.8000	0.6279	0.6268	0.1821	175.2164
2542.3542	0.9259	0.8000	0.6278	0.6269	0.1821	175.2264
2542.7719	0.9259	0.8000	0.6277	0.6271	0.1821	175.2381
2543.1895	0.9259	0.8000	0.6275	0.6273	0.1821	175.2445
2543.6072	0.9259	0.8000	0.6274	0.6274	0.1821	175.2445
2544.0249	0.9259	0.8000	0.6272	0.6276	0.1821	175.2445
2544.4426	0.9259	0.8000	0.6270	0.6278	0.1821	175.2444
2544.8603	0.9259	0.8000	0.6269	0.6279	0.1821	175.2443
2545.2780	0.9259	0.8000	0.6267	0.6281	0.1822	175.2520
2545.6957	0.9259	0.8000	0.6266	0.6283	0.1822	175.2636
2546.1133	0.9259	0.8000	0.6265	0.6284	0.1822	175.2720
2546.5310	0.9259	0.8000	0.6263	0.6286	0.1822	175.2718
2546.9487	0.9259	0.8000	0.6261	0.6288	0.1822	175.2716
2547.3664	0.9259	0.8000	0.6260	0.6289	0.1822	175.2714
2547.7841	0.9259	0.8000	0.6258	0.6291	0.1822	175.2712
2548.2018	0.9259	0.8000	0.6256	0.6293	0.1822	175.2766
2548.6194	0.9259	0.8000	0.6255	0.6294	0.1822	175.2880
2549.0371	0.9259	0.8000	0.6254	0.6296	0.1822	175.2984
2549.4548	0.9259	0.8000	0.6252	0.6298	0.1822	175.2980
2549.8725	0.9259	0.8000	0.6251	0.6299	0.1822	175.2977
2550.2902	0.9259	0.8000	0.6249	0.6300	0.1822	175.2569
2550.7079	0.9259	0.8000	0.6247	0.6299	0.1821	175.1985
2551.1255	0.9259	0.8000	0.6246	0.6299	0.1820	175.1435
2551.5432	0.9259	0.8000	0.6244	0.6298	0.1820	175.0968
2551.9609	0.9259	0.8000	0.6243	0.6298	0.1819	175.0500
2552.3786	0.9259	0.8000	0.6241	0.6298	0.1819	174.9927
2552.7963	0.9259	0.8000	0.6240	0.6297	0.1818	174.9342
2553.2140	0.9259	0.8000	0.6238	0.6297	0.1818	174.8758
2553.6317	0.9259	0.8000	0.6236	0.6296	0.1817	174.8173
2554.0493	0.9259	0.8000	0.6235	0.6296	0.1816	174.7589
2554.4670	0.9259	0.8000	0.6233	0.6296	0.1816	174.7005
2554.8847	0.9259	0.8000	0.6231	0.6295	0.1815	174.6421
2555.3024	0.9259	0.8000	0.6230	0.6295	0.1815	174.5837
2555.7201	0.9259	0.8000	0.6228	0.6294	0.1814	174.5253
2556.1378	0.9259	0.8000	0.6226	0.6294	0.1813	174.4669
2556.5554	0.9259	0.8000	0.6225	0.6293	0.1813	174.4085
2556.9731	0.9259	0.8000	0.6223	0.6293	0.1812	174.3501
2557.3908	0.9259	0.8000	0.6221	0.6293	0.1812	174.2917
2557.8085	0.9259	0.8000	0.6220	0.6292	0.1811	174.2333
2558.2262	0.9259	0.8000	0.6218	0.6292	0.1810	174.1750
2558.6439	0.9259	0.8000	0.6216	0.6291	0.1810	174.1166
2559.0616	0.9259	0.8000	0.6215	0.6291	0.1809	174.0583
2559.4792	0.9259	0.8000	0.6213	0.6291	0.1809	173.9999
2559.8969	0.9259	0.8000	0.6211	0.6290	0.1808	173.9416
2560.3146	0.9259	0.8000	0.6210	0.6290	0.1807	173.8833
2560.7323	0.9259	0.8000	0.6208	0.6289	0.1807	173.8249
2561.1500	0.9259	0.8000	0.6206	0.6289	0.1806	173.7666
2561.5677	0.9259	0.8000	0.6205	0.6288	0.1805	173.7083
2561.9853	0.9259	0.8000	0.6203	0.6288	0.1805	173.6500
2562.4030	0.9259	0.8000	0.6201	0.6288	0.1804	173.5917
2562.8207	0.9259	0.8000	0.6200	0.6287	0.1804	173.5334
2563.2384	0.9259	0.8000	0.6198	0.6287	0.1803	173.4751
2563.6561	0.9259	0.8000	0.6196	0.6286	0.1802	173.4168
2564.0738	0.9259	0.8000	0.6195	0.6286	0.1802	173.3585
2564.4915	0.9259	0.8000	0.6193	0.6286	0.1801	173.3003
2564.9091	0.9259	0.8000	0.6191	0.6285	0.1801	173.2420
2565.3268	0.9259	0.8000	0.6190	0.6285	0.1800	173.1837
2565.7445	0.9259	0.8000	0.6188	0.6284	0.1799	173.1255
2566.1622	0.9259	0.8000	0.6186	0.6284	0.1799	173.0627
2566.5799	0.9259	0.8000	0.6184	0.6283	0.1798	172.9928
2566.9976	0.9259	0.8000	0.6182	0.6283	0.1797	172.9229
2567.4152	0.9259	0.8000	0.6180	0.6283	0.1797	172.8646
2567.8329	0.9259	0.8000	0.6179	0.6282	0.1796	172.8063
2568.2506	0.9259	0.8000	0.6177	0.6282	0.1796	172.7481
2568.6683	0.9259	0.8000	0.6175	0.6281	0.1795	172.6899
2569.0860	0.9259	0.8000	0.6174	0.6281	0.1794	172.6293
2569.5037	0.9259	0.8000	0.6171	0.6280	0.1794	172.5594
2569.9213	0.9259	0.8000	0.6169	0.6280	0.1793	172.4896
2570.3390	0.9259	0.8000	0.6168	0.6280	0.1792	172.4292
2570.7567	0.9259	0.8000	0.6166	0.6279	0.1792	172.3710
2571.1744	0.9259	0.8000	0.6164	0.6279	0.1791	172.3080
2571.5921	0.9259	0.8000	0.6162	0.6278	0.1790	172.2381
2572.0098	0.9259	0.8000	0.6160	0.6278	0.1789	172.1683
2572.4275	0.9259	0.8000	0.6158	0.6278	0.1789	172.0985
2572.8451	0.9259	0.8000	0.6156	0.6277	0.1788	172.0287
2573.2628	0.9259	0.8000	0.6154	0.6277	0.1787	171.9662
2573.6805	0.9259	0.8000	0.6152	0.6276	0.1787	171.9081
2574.0982	0.9259	0.8000	0.6151	0.6276	0.1786	171.8472
2574.5159	0.9259	0.8000	0.6148	0.6275	0.1785	171.7774
2574.9336	0.9259	0.8000	0.6146	0.6275	0.1785	171.7077
2575.3512	0.9259	0.8000	0.6144	0.6274	0.1784	171.6187
2575.7689	0.9259	0.8000	0.6142	0.6273	0.1783	171.5261
2576.1866	0.9259	0.8000	0.6140	0.6271	0.1782	171.4335
2576.6043	0.9259	0.8000	0.6138	0.6270	0.1781	171.3409
2577.0220	0.9259	0.8000	0.6136	0.6269	0.1780	171.2484
2577.4397	0.9259	0.8000	0.6134	0.6268	0.1779	171.1559
2577.8574	0.9259	0.8000	0.6132	0.6266	0.1778	171.0634
2578.2750	0.9259	0.8000	0.6130	0.6265	0.1777	170.9710
2578.6927	0.9259	0.8000	0.6128	0.6264	0.1776	170.8785
2579.1104	0.9259	0.8000	0.6125	0.6263	0.1775	170.7861
2579.5281	0.9259	0.8000	0.6123	0.6261	0.1774	170.6937
2579.9458	0.9259	0.8000	0.6121	0.6260	0.1773	170.6014
2580.3635	0.9259	0.8000	0.6119	0.6259	0.1772	170.5090
2580.7811	0.9259	0.8000	0.6117	0.6258	0.1771	170.4167
2581.1988	0.9259	0.8000	0.6115	0.6256	0.1770	170.3244
2581.6165	0.9259	0.8000	0.6113	0.6255	0.1769	170.2322
2582.0342	0.9259	0.8000	0.6111	0.6254	0.1768	170.1390
2582.4519	0.9259	0.8000	0.6108	0.6253	0.1767	170.0351
2582.8696	0.9259	0.8000	0.6106	0.6251	0.1766	169.9313
2583.2872	0.9259	0.8000	0.6104	0.6250	0.1765	169.8355
2583.7049	0.9259	0.8000	0.6101	0.6249	0.1764	169.7433
2584.1226	0.9259	0.8000	0.6099	0.6248	0.1763	169.6478
2584.5403	0.9259	0.8000	0.6097	0.6246	0.1762	169.5441
2584.9580	0.9259	0.8000	0.6094	0.6245	0.1761	169.4404
2585.3757	0.9259	0.8000	0.6092	0.6244	0.1760	169.3472
2585.7934	0.9259	0.8000	0.6090	0.6243	0.1759	169.2551
2586.2110	0.9259	0.8000	0.6088	0.6241	0.1758	169.1573
2586.6287	0.9259	0.8000	0.6085	0.6240	0.1757	169.0537
2587.0464	0.9259	0.8000	0.6083	0.6239	0.1756	168.9501
2587.4641	0.9259	0.8000	0.6080	0.6238	0.1755	168.8466
2587.8818	0.9259	0.8000	0.6078	0.6236	0.1754	168.7431
2588.2995	0.9259	0.8000	0.6076	0.6235	0.1753	168.6479
2588.7171	0.9259	0.8000	0.6073	0.6234	0.1752	168.5561
2589.1348	0.9259	0.8000	0.6071	0.6233	0.1751	168.4605
2589.5525	0.9259	0.8000	0.6069	0.6231	0.1750	168.3571
2589.9702	0.9259	0.8000	0.6066	0.6230	0.1749	168.2538
2590.3879	0.9259	0.8000	0.6063	0.6229	0.1748	168.1397
2590.8056	0.9259	0.8000	0.6060	0.6228	0.1746	168.0248
2591.2233	0.9259	0.8000	0.6058	0.6226	0.1745	167.9161
2591.6409	0.9259	0.8000	0.6055	0.6225	0.1744	167.8129
2592.0586	0.9259	0.8000	0.6053	0.6224	0.1743	167.7096
2592.4763	0.9259	0.8000	0.6050	0.6223	0.1742	167.6065
2592.8940	0.9259	0.8000	0.6048	0.6221	0.1741	167.5033
2593.3117	0.9259	0.8000	0.6045	0.6220	0.1740	167.3987
2593.7294	0.9259	0.8000	0.6043	0.6219	0.1739	167.2938
2594.1470	0.9259	0.8000	0.6040	0.6218	0.1738	167.1847
2594.5647	0.9259	0.8000	0.6037	0.6216	0.1736	167.0682
2594.9824	0.9259	0.8000	0.6034	0.6215	0.1735	166.9518
2595.4001	0.9259	0.8000	0.6032	0.6214	0.1734	166.8482
2595.8178	0.9259	0.8000	0.6029	0.6213	0.1733	166.7453
2596.2355	0.9259	0.8000	0.6026	0.6211	0.1732	166.6358
2596.6532	0.9259	0.8000	0.6023	0.6210	0.1731	166.5214
2597.0708	0.9259	0.8000	0.6021	0.6209	0.1730	166.4070
2597.4885	0.9259	0.8000	0.6018	0.6208	0.1728	166.2926
2597.9062	0.9259	0.8000	0.6015	0.6206	0.1727	166.1782
2598.3239	0.9259	0.8000	0.6012	0.6205	0.1726	166.0639
2598.7416	0.9259	0.8000	0.6009	0.6204	0.1725	165.9496
2599.1593	0.9259	0.8000	0.6006	0.6203	0.1724	165.8354
2599.5769	0.9259	0.8000	0.6003	0.6201	0.1722	165.7212
2599.9946	0.9259	0.8000	0.6000	0.6200	0.1721	165.6070
2600.4123	0.9259	0.8000	0.5997	0.6199	0.1720	165.5038
2600.8300	0.9259	0.8000	0.5994	0.6198	0.1719	165.4009
2601.2477	0.9259	0.8000	0.5991	0.6198	0.1718	165.2911
2601.6654	0.9259	0.8000	0.5988	0.6197	0.1717	165.1766
2602.0830	0.9259	0.8000	0.5984	0.6196	0.1716	165.0645
2602.5007	0.9259	0.8000	0.5981	0.6195	0.1715	164.9616
2602.9184	0.9259	0.8000	0.5979	0.6194	0.1714	164.8587
2603.3361	0.9259	0.8000	0.5975	0.6193	0.1712	164.7466
2603.7538	0.9259	0.8000	0.5972	0.6192	0.1711	164.6323
2604.1715	0.9259	0.8000	0.5969	0.6192	0.1710	164.5227
2604.5892	0.9259	0.8000	0.5966	0.6191	0.1709	164.4199
2605.0068	0.9259	0.8000	0.5963	0.6190	0.1708	164.3169
2605.4245	0.9259	0.8000	0.5960	0.6189	0.1707	164.2027
2605.8422	0.9259	0.8000	0.5956	0.6188	0.1706	164.0885
2606.2599	0.9259	0.8000	0.5953	0.6187	0.1704	163.9743
2606.6776	0.9259	0.8000	0.5950	0.6187	0.1703	163.8601
2607.0953	0.9259	0.8000	0.5946	0.6186	0.1702	163.7456
2607.5129	0.9259	0.8000	0.5943	0.6185	0.1701	163.6296
2607.9306	0.9259	0.8000	0.5940	0.6184	0.1700	163.5137
2608.3483	0.9259	0.8000	0.5936	0.6183	0.1698	163.3978
2608.7660	0.9259	0.8000	0.5933	0.6182	0.1697	163.2819
2609.1837	0.9259	0.8000	0.5930	0.6182	0.1696	163.1668
2609.6014	0.9259	0.8000	0.5926	0.6181	0.1695	163.0529
2610.0191	0.9259	0.8000	0.5923	0.6180	0.1694	162.9389
2610.4367	0.9259	0.8000	0.5920	0.6179	0.1692	162.8250
2610.8544	0.9259	0.8000	0.5916	0.6178	0.1691	162.7110
2611.2721	0.9259	0.8000	0.5913	0.6177	0.1690	162.5972
2611.6898	0.9259	0.8000	0.5909	0.6177	0.1689	162.4833
2612.1075	0.9259	0.8000	0.5906	0.6176	0.1688	162.3695
2612.5252	0.9259	0.8000	0.5903	0.6175	0.1686	162.2556
2612.9428	0.9259	0.8000	0.5899	0.6174	0.1685	162.1418
2613.3605	0.9259	0.8000	0.5896	0.6173	0.1684	162.0182
2613.7782	0.9259	0.8000	0.5892	0.6172	0.1683	161.8930
2614.1959	0.9259	0.8000	0.5888	0.6172	0.1681	161.7732
2614.6136	0.9259	0.8000	0.5885	0.6171	0.1680	161.6595
2615.0313	0.9259	0.8000	0.5882	0.6170	0.1679	161.5450
2615.4489	0.9259	0.8000	0.5878	0.6169	0.1678	161.4199
2615.8666	0.9259	0.8000	0.5874	0.6168	0.1676	161.2948
2616.2843	0.9259	0.8000	0.5871	0.6167	0.1675	161.1775
2616.7020	0.9259	0.8000	0.5867	0.6167	0.1674	161.0640
2617.1197	0.9259	0.8000	0.5864	0.6166	0.1673	160.9466
2617.5374	0.9259	0.8000	0.5860	0.6165	0.1672	160.8199
2617.9551	0.9259	0.8000	0.5856	0.6164	0.1670	160.6931
2618.3727	0.9259	0.8000	0.5853	0.6163	0.1669	160.5766
2618.7904	0.9259	0.8000	0.5850	0.6162	0.1668	160.4614
2619.2081	0.9259	0.8000	0.5846	0.6162	0.1667	160.3414
2619.6258	0.9259	0.8000	0.5842	0.6161	0.1665	160.2165
2620.0435	0.9259	0.8000	0.5839	0.6160	0.1664	160.0929
2620.4612	0.9259	0.8000	0.5835	0.6159	0.1663	159.9796
2620.8788	0.9259	0.8000	0.5832	0.6158	0.1662	159.8663
2621.2965	0.9259	0.8000	0.5828	0.6157	0.1660	159.7449
2621.7142	0.9259	0.8000	0.5825	0.6157	0.1659	159.6202
2622.1319	0.9259	0.8000	0.5821	0.6156	0.1658	159.4992
2622.5496	0.9259	0.8000	0.5818	0.6155	0.1657	159.3860
2622.9673	0.9259	0.8000	0.5814	0.6154	0.1655	159.2728
2623.3850	0.9259	0.8000	0.5811	0.6153	0.1654	159.1491
2623.8026	0.9259	0.8000	0.5807	0.6152	0.1653	159.0246
2624.2203	0.9259	0.8000	0.5803	0.6152	0.1652	158.9000
2624.6380	0.9259	0.8000	0.5799	0.6151	0.1650	158.7755
2625.0557	0.9259	0.8000	0.5796	0.6150	0.1649	158.6495
2625.4734	0.9259	0.8000	0.5792	0.6148	0.1648	158.5132
2625.8911	0.9259	0.8000	0.5789	0.6146	0.1646	158.3769
2626.3087	0.9259	0.8000	0.5785	0.6145	0.1645	158.2322
2626.7264	0.9259	0.8000	0.5781	0.6143	0.1643	158.0846
2627.1441	0.9259	0.8000	0.5778	0.6141	0.1642	157.9416
2627.5618	0.9259	0.8000	0.5775	0.6140	0.1640	157.8073
2627.9795	0.9259	0.8000	0.5771	0.6138	0.1639	157.6731
2628.3972	0.9259	0.8000	0.5767	0.6136	0.1637	157.5281
2628.8149	0.9259	0.8000	0.5764	0.6135	0.1636	157.3825
2629.2325	0.9259	0.8000	0.5760	0.6133	0.1634	157.2434
2629.6502	0.9259	0.8000	0.5757	0.6131	0.1633	157.1094
2630.0679	0.9259	0.8000	0.5753	0.6130	0.1632	156.9735
2630.4856	0.9259	0.8000	0.5750	0.6128	0.1630	156.8282
2630.9033	0.9259	0.8000	0.5746	0.6126	0.1629	156.6830
2631.3210	0.9259	0.8000	0.5742	0.6125	0.1627	156.5465
2631.7386	0.9259	0.8000	0.5739	0.6123	0.1626	156.4127
2632.1563	0.9259	0.8000	0.5736	0.6121	0.1624	156.2790
2632.5740	0.9259	0.8000	0.5732	0.6120	0.1623	156.1453
2632.9917	0.9259	0.8000	0.5729	0.6118	0.1622	156.0117
2633.4094	0.9259	0.8000	0.5726	0.6116	0.1620	155.8764
2633.8271	0.9259	0.8000	0.5722	0.6115	0.1619	155.7411
2634.2447	0.9259	0.8000	0.5719	0.6113	0.1617	155.5992
2634.6624	0.9259	0.8000	0.5715	0.6111	0.1616	155.4527
2635.0801	0.9258	0.8000	0.5711	0.6110	0.1614	155.3088
2635.4978	0.9258	0.8000	0.5708	0.6108	0.1613	155.1754
2635.9155	0.9258	0.8000	0.5705	0.6106	0.1611	155.0422
2636.3332	0.9258	0.8000	0.5701	0.6105	0.1610	154.9090
2636.7509	0.9258	0.8000	0.5698	0.6103	0.1609	154.7758
2637.1685	0.9258	0.8000	0.5695	0.6101	0.1607	154.6427
2637.5862	0.9258	0.8000	0.5691	0.6100	0.1606	154.5096
2638.0039	0.9258	0.8000	0.5688	0.6098	0.1605	154.3766
2638.4216	0.9258	0.8000	0.5685	0.6096	0.1603	154.2437
2638.8393	0.9258	0.8000	0.5681	0.6095	0.1602	154.1108
2639.2570	0.9258	0.8000	0.5678	0.6093	0.1600	153.9768
2639.6746	0.9258	0.8000	0.5675	0.6091	0.1599	153.8423
2640.0923	0.9258	0.8000	0.5671	0.6090	0.1598	153.7103
2640.5100	0.9258	0.8000	0.5668	0.6088	0.1596	153.5872
2640.9277	0.9258	0.8000	0.5666	0.6086	0.1595	153.4641
2641.3454	0.9258	0.8000	0.5662	0.6085	0.1594	153.3331
2641.7631	0.9258	0.8000	0.5659	0.6083	0.1592	153.2006
2642.1808	0.9258	0.8000	0.5656	0.6081	0.1591	153.0680
2642.5984	0.9258	0.8000	0.5652	0.6080	0.1590	152.9356
2643.0161	0.9258	0.8000	0.5649	0.6078	0.1588	152.8035
2643.4338	0.9258	0.8000	0.5646	0.6076	0.1587	152.6807
2643.8515	0.9258	0.8000	0.5643	0.6075	0.1586	152.5580
2644.2692	0.9258	0.8000	0.5640	0.6073	0.1584	152.4353
2644.6869	0.9258	0.8000	0.5637	0.6071	0.1583	152.3126
2645.1045	0.9258	0.8000	0.5634	0.6070	0.1582	152.1876
2645.5222	0.9258	0.8000	0.5631	0.6068	0.1580	152.0555
2645.9399	0.9258	0.8000	0.5627	0.6066	0.1579	151.9234
2646.3576	0.9258	0.8000	0.5624	0.6065	0.1578	151.8011
2646.7753	0.9258	0.8000	0.5622	0.6063	0.1577	151.6803
2647.1930	0.9258	0.8000	0.5619	0.6061	0.1575	151.5597
2647.6106	0.9258	0.8000	0.5616	0.6060	0.1574	151.4391
2648.0283	0.9258	0.8000	0.5613	0.6058	0.1573	151.3192
2648.4460	0.9258	0.8000	0.5610	0.6056	0.1572	151.2100
2648.8637	0.9258	0.8000	0.5608	0.6055	0.1571	151.1007
2649.2814	0.9258	0.8000	0.5605	0.6053	0.1569	150.9828
2649.6991	0.9258	0.8000	0.5602	0.6051	0.1568	150.8607
2650.1168	0.9258	0.8000	0.5599	0.6050	0.1567	150.7418
2650.5344	0.9258	0.8000	0.5597	0.6048	0.1566	150.6310
2650.9521	0.9258	0.8000	0.5594	0.6046	0.1564	150.5202
2651.3698	0.9258	0.8000	0.5591	0.6045	0.1563	150.4011
2651.7875	0.9258	0.8000	0.5588	0.6043	0.1562	150.2809
2652.2052	0.9258	0.8000	0.5586	0.6041	0.1561	150.1663
2652.6229	0.9258	0.8000	0.5583	0.6040	0.1560	150.0574
2653.0405	0.9258	0.8000	0.5581	0.6038	0.1559	149.9484
2653.4582	0.9258	0.8000	0.5578	0.6036	0.1557	149.8379
2653.8759	0.9258	0.8000	0.5576	0.6034	0.1556	149.7274
2654.2936	0.9258	0.8000	0.5573	0.6033	0.1555	149.6170
2654.7113	0.9258	0.8000	0.5571	0.6031	0.1554	149.5066
2655.1290	0.9258	0.8000	0.5568	0.6029	0.1553	149.3968
2655.5467	0.9258	0.8000	0.5566	0.6028	0.1552	149.2882
2655.9643	0.9258	0.8000	0.5563	0.6026	0.1551	149.1796
2656.3820	0.9258	0.8000	0.5561	0.6024	0.1549	149.0710
2656.7997	0.9258	0.8000	0.5558	0.6023	0.1548	148.9625
2657.2174	0.9258	0.8000	0.5556	0.6021	0.1547	148.8599
2657.6351	0.9258	0.8000	0.5554	0.6019	0.1546	148.7626
2658.0528	0.9258	0.8000	0.5552	0.6018	0.1545	148.6640
2658.4704	0.9258	0.8000	0.5549	0.6016	0.1544	148.5557
2658.8881	0.9258	0.8000	0.5547	0.6014	0.1543	148.4473
2659.3058	0.9258	0.8000	0.5544	0.6013	0.1542	148.3460
2659.7235	0.9258	0.8000	0.5542	0.6011	0.1541	148.2472
2660.1412	0.9258	0.8000	0.5540	0.6009	0.1540	148.1485
2660.5589	0.9258	0.8000	0.5538	0.6008	0.1539	148.0498
2660.9766	0.9258	0.8000	0.5536	0.6006	0.1538	147.9512
2661.3942	0.9258	0.8000	0.5534	0.6004	0.1537	147.8436
2661.8119	0.9258	0.8000	0.5531	0.6003	0.1536	147.7355
2662.2296	0.9258	0.8000	0.5529	0.6001	0.1534	147.6336
2662.6473	0.9258	0.8000	0.5527	0.5999	0.1533	147.5368
2663.0650	0.9258	0.8000	0.5525	0.5998	0.1532	147.4397
2663.4827	0.9258	0.8000	0.5523	0.5996	0.1531	147.3412
2663.9003	0.9258	0.8000	0.5520	0.5994	0.1530	147.2428
2664.3180	0.9258	0.8000	0.5518	0.5993	0.1529	147.1444
2664.7357	0.9258	0.8000	0.5516	0.5991	0.1528	147.0461
2665.1534	0.9258	0.8000	0.5514	0.5989	0.1527	146.9484
2665.5711	0.9258	0.8000	0.5512	0.5988	0.1526	146.8517
2665.9888	0.9258	0.8000	0.5510	0.5986	0.1525	146.7551
2666.4064	0.9258	0.8000	0.5508	0.5984	0.1524	146.6694
2666.8241	0.9258	0.8000	0.5507	0.5983	0.1524	146.5840
2667.2418	0.9258	0.8000	0.5505	0.5981	0.1523	146.4912
2667.6595	0.9258	0.8000	0.5503	0.5979	0.1522	146.3930
2668.0772	0.9258	0.8000	0.5501	0.5978	0.1521	146.2949
2668.4949	0.9258	0.8000	0.5499	0.5976	0.1520	146.1969
2668.9126	0.9258	0.8000	0.5496	0.5974	0.1519	146.0989
2669.3302	0.9258	0.8000	0.5495	0.5973	0.1518	146.0109
2669.7479	0.9258	0.8000	0.5493	0.5971	0.1517	145.9257
2670.1656	0.9258	0.8000	0.5491	0.5969	0.1516	145.8361
2670.5833	0.9258	0.8000	0.5489	0.5968	0.1515	145.7398
2671.0010	0.9258	0.8000	0.5487	0.5966	0.1514	145.6436
2671.4187	0.9258	0.8000	0.5485	0.5964	0.1513	145.5457
2671.8363	0.9258	0.8000	0.5483	0.5963	0.1512	145.4479
2672.2540	0.9258	0.8000	0.5481	0.5961	0.1511	145.3569
2672.6717	0.9258	0.8000	0.5479	0.5959	0.1510	145.2702
2673.0894	0.9258	0.8000	0.5478	0.5958	0.1509	145.1815
2673.5071	0.9258	0.8000	0.5475	0.5956	0.1508	145.0855
2673.9248	0.9258	0.8000	0.5473	0.5954	0.1507	144.9895
2674.3425	0.9258	0.8000	0.5472	0.5953	0.1506	144.9026
2674.7601	0.9258	0.8000	0.5470	0.5951	0.1505	144.8177
2675.1778	0.9258	0.8000	0.5468	0.5949	0.1504	144.7274
2675.5955	0.9258	0.8000	0.5466	0.5948	0.1503	144.6298
2676.0132	0.9258	0.8000	0.5464	0.5946	0.1502	144.5327
2676.4309	0.9258	0.8000	0.5462	0.5944	0.1501	144.4463
2676.8486	0.9258	0.8000	0.5461	0.5943	0.1500	144.3599
2677.2662	0.9258	0.8000	0.5459	0.5941	0.1499	144.2665
2677.6839	0.9258	0.8000	0.5457	0.5939	0.1498	144.1691
2678.1016	0.9258	0.8000	0.5455	0.5938	0.1497	144.0744
2678.5193	0.9258	0.8000	0.5453	0.5936	0.1497	143.9881
2678.9370	0.9258	0.8000	0.5451	0.5934	0.1496	143.9019
2679.3547	0.9257	0.8000	0.5450	0.5933	0.1495	143.8170
2679.7723	0.9257	0.8000	0.5448	0.5931	0.1494	143.7325
2680.1900	0.9257	0.8000	0.5446	0.5929	0.1493	143.6429
2680.6077	0.9257	0.8000	0.5444	0.5928	0.1492	143.5473
2681.0254	0.9257	0.8000	0.5442	0.5926	0.1491	143.4524
2681.4431	0.9257	0.8000	0.5440	0.5924	0.1490	143.3663
2681.8608	0.9257	0.8000	0.5439	0.5923	0.1489	143.2802
2682.2785	0.9257	0.8000	0.5437	0.5921	0.1488	143.1869
2682.6961	0.9257	0.8000	0.5435	0.5919	0.1487	143.0899
2683.1138	0.9257	0.8000	0.5433	0.5918	0.1486	142.9963
2683.5315	0.9257	0.8000	0.5431	0.5916	0.1485	142.9120
2683.9492	0.9257	0.8000	0.5429	0.5914	0.1485	142.8277
2684.3669	0.9257	0.8000	0.5427	0.5913	0.1484	142.7337
2684.7846	0.9257	0.8000	0.5425	0.5911	0.1483	142.6385
2685.2022	0.9257	0.8000	0.5423	0.5909	0.1482	142.5478
2685.6199	0.9257	0.8000	0.5422	0.5908	0.1481	142.4620
2686.0376	0.9257	0.8000	0.5420	0.5906	0.1480	142.3752
2686.4553	0.9257	0.8000	0.5418	0.5904	0.1479	142.2785
2686.8730	0.9257	0.8000	0.5416	0.5903	0.1478	142.1818
2687.2907	0.9257	0.8000	0.5414	0.5901	0.1477	142.0863
2687.7084	0.9257	0.8000	0.5411	0.5899	0.1476	141.9912
2688.1260	0.9257	0.8000	0.5409	0.5897	0.1475	141.8995
2688.5437	0.9257	0.8000	0.5408	0.5896	0.1474	141.8155
2688.9614	0.9257	0.8000	0.5406	0.5894	0.1473	141.7315
2689.3791	0.9257	0.8000	0.5404	0.5892	0.1472	141.6362
2689.7968	0.9257	0.8000	0.5402	0.5891	0.1471	141.5397
2690.2145	0.9257	0.8000	0.5400	0.5889	0.1470	141.4433
2690.6321	0.9257	0.8000	0.5398	0.5887	0.1469	141.3469
2691.0498	0.9257	0.8000	0.5396	0.5886	0.1468	141.2505
2691.4675	0.9257	0.8000	0.5394	0.5884	0.1467	141.1541
2691.8852	0.9257	0.8000	0.5392	0.5882	0.1466	141.0578
2692.3029	0.9257	0.8000	0.5390	0.5881	0.1465	140.9695
2692.7206	0.9257	0.8000	0.5388	0.5879	0.1464	140.8842
2693.1383	0.9257	0.8000	0.5386	0.5877	0.1463	140.7958
2693.5559	0.9257	0.8000	0.5384	0.5876	0.1462	140.7012
2693.9736	0.9257	0.8000	0.5382	0.5874	0.1461	140.6066
2694.3913	0.9257	0.8000	0.5380	0.5872	0.1460	140.5121
2694.8090	0.9257	0.8000	0.5378	0.5871	0.1459	140.4176
2695.2267	0.9257	0.8000	0.5376	0.5869	0.1458	140.3163
2695.6444	0.9257	0.8000	0.5373	0.5867	0.1457	140.2094
2696.0620	0.9257	0.8000	0.5371	0.5866	0.1456	140.1041
2696.4797	0.9257	0.8000	0.5369	0.5864	0.1455	140.0082
2696.8974	0.9257	0.8000	0.5367	0.5862	0.1454	139.9123
2697.3151	0.9257	0.8000	0.5364	0.5861	0.1453	139.8164
2697.7328	0.9257	0.8000	0.5362	0.5859	0.1452	139.7205
2698.1505	0.9257	0.8000	0.5360	0.5857	0.1451	139.6247
