###############################################################
#Effective Area File
# Telescope: WALTZER
# Units: Wavelength [Angstrom], Reflectivity , Dichroic_Eff ,
#        GratingEff , CCD_QE , Throughput, EffectiveArea [cm2]
# Pixel scale: 0.417684
# Secondary obstruction : 15 %
# Notes: Reflectivity based on Pollux and HWO reflectivity
# Grating efficiency based on CUTE
# CCD QE based on datasheet and CUTE
# Effective area = Telescope_area * Rprim * Rsec * Sec_obstr * R_fold * R_d1
                *R_uvgr * Uv_geff *R_fold2 * Uv_detQE
# Generated on: 2026-02-19
###############################################################################
Wavelength	Reflectivity	Dichroic_Eff	GratingEff	CCD_QE	Throughput	EffectiveArea_cm2
2698.5681	0.9257	0.8000	0.5358	0.5856	0.1450	139.5289
2698.9858	0.9257	0.8000	0.5356	0.5854	0.1449	139.4332
2699.4035	0.9257	0.8000	0.5354	0.5852	0.1448	139.3285
2699.8212	0.9257	0.8000	0.5351	0.5851	0.1447	139.2235
2700.2389	0.9257	0.8000	0.5349	0.5849	0.1446	139.1186
2700.6566	0.9257	0.8000	0.5346	0.5847	0.1445	139.0137
2701.0743	0.9257	0.8000	0.5344	0.5846	0.1444	138.9104
2701.4919	0.9257	0.8000	0.5342	0.5844	0.1443	138.8149
2701.9096	0.9257	0.8000	0.5339	0.5842	0.1442	138.7194
2702.3273	0.9257	0.8000	0.5337	0.5841	0.1441	138.6154
2702.7450	0.9257	0.8000	0.5335	0.5839	0.1440	138.5091
2703.1627	0.9257	0.8000	0.5332	0.5837	0.1439	138.4029
2703.5804	0.9257	0.8000	0.5330	0.5836	0.1437	138.2967
2703.9980	0.9257	0.8000	0.5327	0.5834	0.1436	138.1905
2704.4157	0.9257	0.8000	0.5325	0.5832	0.1435	138.0844
2704.8334	0.9257	0.8000	0.5322	0.5831	0.1434	137.9783
2705.2511	0.9257	0.8000	0.5319	0.5829	0.1433	137.8732
2705.6688	0.9257	0.8000	0.5317	0.5827	0.1432	137.7687
2706.0865	0.9257	0.8000	0.5314	0.5826	0.1431	137.6643
2706.5042	0.9257	0.8000	0.5312	0.5824	0.1430	137.5599
2706.9218	0.9257	0.8000	0.5309	0.5822	0.1429	137.4556
2707.3395	0.9257	0.8000	0.5307	0.5821	0.1428	137.3500
2707.7572	0.9257	0.8000	0.5304	0.5819	0.1426	137.2442
2708.1749	0.9257	0.8000	0.5302	0.5817	0.1425	137.1339
2708.5926	0.9257	0.8000	0.5299	0.5816	0.1424	137.0174
2709.0103	0.9257	0.8000	0.5296	0.5814	0.1423	136.9012
2709.4279	0.9257	0.8000	0.5293	0.5812	0.1422	136.7955
2709.8456	0.9257	0.8000	0.5291	0.5811	0.1421	136.6899
2710.2633	0.9257	0.8000	0.5288	0.5809	0.1420	136.5843
2710.6810	0.9257	0.8000	0.5286	0.5807	0.1419	136.4788
2711.0987	0.9256	0.8000	0.5283	0.5806	0.1417	136.3711
2711.5164	0.9256	0.8000	0.5280	0.5804	0.1416	136.2564
2711.9340	0.9256	0.8000	0.5277	0.5802	0.1415	136.1418
2712.3517	0.9256	0.8000	0.5275	0.5801	0.1414	136.0363
2712.7694	0.9256	0.8000	0.5272	0.5799	0.1413	135.9325
2713.1871	0.9256	0.8000	0.5270	0.5797	0.1412	135.8232
2713.6048	0.9256	0.8000	0.5267	0.5796	0.1411	135.7072
2714.0225	0.9256	0.8000	0.5264	0.5794	0.1409	135.5918
2714.4402	0.9256	0.8000	0.5261	0.5792	0.1408	135.4866
2714.8578	0.9256	0.8000	0.5259	0.5791	0.1407	135.3815
2715.2755	0.9256	0.8000	0.5256	0.5789	0.1406	135.2693
2715.6932	0.9256	0.8000	0.5253	0.5787	0.1405	135.1535
2716.1109	0.9256	0.8000	0.5250	0.5786	0.1404	135.0378
2716.5286	0.9256	0.8000	0.5247	0.5784	0.1402	134.9221
2716.9463	0.9256	0.8000	0.5244	0.5782	0.1401	134.8065
2717.3639	0.9256	0.8000	0.5242	0.5781	0.1400	134.7015
2717.7816	0.9256	0.8000	0.5239	0.5779	0.1399	134.5982
2718.1993	0.9256	0.8000	0.5237	0.5777	0.1398	134.4898
2718.6170	0.9256	0.8000	0.5234	0.5776	0.1397	134.3759
2719.0347	0.9256	0.8000	0.5231	0.5774	0.1395	134.2618
2719.4524	0.9256	0.8000	0.5228	0.5772	0.1394	134.1464
2719.8701	0.9256	0.8000	0.5225	0.5771	0.1393	134.0311
2720.2877	0.9256	0.8000	0.5222	0.5769	0.1392	133.9232
2720.7054	0.9256	0.8000	0.5220	0.5767	0.1391	133.8186
2721.1231	0.9256	0.8000	0.5217	0.5766	0.1390	133.7110
2721.5408	0.9256	0.8000	0.5214	0.5764	0.1389	133.5958
2721.9585	0.9256	0.8000	0.5211	0.5762	0.1387	133.4807
2722.3762	0.9256	0.8000	0.5209	0.5760	0.1386	133.3752
2722.7938	0.9256	0.8000	0.5206	0.5759	0.1385	133.2709
2723.2115	0.9256	0.8000	0.5204	0.5757	0.1384	133.1612
2723.6292	0.9256	0.8000	0.5201	0.5755	0.1383	133.0462
2724.0469	0.9256	0.8000	0.5198	0.5754	0.1382	132.9313
2724.4646	0.9256	0.8000	0.5195	0.5752	0.1380	132.8165
2724.8823	0.9256	0.8000	0.5192	0.5750	0.1379	132.7017
2725.3000	0.9256	0.8000	0.5189	0.5749	0.1378	132.6095
2725.7176	0.9256	0.8000	0.5187	0.5749	0.1377	132.5262
2726.1353	0.9256	0.8000	0.5184	0.5748	0.1377	132.4394
2726.5530	0.9256	0.8000	0.5181	0.5747	0.1376	132.3455
2726.9707	0.9256	0.8000	0.5178	0.5746	0.1375	132.2516
2727.3884	0.9256	0.8000	0.5176	0.5745	0.1374	132.1662
2727.8061	0.9256	0.8000	0.5173	0.5744	0.1373	132.0815
2728.2237	0.9256	0.8000	0.5170	0.5744	0.1372	131.9912
2728.6414	0.9256	0.8000	0.5168	0.5743	0.1371	131.8958
2729.0591	0.9256	0.8000	0.5165	0.5742	0.1370	131.8021
2729.4768	0.9256	0.8000	0.5162	0.5741	0.1369	131.7175
2729.8945	0.9256	0.8000	0.5160	0.5740	0.1368	131.6329
2730.3122	0.9256	0.8000	0.5157	0.5739	0.1367	131.5483
2730.7298	0.9256	0.8000	0.5155	0.5739	0.1366	131.4638
2731.1475	0.9256	0.8000	0.5152	0.5738	0.1365	131.3760
2731.5652	0.9256	0.8000	0.5149	0.5737	0.1365	131.2823
2731.9829	0.9256	0.8000	0.5146	0.5736	0.1364	131.1887
2732.4006	0.9256	0.8000	0.5144	0.5735	0.1363	131.1052
2732.8183	0.9256	0.8000	0.5141	0.5734	0.1362	131.0223
2733.2360	0.9256	0.8000	0.5139	0.5734	0.1361	130.9385
2733.6536	0.9256	0.8000	0.5136	0.5733	0.1360	130.8541
2734.0713	0.9256	0.8000	0.5134	0.5732	0.1359	130.7697
2734.4890	0.9256	0.8000	0.5131	0.5731	0.1358	130.6853
2734.9067	0.9256	0.8000	0.5129	0.5730	0.1357	130.6010
2735.3244	0.9256	0.8000	0.5126	0.5729	0.1357	130.5167
2735.7421	0.9256	0.8000	0.5124	0.5729	0.1356	130.4324
2736.1597	0.9256	0.8000	0.5121	0.5728	0.1355	130.3481
2736.5774	0.9256	0.8000	0.5119	0.5727	0.1354	130.2638
2736.9951	0.9256	0.8000	0.5116	0.5726	0.1353	130.1796
2737.4128	0.9256	0.8000	0.5114	0.5725	0.1352	130.0954
2737.8305	0.9256	0.8000	0.5111	0.5724	0.1351	130.0112
2738.2482	0.9256	0.8000	0.5109	0.5724	0.1350	129.9333
2738.6659	0.9256	0.8000	0.5107	0.5723	0.1350	129.8598
2739.0835	0.9255	0.8000	0.5104	0.5722	0.1349	129.7844
2739.5012	0.9255	0.8000	0.5102	0.5721	0.1348	129.7018
2739.9189	0.9255	0.8000	0.5099	0.5720	0.1347	129.6191
2740.3366	0.9255	0.8000	0.5097	0.5719	0.1346	129.5451
2740.7543	0.9255	0.8000	0.5095	0.5718	0.1346	129.4731
2741.1720	0.9255	0.8000	0.5093	0.5718	0.1345	129.3961
2741.5896	0.9255	0.8000	0.5090	0.5717	0.1344	129.3121
2742.0073	0.9255	0.8000	0.5088	0.5716	0.1343	129.2283
2742.4250	0.9255	0.8000	0.5086	0.5715	0.1342	129.1549
2742.8427	0.9255	0.8000	0.5084	0.5714	0.1342	129.0815
2743.2604	0.9255	0.8000	0.5082	0.5713	0.1341	129.0082
2743.6781	0.9255	0.8000	0.5080	0.5713	0.1340	128.9349
2744.0957	0.9255	0.8000	0.5078	0.5712	0.1339	128.8616
2744.5134	0.9255	0.8000	0.5075	0.5711	0.1339	128.7883
2744.9311	0.9255	0.8000	0.5073	0.5710	0.1338	128.7150
2745.3488	0.9255	0.8000	0.5071	0.5709	0.1337	128.6417
2745.7665	0.9255	0.8000	0.5069	0.5708	0.1336	128.5685
2746.1842	0.9255	0.8000	0.5067	0.5708	0.1336	128.4953
2746.6019	0.9255	0.8000	0.5065	0.5707	0.1335	128.4221
2747.0195	0.9255	0.8000	0.5063	0.5706	0.1334	128.3494
2747.4372	0.9255	0.8000	0.5061	0.5705	0.1333	128.2868
2747.8549	0.9255	0.8000	0.5060	0.5704	0.1333	128.2242
2748.2726	0.9255	0.8000	0.5058	0.5703	0.1332	128.1547
2748.6903	0.9255	0.8000	0.5056	0.5703	0.1331	128.0816
2749.1080	0.9255	0.8000	0.5054	0.5702	0.1331	128.0116
2749.5256	0.9255	0.8000	0.5052	0.5701	0.1330	127.9505
2749.9433	0.9255	0.8000	0.5050	0.5700	0.1329	127.8895
2750.3610	0.9255	0.8000	0.5049	0.5700	0.1329	127.8446
2750.7787	0.9255	0.8000	0.5047	0.5700	0.1328	127.8023
2751.1964	0.9255	0.8000	0.5045	0.5700	0.1328	127.7593
2751.6141	0.9255	0.8000	0.5044	0.5700	0.1327	127.7156
2752.0318	0.9255	0.8000	0.5042	0.5700	0.1327	127.6718
2752.4494	0.9255	0.8000	0.5040	0.5700	0.1327	127.6281
2752.8671	0.9255	0.8000	0.5039	0.5700	0.1326	127.5843
2753.2848	0.9255	0.8000	0.5037	0.5700	0.1326	127.5478
2753.7025	0.9255	0.8000	0.5036	0.5700	0.1325	127.5146
2754.1202	0.9255	0.8000	0.5035	0.5700	0.1325	127.4784
2754.5379	0.9255	0.8000	0.5033	0.5700	0.1325	127.4347
2754.9555	0.9255	0.8000	0.5031	0.5700	0.1324	127.3910
2755.3732	0.9255	0.8000	0.5030	0.5700	0.1324	127.3567
2755.7909	0.9255	0.8000	0.5029	0.5700	0.1323	127.3235
2756.2086	0.9255	0.8000	0.5027	0.5700	0.1323	127.2903
2756.6263	0.9255	0.8000	0.5026	0.5700	0.1323	127.2572
2757.0440	0.9255	0.8000	0.5025	0.5700	0.1322	127.2240
2757.4617	0.9255	0.8000	0.5024	0.5700	0.1322	127.1908
2757.8793	0.9255	0.8000	0.5022	0.5700	0.1322	127.1577
2758.2970	0.9255	0.8000	0.5021	0.5700	0.1321	127.1245
2758.7147	0.9255	0.8000	0.5020	0.5700	0.1321	127.0914
2759.1324	0.9255	0.8000	0.5019	0.5700	0.1321	127.0587
2759.5501	0.9255	0.8000	0.5017	0.5700	0.1320	127.0269
2759.9678	0.9255	0.8000	0.5016	0.5700	0.1320	126.9952
2760.3854	0.9255	0.8000	0.5015	0.5700	0.1320	126.9733
2760.8031	0.9255	0.8000	0.5014	0.5700	0.1320	126.9521
2761.2208	0.9255	0.8000	0.5013	0.5700	0.1319	126.9246
2761.6385	0.9255	0.8000	0.5012	0.5700	0.1319	126.8914
2762.0562	0.9255	0.8000	0.5011	0.5700	0.1319	126.8597
2762.4739	0.9255	0.8000	0.5010	0.5700	0.1318	126.8371
2762.8915	0.9255	0.8000	0.5009	0.5700	0.1318	126.8146
2763.3092	0.9255	0.8000	0.5008	0.5700	0.1318	126.7920
2763.7269	0.9255	0.8000	0.5008	0.5700	0.1318	126.7694
2764.1446	0.9255	0.8000	0.5007	0.5700	0.1317	126.7468
2764.5623	0.9255	0.8000	0.5006	0.5700	0.1317	126.7242
2764.9800	0.9255	0.8000	0.5005	0.5700	0.1317	126.7017
2765.3977	0.9254	0.8000	0.5004	0.5700	0.1317	126.6791
2765.8153	0.9254	0.8000	0.5003	0.5700	0.1316	126.6565
2766.2330	0.9254	0.8000	0.5003	0.5700	0.1316	126.6339
2766.6507	0.9254	0.8000	0.5002	0.5700	0.1316	126.6114
2767.0684	0.9254	0.8000	0.5001	0.5700	0.1316	126.5888
2767.4861	0.9254	0.8000	0.5000	0.5700	0.1316	126.5662
2767.9038	0.9254	0.8000	0.4999	0.5700	0.1315	126.5436
2768.3214	0.9254	0.8000	0.4999	0.5700	0.1315	126.5292
2768.7391	0.9254	0.8000	0.4998	0.5700	0.1315	126.5172
2769.1568	0.9254	0.8000	0.4998	0.5700	0.1315	126.5057
2769.5745	0.9254	0.8000	0.4997	0.5700	0.1315	126.4952
2769.9922	0.9254	0.8000	0.4997	0.5700	0.1315	126.4846
2770.4099	0.9254	0.8000	0.4996	0.5700	0.1314	126.4636
2770.8276	0.9254	0.8000	0.4995	0.5700	0.1314	126.4425
2771.2452	0.9254	0.8000	0.4995	0.5700	0.1314	126.4267
2771.6629	0.9254	0.8000	0.4994	0.5700	0.1314	126.4147
2772.0806	0.9254	0.8000	0.4994	0.5700	0.1314	126.4027
2772.4983	0.9254	0.8000	0.4994	0.5700	0.1314	126.3907
2772.9160	0.9254	0.8000	0.4993	0.5700	0.1314	126.3787
2773.3337	0.9254	0.8000	0.4993	0.5700	0.1313	126.3667
2773.7513	0.9254	0.8000	0.4992	0.5700	0.1313	126.3547
2774.1690	0.9254	0.8000	0.4992	0.5700	0.1313	126.3427
2774.5867	0.9254	0.8000	0.4991	0.5700	0.1313	126.3307
2775.0044	0.9254	0.8000	0.4991	0.5700	0.1313	126.3189
2775.4221	0.9254	0.8000	0.4991	0.5701	0.1313	126.3255
2775.8398	0.9254	0.8000	0.4990	0.5702	0.1313	126.3320
2776.2574	0.9254	0.8000	0.4990	0.5703	0.1313	126.3450
2776.6751	0.9254	0.8000	0.4990	0.5703	0.1313	126.3621
2777.0928	0.9254	0.8000	0.4990	0.5704	0.1314	126.3768
2777.5105	0.9254	0.8000	0.4989	0.5705	0.1314	126.3833
2777.9282	0.9254	0.8000	0.4989	0.5706	0.1314	126.3898
2778.3459	0.9254	0.8000	0.4989	0.5707	0.1314	126.4051
2778.7636	0.9254	0.8000	0.4989	0.5708	0.1314	126.4221
2779.1812	0.9254	0.8000	0.4989	0.5708	0.1314	126.4346
2779.5989	0.9254	0.8000	0.4988	0.5709	0.1314	126.4411
2780.0166	0.9254	0.8000	0.4988	0.5710	0.1314	126.4480
2780.4343	0.9254	0.8000	0.4988	0.5711	0.1314	126.4651
2780.8520	0.9254	0.8000	0.4988	0.5712	0.1315	126.4822
2781.2697	0.9254	0.8000	0.4988	0.5713	0.1315	126.5002
2781.6873	0.9254	0.8000	0.4988	0.5713	0.1315	126.5187
2782.1050	0.9254	0.8000	0.4988	0.5714	0.1315	126.5372
2782.5227	0.9254	0.8000	0.4988	0.5715	0.1315	126.5557
2782.9404	0.9254	0.8000	0.4988	0.5716	0.1316	126.5742
2783.3581	0.9254	0.8000	0.4988	0.5717	0.1316	126.5914
2783.7758	0.9254	0.8000	0.4988	0.5718	0.1316	126.6085
2784.1935	0.9254	0.8000	0.4988	0.5718	0.1316	126.6256
2784.6111	0.9254	0.8000	0.4988	0.5719	0.1316	126.6426
2785.0288	0.9254	0.8000	0.4988	0.5720	0.1316	126.6597
2785.4465	0.9254	0.8000	0.4988	0.5721	0.1317	126.6768
2785.8642	0.9254	0.8000	0.4988	0.5722	0.1317	126.6938
2786.2819	0.9254	0.8000	0.4988	0.5723	0.1317	126.7181
2786.6996	0.9254	0.8000	0.4989	0.5723	0.1317	126.7457
2787.1172	0.9254	0.8000	0.4989	0.5724	0.1318	126.7705
2787.5349	0.9254	0.8000	0.4989	0.5725	0.1318	126.7875
2787.9526	0.9254	0.8000	0.4989	0.5726	0.1318	126.8046
2788.3703	0.9254	0.8000	0.4989	0.5727	0.1318	126.8311
2788.7880	0.9254	0.8000	0.4990	0.5728	0.1319	126.8588
2789.2057	0.9253	0.8000	0.4990	0.5728	0.1319	126.8812
2789.6234	0.9253	0.8000	0.4990	0.5729	0.1319	126.8983
2790.0410	0.9253	0.8000	0.4990	0.5730	0.1319	126.9164
2790.4587	0.9253	0.8000	0.4990	0.5731	0.1319	126.9441
2790.8764	0.9253	0.8000	0.4991	0.5732	0.1320	126.9718
2791.2941	0.9253	0.8000	0.4991	0.5733	0.1320	126.9920
2791.7118	0.9253	0.8000	0.4991	0.5733	0.1320	127.0091
2792.1295	0.9253	0.8000	0.4991	0.5734	0.1320	127.0295
2792.5471	0.9253	0.8000	0.4992	0.5735	0.1321	127.0572
2792.9648	0.9253	0.8000	0.4992	0.5736	0.1321	127.0849
2793.3825	0.9253	0.8000	0.4992	0.5737	0.1321	127.1139
2793.8002	0.9253	0.8000	0.4993	0.5738	0.1321	127.1430
2794.2179	0.9253	0.8000	0.4993	0.5738	0.1322	127.1722
2794.6356	0.9253	0.8000	0.4994	0.5739	0.1322	127.2013
2795.0532	0.9253	0.8000	0.4994	0.5740	0.1322	127.2303
2795.4709	0.9253	0.8000	0.4994	0.5741	0.1323	127.2580
2795.8886	0.9253	0.8000	0.4995	0.5742	0.1323	127.2858
2796.3063	0.9253	0.8000	0.4995	0.5743	0.1323	127.3135
2796.7240	0.9253	0.8000	0.4996	0.5743	0.1324	127.3412
2797.1417	0.9253	0.8000	0.4996	0.5744	0.1324	127.3689
2797.5594	0.9253	0.8000	0.4997	0.5745	0.1324	127.3967
2797.9770	0.9253	0.8000	0.4997	0.5746	0.1324	127.4244
2798.3947	0.9253	0.8000	0.4998	0.5747	0.1325	127.4622
2798.8124	0.9253	0.8000	0.4999	0.5748	0.1325	127.5006
2799.2301	0.9253	0.8000	0.4999	0.5748	0.1326	127.5332
2799.6478	0.9253	0.8000	0.5000	0.5749	0.1326	127.5609
2800.0655	0.9253	0.8000	0.5000	0.5750	0.1326	127.5916
2800.4831	0.9253	0.8000	0.5000	0.5752	0.1327	127.6379
2800.9008	0.9253	0.8000	0.5001	0.5754	0.1327	127.6842
2801.3185	0.9253	0.8000	0.5002	0.5755	0.1328	127.7386
2801.7362	0.9253	0.8000	0.5002	0.5757	0.1328	127.7956
2802.1539	0.9253	0.8000	0.5003	0.5759	0.1329	127.8486
2802.5716	0.9253	0.8000	0.5004	0.5760	0.1329	127.8950
2802.9893	0.9253	0.8000	0.5004	0.5762	0.1330	127.9413
2803.4069	0.9253	0.8000	0.5005	0.5764	0.1330	127.9980
2803.8246	0.9253	0.8000	0.5006	0.5765	0.1331	128.0551
2804.2423	0.9253	0.8000	0.5006	0.5767	0.1332	128.1121
2804.6600	0.9253	0.8000	0.5007	0.5769	0.1332	128.1692
2805.0777	0.9253	0.8000	0.5008	0.5770	0.1333	128.2245
2805.4954	0.9253	0.8000	0.5008	0.5772	0.1333	128.2723
2805.9130	0.9253	0.8000	0.5009	0.5774	0.1334	128.3202
2806.3307	0.9253	0.8000	0.5010	0.5775	0.1334	128.3765
2806.7484	0.9253	0.8000	0.5010	0.5777	0.1335	128.4350
2807.1661	0.9253	0.8000	0.5011	0.5779	0.1336	128.4930
2807.5838	0.9253	0.8000	0.5012	0.5780	0.1336	128.5501
2808.0015	0.9253	0.8000	0.5013	0.5782	0.1337	128.6073
2808.4191	0.9253	0.8000	0.5014	0.5784	0.1337	128.6644
2808.8368	0.9253	0.8000	0.5015	0.5785	0.1338	128.7216
2809.2545	0.9253	0.8000	0.5016	0.5787	0.1338	128.7787
2809.6722	0.9253	0.8000	0.5016	0.5789	0.1339	128.8359
2810.0899	0.9253	0.8000	0.5017	0.5790	0.1340	128.8931
2810.5076	0.9253	0.8000	0.5018	0.5792	0.1340	128.9503
2810.9253	0.9253	0.8000	0.5019	0.5794	0.1341	129.0075
2811.3429	0.9253	0.8000	0.5020	0.5795	0.1341	129.0647
2811.7606	0.9253	0.8000	0.5021	0.5797	0.1342	129.1220
2812.1783	0.9253	0.8000	0.5022	0.5799	0.1343	129.1838
2812.5960	0.9253	0.8000	0.5023	0.5800	0.1343	129.2518
2813.0137	0.9252	0.8000	0.5024	0.5802	0.1344	129.3195
2813.4314	0.9252	0.8000	0.5025	0.5804	0.1345	129.3768
2813.8490	0.9252	0.8000	0.5026	0.5805	0.1345	129.4341
2814.2667	0.9252	0.8000	0.5027	0.5807	0.1346	129.4914
2814.6844	0.9252	0.8000	0.5027	0.5809	0.1347	129.5487
2815.1021	0.9252	0.8000	0.5028	0.5810	0.1347	129.6087
2815.5198	0.9252	0.8000	0.5030	0.5812	0.1348	129.6768
2815.9375	0.9252	0.8000	0.5031	0.5814	0.1349	129.7449
2816.3552	0.9252	0.8000	0.5032	0.5815	0.1349	129.8039
2816.7728	0.9252	0.8000	0.5033	0.5817	0.1350	129.8613
2817.1905	0.9252	0.8000	0.5034	0.5819	0.1350	129.9243
2817.6082	0.9252	0.8000	0.5035	0.5820	0.1351	129.9939
2818.0259	0.9252	0.8000	0.5036	0.5822	0.1352	130.0629
2818.4436	0.9252	0.8000	0.5037	0.5824	0.1352	130.1218
2818.8613	0.9252	0.8000	0.5038	0.5825	0.1353	130.1807
2819.2789	0.9252	0.8000	0.5039	0.5827	0.1354	130.2459
2819.6966	0.9252	0.8000	0.5040	0.5829	0.1354	130.3142
2820.1143	0.9252	0.8000	0.5041	0.5830	0.1355	130.3795
2820.5320	0.9252	0.8000	0.5042	0.5832	0.1356	130.4370
2820.9497	0.9252	0.8000	0.5043	0.5834	0.1356	130.4945
2821.3674	0.9252	0.8000	0.5044	0.5835	0.1357	130.5616
2821.7851	0.9252	0.8000	0.5045	0.5837	0.1358	130.6299
2822.2027	0.9252	0.8000	0.5047	0.5839	0.1358	130.6983
2822.6204	0.9252	0.8000	0.5048	0.5840	0.1359	130.7667
2823.0381	0.9252	0.8000	0.5049	0.5842	0.1360	130.8351
2823.4558	0.9252	0.8000	0.5050	0.5844	0.1361	130.9035
2823.8735	0.9252	0.8000	0.5052	0.5845	0.1361	130.9719
2824.2912	0.9252	0.8000	0.5053	0.5847	0.1362	131.0404
2824.7088	0.9252	0.8000	0.5054	0.5849	0.1363	131.1088
2825.1265	0.9252	0.8000	0.5055	0.5851	0.1363	131.1830
2825.5442	0.9252	0.8000	0.5057	0.5853	0.1364	131.2702
2825.9619	0.9252	0.8000	0.5058	0.5856	0.1365	131.3575
2826.3796	0.9252	0.8000	0.5059	0.5858	0.1366	131.4448
2826.7973	0.9252	0.8000	0.5060	0.5861	0.1367	131.5321
2827.2149	0.9252	0.8000	0.5062	0.5863	0.1368	131.6194
2827.6326	0.9252	0.8000	0.5063	0.5866	0.1369	131.7068
2828.0503	0.9252	0.8000	0.5064	0.5868	0.1370	131.7942
2828.4680	0.9252	0.8000	0.5065	0.5871	0.1371	131.8816
2828.8857	0.9252	0.8000	0.5067	0.5873	0.1372	131.9691
2829.3034	0.9252	0.8000	0.5068	0.5876	0.1373	132.0655
2829.7211	0.9252	0.8000	0.5070	0.5878	0.1374	132.1654
2830.1387	0.9252	0.8000	0.5071	0.5881	0.1375	132.2617
2830.5564	0.9252	0.8000	0.5073	0.5883	0.1376	132.3508
2830.9741	0.9252	0.8000	0.5074	0.5886	0.1377	132.4398
2831.3918	0.9252	0.8000	0.5075	0.5888	0.1377	132.5276
2831.8095	0.9252	0.8000	0.5076	0.5891	0.1378	132.6152
2832.2272	0.9252	0.8000	0.5078	0.5893	0.1379	132.7088
2832.6448	0.9252	0.8000	0.5080	0.5896	0.1380	132.8074
2833.0625	0.9252	0.8000	0.5081	0.5898	0.1381	132.9061
2833.4802	0.9252	0.8000	0.5083	0.5901	0.1382	133.0048
2833.8979	0.9252	0.8000	0.5085	0.5903	0.1383	133.1035
2834.3156	0.9252	0.8000	0.5086	0.5906	0.1384	133.1940
2834.7333	0.9252	0.8000	0.5087	0.5908	0.1385	133.2818
2835.1510	0.9252	0.8000	0.5089	0.5911	0.1386	133.3736
2835.5686	0.9252	0.8000	0.5090	0.5913	0.1387	133.4725
2835.9863	0.9252	0.8000	0.5092	0.5916	0.1388	133.5714
2836.4040	0.9252	0.8000	0.5094	0.5918	0.1389	133.6703
2836.8217	0.9252	0.8000	0.5095	0.5921	0.1390	133.7693
2837.2394	0.9251	0.8000	0.5097	0.5923	0.1391	133.8620
2837.6571	0.9251	0.8000	0.5098	0.5926	0.1392	133.9500
2838.0747	0.9251	0.8000	0.5099	0.5928	0.1393	134.0400
2838.4924	0.9251	0.8000	0.5101	0.5931	0.1394	134.1391
2838.9101	0.9251	0.8000	0.5103	0.5933	0.1395	134.2382
2839.3278	0.9251	0.8000	0.5104	0.5936	0.1396	134.3386
2839.7455	0.9251	0.8000	0.5106	0.5938	0.1397	134.4393
2840.1632	0.9251	0.8000	0.5108	0.5941	0.1398	134.5400
2840.5809	0.9251	0.8000	0.5109	0.5943	0.1399	134.6408
2840.9985	0.9251	0.8000	0.5111	0.5946	0.1400	134.7416
2841.4162	0.9251	0.8000	0.5113	0.5948	0.1402	134.8410
2841.8339	0.9251	0.8000	0.5114	0.5951	0.1403	134.9403
2842.2516	0.9251	0.8000	0.5116	0.5954	0.1404	135.0397
2842.6693	0.9251	0.8000	0.5118	0.5956	0.1405	135.1392
2843.0870	0.9251	0.8000	0.5119	0.5959	0.1406	135.2387
2843.5046	0.9251	0.8000	0.5121	0.5961	0.1407	135.3382
2843.9223	0.9251	0.8000	0.5123	0.5964	0.1408	135.4377
2844.3400	0.9251	0.8000	0.5125	0.5966	0.1409	135.5463
2844.7577	0.9251	0.8000	0.5127	0.5969	0.1410	135.6569
2845.1754	0.9251	0.8000	0.5129	0.5971	0.1411	135.7630
2845.5931	0.9251	0.8000	0.5130	0.5974	0.1412	135.8627
2846.0107	0.9251	0.8000	0.5132	0.5976	0.1413	135.9624
2846.4284	0.9251	0.8000	0.5134	0.5979	0.1414	136.0622
2846.8461	0.9251	0.8000	0.5135	0.5981	0.1415	136.1620
2847.2638	0.9251	0.8000	0.5137	0.5984	0.1416	136.2688
2847.6815	0.9251	0.8000	0.5139	0.5986	0.1418	136.3798
2848.0992	0.9251	0.8000	0.5141	0.5989	0.1419	136.4881
2848.5169	0.9251	0.8000	0.5143	0.5991	0.1420	136.5881
2848.9345	0.9251	0.8000	0.5145	0.5994	0.1421	136.6881
2849.3522	0.9251	0.8000	0.5147	0.5996	0.1422	136.7988
2849.7699	0.9251	0.8000	0.5149	0.5999	0.1423	136.9115
2850.1876	0.9251	0.8000	0.5151	0.6001	0.1424	137.0156
2850.6053	0.9251	0.8000	0.5153	0.6002	0.1425	137.1094
2851.0230	0.9251	0.8000	0.5155	0.6004	0.1426	137.2024
2851.4406	0.9251	0.8000	0.5157	0.6006	0.1427	137.2835
2851.8583	0.9251	0.8000	0.5158	0.6007	0.1428	137.3647
2852.2760	0.9251	0.8000	0.5160	0.6009	0.1429	137.4532
2852.6937	0.9251	0.8000	0.5162	0.6011	0.1430	137.5455
2853.1114	0.9251	0.8000	0.5165	0.6012	0.1431	137.6378
2853.5291	0.9251	0.8000	0.5167	0.6014	0.1432	137.7302
2853.9468	0.9251	0.8000	0.5169	0.6016	0.1432	137.8226
2854.3644	0.9251	0.8000	0.5171	0.6017	0.1433	137.9150
2854.7821	0.9251	0.8000	0.5173	0.6019	0.1434	138.0074
2855.1998	0.9251	0.8000	0.5175	0.6021	0.1435	138.0999
2855.6175	0.9251	0.8000	0.5177	0.6022	0.1436	138.1924
2856.0352	0.9251	0.8000	0.5179	0.6024	0.1437	138.2850
2856.4529	0.9251	0.8000	0.5181	0.6026	0.1438	138.3775
