TIC,RAJ2000,DEJ2000,GAIA,Bmag,Vmag,Teff,logg,[M/H],Rad,Mass,LClass,Dist
338083133,283.31952871404,17.41336100027,4511195710854623872,18.036,17.329,5729.0,4.4572,,0.988,1.02,"DWARF",2189.54
1804711262,283.33047838578,17.43497455544,4511195848293445760,,18.917,5840.0,4.1844,,1.372,1.05,"DWARF",6010.48
1804711155,283.34450179159,17.41387901798,4511195740900888448,,18.79,5736.0,4.613,,0.826,1.02,"DWARF",3539.4
337976123,283.21195785158,17.40519176904,4511196226250747008,,17.253,5834.0,4.0676,,1.57,1.05,"DWARF",3618.01
337976180,283.21571450532,17.41470294059,4511196226250747776,18.044,17.003,5752.0,3.4591,,3.133,1.03,"DWARF",5589.37
337976115,283.22527618291,17.40356355166,4511196153211533952,18.734,18.201,5737.0,3.9934,,1.685,1.02,"DWARF",5184.37
337976114,283.24299937658,17.40363179358,4511196191891050368,18.622,17.562,5824.0,3.5972,,2.698,1.05,"DWARF",6423.08
338083020,283.2578926274,17.42585276338,4511196325010295680,18.991,18.069,5828.0,4.3529,,1.13,1.05,"DWARF",3780.22
1804711670,283.24085147853,17.42252421635,4511196363680849536,,18.8,5715.0,4.6095,,0.829,1.02,"DWARF",3696.57
337976304,283.21920433509,17.43970816164,4511196634262948736,17.952,17.534,5759.0,3.8138,,2.082,1.03,"DWARF",4609.88
338082750,283.28968252808,17.45359673133,4511196844726012416,17.696,18.196,5767.0,3.8992,,1.887,1.03,"DWARF",5522.38
338082948,283.35377056267,17.43313165917,4511197257042707200,18.241,17.642,5845.0,4.1659,,1.402,1.05,"DWARF",3600.06
338082591,283.34484097622,17.47250628676,4511197634999856896,18.598,17.699,5797.0,3.9181,,1.856,1.04,"DWARF",4607.54
338082679,283.33129818428,17.46265839242,4511197600640118784,19.087,18.409,5707.0,4.3609,,1.104,1.02,"DWARF",3740.57
1804712761,283.34874880697,17.46447997967,4511197566270427904,,18.785,5803.0,4.1695,,1.389,1.04,"DWARF",5637.67
338082602,283.35955739988,17.47154733618,4511197665040879488,17.843,17.899,5709.0,4.226,,1.289,1.02,"DWARF",3537.78
338483539,283.371417033,17.47675512566,4511197699399960320,18.408,18.476,5734.0,4.3248,,1.151,1.02,"DWARF",3982.01
1804712998,283.4235902254,17.4835515407,4511197836838926336,,18.576,5898.0,4.0611,,1.597,1.07,"DWARF",5941.42
338483634,283.42069926811,17.4986440974,4511197939918168064,17.313,18.158,5765.0,4.63,,0.814,1.03,"DWARF",2610.78
338082257,283.36743178517,17.51008443416,4511198150395944320,17.61,18.118,5808.0,3.9446,,1.8,1.04,"DWARF",5051.35
1804713227,283.37563464966,17.4977730749,4511198077357120768,,18.739,5700.0,4.2524,,1.251,1.02,"DWARF",4621.07
338483749,283.40409934039,17.52535089978,4511198322194630528,18.962,18.296,5742.0,4.1222,,1.46,1.03,"DWARF",4365.08
1804713385,283.40982693942,17.5225054508,4511198253475149312,,18.981,5815.0,4.506,,0.948,1.05,"DWARF",4022.09
338483767,283.39183598827,17.52900142368,4511198283515593856,18.109,17.282,5789.0,4.1682,,1.391,1.04,"DWARF",2726.12
1804713453,283.30915566144,17.47830063234,4511198352234992512,,18.473,5807.0,4.5082,,0.941,1.04,"DWARF",3607.47
1804714017,283.37120986542,17.53381609895,4511199039444659712,,18.989,5768.0,4.1197,,1.464,1.03,"DWARF",6034.31
338483906,283.37132929221,17.55834904598,4511199352986811904,18.53,17.568,5724.0,3.4371,,3.198,1.02,"DWARF",6714.86
330050985,281.94280673286,16.35079789969,4511199524769830144,18.426,18.093,5720.0,4.1493,,1.408,1.02,"DWARF",4424.25
1804714512,281.97609910437,16.37653433555,4511199696568522368,,17.617,5889.0,3.9848,,1.743,1.07,"DWARF",4422.13
