TIC,RAJ2000,DEJ2000,GAIA,Bmag,Vmag,Teff,logg,[M/H],Rad,Mass,LClass,Dist
15728613,280.42116445668,15.15206469659,4509139555372982016,18.597,17.903,5779.0,3.493,,3.027,1.04,"DWARF",4864.44
15306386,280.0712122114,15.03226007181,4509142166712507264,18.972,17.872,5848.0,4.2931,,1.217,1.06,"DWARF",1957.5
15306304,280.06471446265,15.06378023297,4509144468814994048,18.421,17.209,5857.0,,,5.045,,"GIANT",5076.13
15152061,279.93894957562,15.04301095285,4509145602686402176,17.85,16.728,5751.0,4.1355,,1.438,1.03,"DWARF",2059.0
15152109,279.94100819466,15.05952457822,4509145774485100928,18.139,17.259,5832.0,4.1954,,1.355,1.05,"DWARF",2375.6
15152223,279.91642325222,15.09237280954,4509146839637023232,18.203,17.28,5719.0,3.9426,,1.787,1.02,"DWARF",2798.27
15049857,279.87050579054,15.08910449653,4509146942708834432,17.103,16.052,5758.0,4.1079,,1.484,1.03,"DWARF",4216.21
15049782,279.87440790905,15.10923491706,4509147144571892992,18.633,17.418,5715.0,3.9411,,1.79,1.02,"DWARF",2959.24
15049735,279.87732619953,15.1228845669,4509147148874713088,17.715,17.225,5892.0,3.8068,,2.14,1.07,"DWARF",3367.94
15152290,279.94580842262,15.11353306474,4509147251953882752,19.339,17.981,5787.0,4.3092,,1.183,1.04,"DWARF",2652.0
15152380,279.96044674186,15.13767879682,4509147385090126976,17.09,16.212,5709.0,4.0953,,1.499,1.02,"DWARF",1373.85
15306069,280.05971516972,15.13953572539,4509148317105734656,17.535,16.791,5883.0,4.0461,,1.624,1.07,"DWARF",1517.52
15152546,279.97384534332,15.18313911634,4509149274875845760,17.99,17.505,5800.0,4.0941,,1.515,1.04,"DWARF",2636.28
15152633,279.97151511085,15.20678056813,4509149382257715584,17.08,16.188,5825.0,3.8456,,2.027,1.05,"DWARF",1899.4
15152601,280.00688085107,15.19693374682,4509149485336899712,18.622,17.398,5709.0,4.2563,,1.245,1.02,"DWARF",1993.67
15437164,280.19484467908,15.19392510587,4509151718719806208,19.22,16.921,5741.0,4.1982,,1.338,1.03,"DWARF",769.412
15437206,280.22729036915,15.21119349589,4509151787439279104,17.754,16.143,5874.0,3.6485,,2.555,1.06,"DWARF",1117.92
15618814,280.29772332563,15.2746250774,4509153849023585408,17.651,16.681,5727.0,3.8776,,1.926,1.02,"DWARF",1630.83
15305781,280.04922324961,15.22693527244,4509155532650850304,16.79,16.452,5719.0,4.3095,,1.171,1.02,"DWARF",1224.92
15305655,280.07056282317,15.26556646868,4509155910607990272,17.539,16.485,5709.0,3.905,,1.866,1.02,"DWARF",1635.72
15437533,280.238353841,15.31875676479,4509157216277994880,17.973,16.68,5716.0,3.4584,,3.12,1.02,"DWARF",3206.64
311101859,279.4411886045,14.8345531477,4509159857673900800,19.136,17.914,5761.0,3.9102,,1.864,1.03,"DWARF",4165.92
311102030,279.45658299189,14.89316743436,4509160373068293376,18.927,17.708,5715.0,3.7696,,2.181,1.02,"DWARF",3988.75
236851976,279.56748943827,14.88561476493,4509161030208505856,19.321,17.955,5809.0,4.0097,,1.67,1.04,"DWARF",2999.47
236852088,279.57886744185,14.92080462086,4509161442516430464,16.378,16.025,5794.0,3.9145,,1.863,1.04,"DWARF",1659.28
236852051,279.57431188262,14.90784489864,4509161369500739712,19.237,17.956,5780.0,3.7917,,2.146,1.04,"DWARF",4268.95
236852060,279.57911609255,14.9108118088,4509161373805893248,17.786,16.221,5758.0,3.9489,,1.782,1.03,"DWARF",1656.78
236852136,279.6464606439,14.93732246733,4509161648683792512,18.009,16.51,5757.0,4.3573,,1.114,1.03,"DWARF",1451.54
236852125,279.64285465407,14.93360986914,4509161648683792000,18.759,17.386,5797.0,3.6818,,2.436,1.04,"DWARF",3908.5
236852126,279.6047167345,14.9337154961,4509161786122754432,18.905,17.672,5829.0,4.4469,,1.014,1.05,"DWARF",1937.73
236852200,279.59830177842,14.95550951074,4509161889201976448,18.506,16.5,5784.0,3.8746,,1.951,1.04,"DWARF",2377.88
311102021,279.4058097843,14.88978948582,4509163263591536768,18.553,17.727,5742.0,3.7082,,2.352,1.03,"DWARF",4694.17
150845174,279.3997700417,14.86964700194,4509163160512025728,18.445,17.025,5706.0,3.558,,2.782,1.02,"DWARF",4026.48
311102086,279.42901105174,14.91297168341,4509163396725317504,17.107,16.042,5868.0,3.9189,,1.872,1.06,"DWARF",1915.2
311102105,279.44688553981,14.92410933974,4509163813347058816,18.832,17.976,5782.0,4.3649,,1.109,1.04,"DWARF",2518.11
311102133,279.46389765966,14.93614298638,4509163916426273664,17.07,16.007,5793.0,3.8092,,2.103,1.04,"DWARF",2101.74
311102111,279.47574685774,14.92777896315,4509163843401952512,18.753,17.867,5753.0,3.5154,,2.936,1.03,"DWARF",6210.03
311102107,279.4245707107,14.92590092152,4509163985145753728,18.229,16.977,5722.0,3.872,,1.938,1.02,"DWARF",2694.42
150845445,279.34930520445,14.95327970459,4509164741060015744,18.527,17.615,5891.0,4.2545,,1.278,1.07,"DWARF",2707.85
150845550,279.40895394532,14.98132198763,4509165015937919104,16.594,16.081,5774.0,4.348,,1.126,1.03,"DWARF",1388.03
311102262,279.40243566616,14.98919802865,4509165222096351872,18.531,17.601,5769.0,4.218,,1.307,1.03,"DWARF",2684.97
311102272,279.41609955115,14.99121247449,4509165256456088576,18.324,16.746,5718.0,3.9242,,1.825,1.02,"DWARF",2626.9
311102221,279.46611160373,14.97438174716,4509165630108473088,18.56,17.555,5859.0,3.756,,2.258,1.06,"DWARF",4317.87
311102379,279.50546292743,15.0283178317,4509166287248532864,18.625,17.442,5708.0,4.1887,,1.346,1.02,"DWARF",2319.07
236852514,279.54616403241,15.04334565796,4509166355968003584,19.31,17.773,5716.0,3.6131,,2.611,1.02,"DWARF",4693.99
285504290,279.67490736765,14.99019403296,4509167970875661312,18.593,17.578,5817.0,4.5297,,0.922,1.05,"DWARF",1802.36
285504367,279.71260601052,15.01416061857,4509168211394926976,18.547,17.657,5844.0,4.2458,,1.279,1.05,"DWARF",2728.3
285504413,279.71410738872,15.02421165343,4509168520632574080,17.659,17.29,5877.0,4.2385,,1.295,1.06,"DWARF",2386.11
236852401,279.61472873406,15.01113838462,4509168967308090496,16.799,16.673,5843.0,3.9712,,1.754,1.05,"DWARF",2406.12
236852457,279.62301044528,15.02896254168,4509169070387310208,18.44,17.21,5714.0,3.7426,,2.249,1.02,"DWARF",3269.16
285504518,279.67500147795,15.05690638256,4509169413985789952,19.27,17.823,5855.0,4.1865,,1.375,1.06,"DWARF",3029.25
285504598,279.68556447182,15.07929500163,4509171131972709760,19.277,17.629,5792.0,4.4875,,0.963,1.04,"DWARF",2141.17
285504622,279.67631143309,15.08506814425,4509169723223439616,19.302,17.509,5829.0,4.2187,,1.319,1.05,"DWARF",2621.64
285504517,279.74033168823,15.05670602684,4509170066820797952,18.311,17.615,5846.0,4.1053,,1.51,1.06,"DWARF",3129.43
285504560,279.74526470709,15.06964282373,4509170234313685504,16.898,16.533,5857.0,4.1853,,1.377,1.06,"DWARF",1645.54
285504601,279.75027762324,15.08039041933,4509170268673454080,18.841,17.988,5712.0,4.7631,,0.695,1.02,"DWARF",1723.92
285504611,279.75585109177,15.08249289179,4509170272979228032,17.694,17.057,5748.0,3.9705,,1.739,1.03,"DWARF",2807.43
15049875,279.79183264273,15.08125031584,4509170376058432384,16.359,16.108,5815.0,3.7468,,2.271,1.05,"DWARF",2288.87
15049829,279.81245299216,15.09672003377,4509170509193953536,17.847,17.453,5706.0,4.1929,,1.339,1.02,"DWARF",2606.18
15049773,279.82194608315,15.11139230362,4509170547856567552,18.388,17.655,5850.0,4.3208,,1.178,1.06,"DWARF",2678.03
285504582,279.72477802379,15.07546289136,4509170891454684288,16.368,16.724,5771.0,4.2794,,1.218,1.03,"DWARF",1595.1
285504711,279.77052777499,15.10836385769,4509171436904633984,18.181,17.499,5780.0,4.4232,,1.037,1.04,"DWARF",2215.84
285504838,279.73724841821,15.14859631563,4509171784807734656,17.659,17.825,5813.0,4.2806,,1.228,1.05,"DWARF",3096.78
236852515,279.59778546135,15.04471047217,4509172089739489536,18.33,17.101,5759.0,3.619,,2.606,1.03,"DWARF",3817.03
236852526,279.5591286741,15.04890590341,4509172231483262592,17.567,16.531,5847.0,4.2591,,1.265,1.06,"DWARF",1569.92
236852545,279.56119010482,15.05461245719,4509172265843002240,18.153,17.281,5762.0,4.3615,,1.108,1.03,"DWARF",1803.93
236852663,279.57183455361,15.08517201599,4509172467696723712,19.15,17.931,5790.0,3.9382,,1.813,1.04,"DWARF",3695.98
236852679,279.64561980679,15.09354390957,4509172643801213696,,17.828,5827.0,4.1283,,1.464,1.05,"DWARF",3154.49
236852706,279.59968922264,15.09818199098,4509172880014872320,17.087,16.66,5714.0,3.9239,,1.826,1.02,"DWARF",2136.39
236852694,279.56296374149,15.09661573892,4509173227915690496,18.011,17.454,5749.0,4.418,,1.039,1.03,"DWARF",1730.59
285504676,279.66368697267,15.09962660838,4509174151325970048,18.071,17.904,5741.0,3.8068,,2.099,1.03,"DWARF",4503.29
285504782,279.65649004364,15.13164575096,4509174464867352064,19.091,17.765,5848.0,4.2266,,1.313,1.06,"DWARF",2859.47
285504857,279.72100544798,15.15555363452,4509174739745240832,17.769,17.33,5719.0,3.5904,,2.68,1.02,"DWARF",4865.91
285505029,279.71341287318,15.20263731862,4509175220781588864,17.78,17.008,5762.0,4.3936,,1.068,1.03,"DWARF",1993.08
236852875,279.63980264486,15.15457048718,4509175289501083904,16.676,16.66,5766.0,3.9297,,1.822,1.03,"DWARF",2535.1
236852874,279.64488378775,15.15452143003,4509175388275783296,18.298,17.592,5701.0,4.5672,,0.87,1.02,"DWARF",1746.12
285505102,279.69817200877,15.22245691146,4509176041112139008,18.513,17.836,5704.0,4.273,,1.221,1.02,"DWARF",2920.95
285505089,279.68174910265,15.21987714062,4509176045415327360,18.456,17.388,5833.0,4.0913,,1.528,1.05,"DWARF",3124.64
236853100,279.64731905288,15.21950102732,4509176178548791296,19.058,17.924,5859.0,4.1814,,1.384,1.06,"DWARF",3638.23
285505141,279.67843699974,15.23109393086,4509176251573760768,15.216,16.414,5721.0,3.8077,,2.087,1.02,"DWARF",3294.48
285505169,279.66035570005,15.23884527058,4509176320293245952,17.442,16.446,5751.0,4.1349,,1.439,1.03,"DWARF",1890.73
150708228,279.24800178753,15.02912606895,4509177832120374016,16.239,17.111,5730.0,4.0772,,1.53,1.02,"DWARF",2442.33
150845820,279.39974004068,15.05421846751,4509178858607979520,18.573,17.606,5885.0,3.8725,,1.984,1.07,"DWARF",3804.72
1682789860,279.37982695009,15.05914412536,4509178931631983104,,17.66,5706.0,4.3597,,1.105,1.02,"DWARF",2385.69
311102508,279.4111690238,15.07789106634,4509179000351764736,16.902,16.383,5805.0,3.9977,,1.693,1.04,"DWARF",1879.69
311102514,279.46183349158,15.08052817015,4509179133485957888,18.312,17.242,5733.0,4.0365,,1.604,1.02,"DWARF",2246.03
311102511,279.45914570272,15.07949111579,4509179137790708096,17.808,16.609,5718.0,,,5.1,,"GIANT",6043.24
311208617,279.45743174707,15.12318929162,4509179618827058944,17.455,16.722,5712.0,4.2435,,1.264,1.02,"DWARF",1449.13
150845914,279.35531488613,15.08119064398,4509179756265712384,18.34,17.571,5789.0,3.7522,,2.246,1.04,"DWARF",4333.83
150845973,279.38204121279,15.09524240358,4509179893704976896,17.791,17.322,5715.0,3.4515,,3.145,1.02,"DWARF",5252.41
150846070,279.37183546798,15.12129953133,4509180099863421696,17.765,17.35,5713.0,4.0234,,1.628,1.02,"DWARF",2846.67
311208599,279.40896753885,15.11621994067,4509180237302360192,17.298,16.381,5853.0,3.9378,,1.831,1.06,"DWARF",2414.08
311208684,279.4219226542,15.14625751716,4509180443461910784,17.66,16.434,5734.0,3.6812,,2.414,1.02,"DWARF",3488.8
311208654,279.43733552679,15.13701336181,4509180374741313280,18.935,17.746,5847.0,3.6254,,2.624,1.06,"DWARF",4907.54
150846098,279.38727193481,15.12864947812,4509180477820542080,17.843,17.565,5801.0,4.407,,1.057,1.04,"DWARF",2147.81
150846089,279.37840804864,15.1274809041,4509180477820544000,17.698,17.027,5858.0,3.6302,,2.61,1.06,"DWARF",4177.9
150846246,279.40017249661,15.16727040287,4509180718338720128,18.179,17.171,5729.0,4.1925,,1.34,1.02,"DWARF",2196.06
