TIC,RAJ2000,DEJ2000,GAIA,Bmag,Vmag,Teff,logg,[M/H],Rad,Mass,LClass,Dist
287733400,276.62912523967,11.92548395359,4484220807956128128,12.396,11.805,5882.0,3.9888,,1.732,1.066,"DWARF",335.494
287733373,276.64797444974,11.94720469652,4484220945395084032,12.321,11.627,5759.0,4.3792,,1.087,1.031,"DWARF",208.503
287733668,276.73695296634,12.00852548016,4484227366365564288,12.713,11.978,5841.0,3.6907,,2.423,1.05,"DWARF",666.672
287553455,276.54793392888,12.20970285227,4484245443888652032,11.919,11.367,5823.0,,,12.12,,"GIANT",2043.86
319202573,276.00723039414,11.80030697734,4484249086020160384,12.138,11.431,5872.0,3.281,,3.901,1.06,"DWARF",664.586
157163262,276.12059108065,12.05074327436,4484262417598789888,12.435,11.492,5845.0,4.5761,,0.876,1.055,"DWARF",203.746
157162682,276.03601304166,12.03405266575,4484262761196227328,13.709,12.998,5865.0,4.085,,1.546,1.06,"DWARF",583.379
319201668,275.8117899521,11.99293324485,4484267670340155648,13.259,12.52,5885.0,4.2258,,1.321,1.07,"DWARF",420.614
157162586,276.0001065294,12.08933624522,4484275439939769728,13.176,12.253,5748.0,4.6299,,0.813,1.028,"DWARF",209.486
287551651,276.38836767986,12.13399602166,4484285880994899840,12.897,12.208,5852.0,4.0853,,1.545,1.06,"DWARF",426.803
157164299,276.12169369956,12.41546206443,4484308940684922624,12.96,12.244,5786.0,3.7319,,2.297,1.038,"DWARF",636.149
311773580,277.13553149811,12.13404995903,4484320927929883264,13.359,12.624,5840.0,3.2459,,4.043,1.05,"DWARF",1173.45
311613493,276.97029874864,12.16168274459,4484323607989475072,13.084,12.299,5891.0,4.1308,,1.473,1.069,"DWARF",387.837
1680649806,277.34782552992,12.35294373087,4484330587323445504,,11.573,5796.0,4.2312,,1.295,1.041,"DWARF",267.656
311723273,277.1446220036,12.3484459206,4484332820693441920,12.059,11.64,5829.0,3.263,,3.964,1.05,"DWARF",635.447
342186827,276.87699252028,12.41807987157,4484343712744015744,12.945,11.883,5787.0,4.0684,,1.561,1.04,"DWARF",327.629
311723059,277.12573037312,12.43521817204,4484347281849200000,12.754,11.912,5794.0,4.2686,,1.239,1.04,"DWARF",245.973
287735128,276.71270476262,12.54999471639,4484396420584180736,13.6,12.954,5891.0,4.0553,,1.607,1.069,"DWARF",588.8
287731829,276.66587027802,12.58110900888,4484397279577721984,13.762,12.986,5844.0,3.8225,,2.082,1.05,"DWARF",750.432
342184804,276.85838246022,13.06326101557,4484450399734175360,13.889,12.916,5857.0,3.3341,,3.67,1.06,"DWARF",1128.47
311616004,276.97907391155,13.11127226021,4484455966012024960,12.524,12.044,5840.0,3.8148,,2.1,1.05,"DWARF",446.095
311616021,277.01582712513,13.11832679401,4484457202962598144,12.034,11.418,5821.0,3.4316,,3.262,1.048,"DWARF",538.746
416423467,274.27489874288,11.11345848053,4484473833065478912,12.425,11.741,5715.0,3.9596,,1.751,1.019,"DWARF",365.504
317196471,274.38744165777,11.23527286059,4484476783706730496,12.694,12.134,5883.0,4.5016,,0.96,1.066,"DWARF",236.025
404667070,274.06894074115,11.01042978528,4484477161662044800,13.379,12.68,5712.0,4.2945,,1.19,1.018,"DWARF",397.106
404666958,273.97544803402,11.06466177308,4484481456629339264,13.027,12.278,5767.0,4.3308,,1.15,1.033,"DWARF",304.394
317200406,274.48137201939,11.25770649252,4484499431071256448,13.486,12.797,5864.0,3.6365,,2.591,1.06,"DWARF",876.541
317518316,274.74134464711,11.44939592819,4484510215726707968,12.461,12.218,5721.0,4.1645,,1.385,1.021,"DWARF",372.221
317518249,274.78791069789,11.47341249787,4484510524964351872,12.779,12.016,5863.0,4.0005,,1.704,1.06,"DWARF",375.336
317199660,274.48085654225,11.54321280314,4484525716271649280,13.231,12.486,5850.0,3.6092,,2.674,1.06,"DWARF",803.776
317197256,274.43966394627,11.53557831894,4484526403466423424,13.205,12.576,5755.0,4.4223,,1.033,1.03,"DWARF",328.857
317199606,274.45449514478,11.56245452592,4484526605321903488,13.427,12.743,5825.0,4.271,,1.242,1.05,"DWARF",416.174
416379812,274.14932323784,11.39256086235,4484540937634758272,12.28,11.691,5788.0,4.2834,,1.218,1.039,"DWARF",262.686
404666085,274.02920384621,11.4868781973,4484546362172398336,12.632,11.551,5753.0,3.9812,,1.717,1.03,"DWARF",386.805
316978359,273.72544964633,11.39806492333,4484550657139687296,13.66,12.949,5882.0,4.1354,,1.466,1.07,"DWARF",578.412
339126115,273.61074527524,11.46192792123,4484553753817532032,13.575,12.82,5765.0,4.4032,,1.056,1.03,"DWARF",393.782
339126344,273.7152465322,11.56416727034,4484561858414392064,12.712,12.488,5773.0,4.1504,,1.416,1.034,"DWARF",392.007
317197442,274.34017021198,11.60186144485,4484568906462793728,12.731,12.024,5708.0,4.1006,,1.487,1.017,"DWARF",370.83
416381465,274.29285262128,11.80720160557,4484592060625712512,13.679,12.959,5834.0,3.8429,,2.033,1.05,"DWARF",786.149
317847782,274.99877464618,11.67971465036,4484613569819754112,12.665,12.066,5884.0,4.0263,,1.659,1.067,"DWARF",429.595
317517509,274.80881700366,11.75387985954,4484621786100313984,12.957,12.306,5870.0,4.4607,,1.004,1.062,"DWARF",293.895
317748880,274.87394985985,11.89927221693,4484631917920025728,13.58,12.791,5774.0,3.8999,,1.886,1.03,"DWARF",650.739
318084305,275.23571033178,11.87697980667,4484640404775404544,12.799,12.54,5788.0,3.8652,,1.972,1.04,"DWARF",499.375
157619264,275.22253938913,12.25566571606,4484669644917075456,13.304,12.605,5746.0,4.3855,,1.077,1.027,"DWARF",356.756
317516995,274.81497260192,11.99101105094,4484681812562649344,13.266,12.483,5853.0,3.7597,,2.248,1.06,"DWARF",701.959
157619403,275.20920822423,12.30333625408,4484716859496686720,12.791,11.571,5751.0,4.0909,,1.512,1.028,"DWARF",351.522
157477435,274.92861663545,12.5677875721,4484740254179411072,13.652,12.933,5799.0,4.2061,,1.333,1.042,"DWARF",488.557
338973500,273.53113347167,11.66310146008,4484749088927991680,13.437,12.727,5853.0,4.452,,1.013,1.06,"DWARF",368.745
338972140,273.38035916821,11.62875312961,4484759053252183680,13.419,12.641,5797.0,4.2919,,1.207,1.041,"DWARF",415.108
338973057,273.54097270491,11.91094818899,4484773965378741760,13.574,12.821,5810.0,4.3336,,1.15,1.04,"DWARF",417.491
338972955,273.53428736396,11.99988627779,4484775683365726080,13.792,12.985,5760.0,4.3227,,1.16,1.031,"DWARF",457.969
404665187,274.05599780796,11.97467898269,4484786468026843648,13.834,12.844,5740.0,4.0347,,1.612,1.026,"DWARF",611.999
406887584,273.9605945871,12.0955785973,4484791347109688832,12.288,11.84,5807.0,,,19.562,,"GIANT",5101.71
404665026,274.07552519899,12.12286132301,4484792416559242112,12.17,11.45,5803.0,3.5225,,2.926,1.04,"DWARF",621.763
339127020,273.70524827919,11.98425068774,4484795435914901504,12.145,11.6,5706.0,,,1.105,,"DWARF",215.86
166402200,273.74309360566,12.04061994012,4484797325704160896,12.536,12.004,5857.0,4.2912,,1.218,1.058,"DWARF",326.952
25460494,272.91277280213,11.97449573776,4484833201568204928,13.481,12.758,5748.0,4.0144,,1.653,1.03,"DWARF",598.616
166134409,273.15813935126,12.16968427487,4484839725617648896,13.022,12.488,5841.0,3.8965,,1.912,1.05,"DWARF",512.397
