TIC,RAJ2000,DEJ2000,GAIA,Bmag,Vmag,Teff,logg,[M/H],Rad,Mass,LClass,Dist
224413596,282.06884661672,14.48657573109,4507316908703034240,15.037,15.637,5820.0,4.1868,,1.369,1.05,"DWARF",1475.78
224413484,282.00758287486,14.46145736191,4507317114861498368,17.494,16.267,5894.0,3.8198,,2.108,1.07,"DWARF",3379.32
330180680,282.00025011588,14.46449862624,4507317183580988928,17.697,16.72,5870.0,4.1997,,1.355,1.06,"DWARF",2342.83
224413533,282.00736371053,14.47146636146,4507317286660205696,17.008,16.277,5786.0,4.1808,,1.371,1.04,"DWARF",2252.18
330180635,281.98241728065,14.47191415578,4507317389725306112,16.588,16.337,5802.0,,,6.069,,"GIANT",8668.55
330180521,281.9766876743,14.49232591489,4507317458458961664,15.475,16.104,5764.0,4.1894,,1.351,1.03,"DWARF",2131.67
330180580,281.97958467471,14.480897191,4507317389739465088,17.029,16.467,5794.0,4.4199,,1.041,1.04,"DWARF",1662.63
224413673,282.01752429426,14.50183781605,4507317905135528704,15.918,15.042,5721.0,4.4685,,0.975,1.02,"DWARF",836.985
224413907,282.03400119313,14.54194528419,4507318145653735808,16.812,16.855,5872.0,4.0636,,1.584,1.06,"DWARF",3006.63
224413631,282.13012624268,14.49329029325,4507318180013295488,16.084,16.231,5858.0,3.9896,,1.725,1.06,"DWARF",2562.55
224413583,282.12631363236,14.48316931077,4507318180013284736,16.661,15.848,5819.0,4.137,,1.449,1.05,"DWARF",1861.1
224482199,282.21292132624,14.55716156584,4507318901567802368,16.77,15.605,5881.0,3.8605,,2.011,1.07,"DWARF",2182.93
224482123,282.18940941011,14.57184905638,4507319176445755136,17.947,16.339,5803.0,3.749,,2.255,1.04,"DWARF",3918.72
224413793,282.0907407952,14.52118992514,4507319279525010176,16.635,15.778,5796.0,4.4551,,1.0,1.04,"DWARF",1137.62
224414242,282.12202813486,14.60437207024,4507320237287292544,17.392,16.355,5700.0,4.179,,1.361,1.02,"DWARF",2075.45
224511229,282.29029494701,14.4912478944,4507320447755854080,16.018,15.013,5813.0,4.1267,,1.467,1.05,"DWARF",1161.85
224511360,282.3280220699,14.5172905441,4507320619554542208,16.639,15.994,5824.0,3.7575,,2.243,1.05,"DWARF",2611.48
224511295,282.27858919176,14.50419634033,4507320653914315136,16.56,15.501,5745.0,3.5259,,2.901,1.03,"DWARF",2578.28
224511559,282.37184233652,14.55655614163,4507321169310362240,16.805,15.764,5737.0,4.2598,,1.24,1.02,"DWARF",1319.95
224511609,282.33223543436,14.56547295972,4507321302440686208,16.419,15.528,5866.0,4.1293,,1.469,1.06,"DWARF",1614.8
224511546,282.33411735399,14.55401976494,4507321238029875456,15.984,15.24,5803.0,3.9484,,1.792,1.04,"DWARF",1504.89
224511601,282.34295347939,14.56398614843,4507321341109096064,16.444,16.07,5781.0,4.1678,,1.392,1.04,"DWARF",1567.96
224511467,282.26461664933,14.53862631776,4507321508599272320,17.387,16.225,5858.0,4.1274,,1.472,1.06,"DWARF",2372.53
224482093,282.25308411094,14.57738502254,4507321959584499840,16.999,15.91,5879.0,4.3265,,1.176,1.07,"DWARF",1438.33
224543866,282.39977568996,14.57835178148,4507322612419375872,16.171,15.476,5850.0,3.9767,,1.751,1.06,"DWARF",1580.3
224543812,282.40126829388,14.58830431296,4507322784218080000,16.466,15.422,5719.0,4.0554,,1.569,1.02,"DWARF",1436.87
224543520,282.46464834983,14.64302954059,4507323368334064640,17.792,16.938,5753.0,4.4317,,1.022,1.03,"DWARF",1843.51
224543607,282.45274247227,14.62878225932,4507323333973896064,17.693,16.939,5718.0,4.1535,,1.401,1.02,"DWARF",2465.77
224543479,282.41937793709,14.65001923881,4507323608851863552,17.954,16.615,5708.0,4.0066,,1.66,1.02,"DWARF",2878.79
224511891,282.34078276664,14.62097277082,4507323780650931968,17.415,16.411,5797.0,3.5859,,2.72,1.04,"DWARF",3961.28
224512039,282.37230690835,14.6491491472,4507323913779117312,16.408,16.71,5887.0,,,4.402,,"GIANT",6969.74
224511994,282.36767822497,14.64148284163,4507323918089551360,16.762,15.754,5763.0,4.069,,1.552,1.03,"DWARF",1709.02
224543591,282.39097373892,14.63213698149,4507323845059624832,17.288,16.662,5768.0,4.0083,,1.665,1.03,"DWARF",2465.87
224512022,282.33194114774,14.64655778655,4507324154297365376,17.539,16.26,5714.0,3.7504,,2.229,1.02,"DWARF",3115.71
224482127,282.20386541771,14.5701598559,4507324845802567424,17.436,15.68,5753.0,4.034,,1.616,1.03,"DWARF",1809.94
224482008,282.18329391621,14.59440935779,4507325120680535552,18.029,16.557,5702.0,3.6764,,2.427,1.02,"DWARF",3436.59
1803411787,282.2344258787,14.61323696074,4507325223759718144,,15.776,5804.0,3.7942,,2.14,1.04,"DWARF",2235.89
224511915,282.25830553255,14.62532430481,4507325429918138752,17.989,16.187,5879.0,3.3493,,3.623,1.07,"DWARF",5621.73
224481927,282.25443671123,14.61676254596,4507325395558391552,15.774,15.153,5783.0,4.5156,,0.933,1.04,"DWARF",874.465
224511961,282.26904788784,14.63575450913,4507325532997357824,16.794,15.871,5823.0,,,,,,1377.11
224511921,282.29026314038,14.62659089876,4507325498637582976,17.08,15.994,5813.0,4.2224,,1.314,1.05,"DWARF",1710.87
224511900,282.29294734288,14.62201767996,4507325464277835520,16.794,15.917,5806.0,3.8717,,1.957,1.04,"DWARF",2211.95
224481879,282.22692136137,14.62497895229,4507325670436345728,16.729,15.829,5868.0,3.6211,,2.637,1.06,"DWARF",2980.95
224512113,282.25893757918,14.66604123085,4507325842235061504,17.767,16.984,5750.0,4.2018,,1.332,1.03,"DWARF",2505.24
224481797,282.15837120504,14.64301487081,4507326254551997184,16.389,15.435,5767.0,4.1515,,1.412,1.03,"DWARF",1363.0
224481814,282.21648145802,14.63902475774,4507326422040249472,17.675,16.615,5755.0,4.3119,,1.174,1.03,"DWARF",1806.25
224481798,282.22598873799,14.64215027124,4507326426350615552,16.467,15.709,5823.0,3.9065,,1.89,1.05,"DWARF",2130.17
224481766,282.2348210779,14.64982277048,4507326460710354816,17.238,16.56,5808.0,4.268,,1.24,1.04,"DWARF",2202.98
224481684,282.24664169561,14.66717875624,4507326598149321344,17.326,16.521,5814.0,4.1111,,1.493,1.05,"DWARF",2096.46
224481676,282.18286742958,14.66882935298,4507326765637674368,18.159,17.0,5881.0,3.557,,2.853,1.07,"DWARF",5132.2
224481530,282.22951731368,14.6969551864,4507326873027286784,16.977,15.911,5744.0,4.0087,,1.664,1.03,"DWARF",2105.44
224512306,282.32842259385,14.70268208312,4507327800740124160,15.021,16.367,5741.0,4.4049,,1.054,1.03,"DWARF",1642.9
224512405,282.33219176136,14.72462342265,4507328006898581888,16.261,15.478,5715.0,3.6386,,2.535,1.02,"DWARF",2356.54
224512173,282.26873542998,14.67825538625,4507328075618237440,16.656,16.423,5744.0,3.6039,,2.652,1.03,"DWARF",4069.18
224512273,282.26961614925,14.69674794793,4507328109977826304,17.199,16.702,5889.0,4.1906,,1.375,1.07,"DWARF",2420.89
224481574,282.25454477922,14.68764335677,4507328144337569152,16.677,15.554,5782.0,4.0129,,1.664,1.04,"DWARF",1879.28
224481572,282.24720934888,14.68788629835,4507328144337576320,15.604,15.66,5771.0,4.3578,,1.113,1.03,"DWARF",1231.86
224481412,282.23738196745,14.72297210675,4507328449264928256,15.787,15.316,5706.0,4.0815,,1.523,1.02,"DWARF",1371.71
224481472,282.24177513295,14.70989718601,4507328384855778944,16.818,16.676,5875.0,3.8279,,2.078,1.06,"DWARF",3797.37
224481442,282.24366403735,14.71736315987,4507328449264923136,16.379,15.87,5805.0,4.0033,,1.682,1.04,"DWARF",2273.48
224512401,282.29070779107,14.72283430911,4507328694093539584,16.37,15.653,5790.0,4.5161,,0.932,1.04,"DWARF",989.767
224512483,282.34079143807,14.74068036514,4507328797172579200,17.684,16.654,5819.0,4.0672,,1.57,1.05,"DWARF",2712.42
224512583,282.3203633413,14.75955289917,4507328865892104320,16.411,15.929,5741.0,4.3239,,1.157,1.03,"DWARF",1433.14
224512595,282.28299224458,14.76158983699,4507328999020794496,16.593,15.848,5788.0,4.1279,,1.457,1.04,"DWARF",2032.11
224512653,282.29822416918,14.77302950218,4507329140770034816,17.202,16.235,5754.0,4.1032,,1.492,1.03,"DWARF",2219.45
224512627,282.30256175015,14.76793981267,4507329106410292224,16.864,15.985,5785.0,4.1969,,1.346,1.04,"DWARF",1693.9
285848770,281.60982791691,14.19629615008,4507329278209367424,17.489,16.451,5707.0,4.0429,,1.592,1.02,"DWARF",2483.62
285848817,281.62762489563,14.20908200136,4507329342611413120,17.875,16.645,5715.0,4.1426,,1.419,1.02,"DWARF",2878.71
329830986,281.64436570861,14.23541938345,4507329827965184128,16.846,16.041,5828.0,3.9386,,1.821,1.05,"DWARF",2539.83
285849014,281.61279978915,14.25363375673,4507330068483364864,16.668,15.696,5741.0,3.8456,,2.007,1.03,"DWARF",2211.23
329831083,281.63840602173,14.25339403516,4507330137202834304,18.001,16.704,5877.0,4.0458,,1.617,1.06,"DWARF",3315.43
285849051,281.53882436544,14.2619764273,4507330652599580928,18.461,16.488,5866.0,3.8899,,1.935,1.06,"DWARF",3467.25
285849161,281.60172166227,14.28421480333,4507330927476837376,16.718,16.579,5841.0,3.6641,,2.498,1.05,"DWARF",4147.27
285849153,281.62754454351,14.28339909645,4507330996196306944,16.553,16.257,5836.0,4.0754,,1.556,1.05,"DWARF",2524.9
285849221,281.56914728302,14.2938557082,4507331163677802880,17.186,16.351,5725.0,,,,,,2256.65
285849143,281.58455958992,14.28135405481,4507331133635272576,16.19,15.147,5735.0,3.984,,1.703,1.02,"DWARF",1524.17
285849190,281.58505398183,14.28970802411,4507331133635274880,16.69,16.188,5775.0,4.3782,,1.087,1.03,"DWARF",1646.82
329831160,281.69276717501,14.2692003154,4507331477233217792,17.109,16.319,5855.0,4.3026,,1.203,1.06,"DWARF",2195.3
329831424,281.74015639372,14.32530218618,4507332130068240768,,16.816,5721.0,3.8142,,2.071,1.02,"DWARF",3512.56
329831421,281.73642221145,14.32411153398,4507332130068241920,17.032,15.792,5811.0,3.7917,,2.146,1.04,"DWARF",2494.83
224385122,281.76825752842,14.3269104093,4507332095708494848,17.932,16.943,5729.0,3.9248,,1.824,1.02,"DWARF",3299.55
